s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0156862E+000, 2.7434416E-001
 2.0031335E+000, 2.8261728E-002
 3.0128494E+000, 3.1140351E-002
 4.0079171E+000, 2.9440909E-002
 5.0000345E+000, 4.4580827E-002
 6.0035785E+000, 5.3944705E-002
 7.0082670E+000, 5.3333710E-002
 8.0095956E+000, 7.2745023E-002
 9.0014159E+000, 7.2877809E-002
 1.0006725E+001, 1.0039122E-001
 1.1014401E+001, 8.0180173E-002
 1.2013861E+001, 3.1505794E-002
 1.3000054E+001, 2.9744606E-002
 1.4001129E+001, 8.4751227E-002
 1.5006910E+001, 2.5000000E-002
 1.6000874E+001, 2.5000000E-002
 1.7001267E+001, 2.5000000E-002
 1.8002410E+001, 2.5148045E-001
 1.9006713E+001, 4.3234767E-001
 2.0002197E+001, 3.5424474E-001
 2.1002857E+001, 8.9900191E-002
 2.2001161E+001, 7.5000000E-002
 2.3002362E+001, 7.5000000E-002
 2.4002327E+001, 7.5000000E-002
 2.5000028E+001, 2.9849746E-001
 2.6002277E+001, 5.7268395E-001
 2.7000683E+001, 5.2074645E-001
 2.8000539E+001, 1.3614773E-001
 2.9002755E+001, 1.2500000E-001
 3.0001823E+001, 1.2500000E-001
 3.1004340E+001, 1.2500000E-001
 3.2001075E+001, 5.4394972E-001
 3.3007147E+001, 7.2694860E-001
 3.4004316E+001, 7.6361992E-001
 3.5002144E+001, 6.8854833E-001
 3.6000226E+001, 6.8143293E-001
 3.7000956E+001, 8.1225117E-001
 3.8001365E+001, 9.1181217E-001
 3.9009098E+001, 9.3181837E-001
 4.0003381E+001, 9.4949835E-001
 4.1000404E+001, 1.2227197E+000
 4.2001248E+001, 1.1672775E+000
 4.3005708E+001, 1.3326184E+000
 4.4001788E+001, 1.4482757E+000
 4.5000344E+001, 1.5146014E+000
 4.6004594E+001, 1.5665402E+000
 4.7004609E+001, 1.5957591E+000
 4.8005571E+001, 1.6728636E+000
 4.9007370E+001, 1.7361204E+000
 5.0005921E+001, 1.7976313E+000
 5.1001821E+001, 1.6039621E+000
 5.2000008E+001, 1.8758330E+000
 5.3005751E+001, 1.8554136E+000
 5.4001864E+001, 1.9465153E+000
 5.5002668E+001, 2.0213471E+000
 5.6002415E+001, 1.9973101E+000
 5.7006064E+001, 2.1369351E+000
 5.8001464E+001, 2.1217742E+000
 5.9003569E+001, 2.1459741E+000
 6.0000014E+001, 2.1932380E+000
 6.1002532E+001, 2.3655939E+000
 6.2002058E+001, 2.3562120E+000
 6.3005280E+001, 2.4250782E+000
 6.4003622E+001, 2.5925491E+000
 6.5000882E+001, 2.4239625E+000
 6.6001554E+001, 2.3039663E+000
 6.7002687E+001, 2.4137642E+000
 6.8001070E+001, 2.6147345E+000
 6.9000192E+001, 2.6157692E+000
 7.0004357E+001, 2.6077848E+000
 7.1001565E+001, 2.5161847E+000
 7.2001886E+001, 2.3320761E+000
 7.3001171E+001, 2.3814346E+000
 7.4005732E+001, 2.3717562E+000
 7.5000514E+001, 2.2221461E+000
 7.6004753E+001, 2.5521244E+000
 7.7000654E+001, 2.2948389E+000
 7.8000543E+001, 2.6984089E+000
 7.9005368E+001, 2.4559910E+000
 8.0004448E+001, 2.3223791E+000
 8.1000726E+001, 2.5693491E+000
 8.2005093E+001, 2.9241170E+000
 8.3003494E+001, 2.6812828E+000
 8.4003778E+001, 3.0845957E+000
 8.5002480E+001, 2.8420670E+000
 8.6002558E+001, 3.2135145E+000
 8.7003047E+001, 3.0150267E+000
 8.8001815E+001, 2.9240155E+000
 8.9005336E+001, 2.8563008E+000
 9.0002902E+001, 3.0508445E+000
 9.1001016E+001, 2.8413831E+000
 9.2002086E+001, 3.2018618E+000
