s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0061276E+000, 1.9662900E-001
 2.0013531E+000, 5.5684337E-002
 3.0068940E+000, 1.0144535E-001
 4.0163105E+000, 6.7105263E-002
 5.0080179E+000, 6.8750000E-002
 6.0174344E+000, 7.5877193E-002
 7.0091418E+000, 6.5178571E-002
 8.0070768E+000, 5.5852720E-002
 9.0131228E+000, 7.5833333E-002
 1.0005618E+001, 8.1439958E-002
 1.1004657E+001, 9.0803940E-002
 1.2011682E+001, 5.4809104E-002
 1.3003920E+001, 2.9098361E-002
 1.4012424E+001, 2.5000000E-002
 1.5000334E+001, 2.5000000E-002
 1.6012239E+001, 2.5000000E-002
 1.7004553E+001, 2.6639344E-002
 1.8009526E+001, 2.5000000E-002
 1.9004631E+001, 2.5000000E-002
 2.0014369E+001, 7.1376812E-002
 2.1006788E+001, 7.5000000E-002
 2.2005686E+001, 7.5000000E-002
 2.3008978E+001, 7.5000000E-002
 2.4003715E+001, 7.5000000E-002
 2.5001073E+001, 1.1422954E-001
 2.6000328E+001, 1.2500000E-001
 2.7000513E+001, 1.2500000E-001
 2.8001647E+001, 1.2500000E-001
 2.9001384E+001, 1.3771469E-001
 3.0000449E+001, 1.7500000E-001
 3.1002680E+001, 1.7500000E-001
 3.2000579E+001, 1.7500000E-001
 3.3009848E+001, 1.8802899E-001
 3.4002141E+001, 2.2500000E-001
 3.5000775E+001, 2.2500000E-001
 3.6005201E+001, 2.2500000E-001
 3.7003001E+001, 4.1074503E-001
 3.8003495E+001, 3.9551055E-001
 3.9000451E+001, 6.0383414E-001
 4.0001632E+001, 1.1787399E+000
 4.1007599E+001, 1.2012893E+000
 4.2006115E+001, 1.3174084E+000
 4.3000142E+001, 1.3971573E+000
 4.4004920E+001, 1.3982458E+000
 4.5003876E+001, 1.5497491E+000
 4.6003362E+001, 1.5339962E+000
 4.7000487E+001, 1.5982142E+000
 4.8000482E+001, 1.6019585E+000
 4.9000660E+001, 1.6515877E+000
 5.0002061E+001, 1.8048613E+000
 5.1003923E+001, 1.7671305E+000
 5.2002816E+001, 1.6203379E+000
 5.3001852E+001, 1.8180064E+000
 5.4000493E+001, 1.9577563E+000
 5.5004624E+001, 1.9598156E+000
 5.6005450E+001, 2.2943523E+000
 5.7000582E+001, 2.3813300E+000
 5.8004892E+001, 2.2414719E+000
 5.9004268E+001, 2.2958872E+000
 6.0005100E+001, 2.4598948E+000
 6.1003458E+001, 2.4916116E+000
 6.2000139E+001, 2.6250902E+000
 6.3003633E+001, 2.6407751E+000
 6.4003870E+001, 2.6756136E+000
 6.5000931E+001, 2.8358660E+000
 6.6005989E+001, 2.8519139E+000
 6.7002561E+001, 2.9237152E+000
 6.8000321E+001, 3.0121175E+000
 6.9002457E+001, 3.1104950E+000
 7.0000249E+001, 3.2582547E+000
 7.1001699E+001, 3.2521992E+000
 7.2001529E+001, 3.3703161E+000
 7.3005432E+001, 3.4372257E+000
 7.4002644E+001, 3.4226554E+000
 7.5002505E+001, 3.4242573E+000
 7.6000964E+001, 3.4616247E+000
 7.7001199E+001, 3.3043880E+000
 7.8003369E+001, 3.5038228E+000
 7.9003356E+001, 3.4019754E+000
 8.0001761E+001, 3.4434177E+000
 8.1004482E+001, 3.4064814E+000
 8.2000423E+001, 3.5507016E+000
 8.3001186E+001, 3.5567412E+000
 8.4000451E+001, 3.6822956E+000
 8.5000921E+001, 3.8850976E+000
 8.6004604E+001, 3.8120575E+000
 8.7002447E+001, 3.9344284E+000
 8.8003915E+001, 4.0012354E+000
 8.9007388E+001, 4.0830968E+000
 9.0002631E+001, 4.1579667E+000
 9.1007784E+001, 4.2056869E+000
 9.2003277E+001, 4.2064128E+000
