s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0100691E+000, 1.3743396E-001
 2.0026778E+000, 2.5000000E-002
 3.0048827E+000, 2.5000000E-002
 4.0038150E+000, 2.5000000E-002
 5.0052016E+000, 2.5000000E-002
 6.0052988E+000, 2.5000000E-002
 7.0053959E+000, 2.5000000E-002
 8.0046235E+000, 2.5000000E-002
 9.0013009E+000, 2.5000000E-002
 1.0000706E+001, 2.5000000E-002
 1.1000503E+001, 4.4290251E-002
 1.2002753E+001, 1.2500000E-001
 1.3001628E+001, 1.5028505E-001
 1.4001898E+001, 1.7500000E-001
 1.5002670E+001, 1.8207474E-001
 1.6001308E+001, 2.2500000E-001
 1.7000115E+001, 2.2500000E-001
 1.8003208E+001, 3.1511210E-001
 1.9001063E+001, 2.7500000E-001
 2.0000986E+001, 2.7500000E-001
 2.1000824E+001, 2.9285206E-001
 2.2000606E+001, 9.4155429E-001
 2.3001162E+001, 1.4027067E+000
 2.4003745E+001, 1.5184344E+000
 2.5001205E+001, 1.6101994E+000
 2.6000527E+001, 1.7662750E+000
 2.7005522E+001, 1.9003904E+000
 2.8002424E+001, 2.0511515E+000
 2.9004376E+001, 1.9785352E+000
 3.0001233E+001, 2.3834675E+000
 3.1005963E+001, 2.3278348E+000
 3.2004656E+001, 2.4622747E+000
 3.3004457E+001, 2.5944610E+000
 3.4000315E+001, 2.8206488E+000
 3.5002008E+001, 2.6431500E+000
 3.6001595E+001, 2.7395384E+000
 3.7003826E+001, 2.8776282E+000
 3.8003098E+001, 3.0404834E+000
 3.9002603E+001, 2.8689602E+000
 4.0004323E+001, 3.2501334E+000
 4.1002457E+001, 3.5778917E+000
 4.2003768E+001, 3.8351370E+000
 4.3000996E+001, 3.7704402E+000
 4.4000626E+001, 3.9610155E+000
 4.5000824E+001, 3.8835026E+000
 4.6000030E+001, 4.1918232E+000
 4.7000138E+001, 4.2414547E+000
 4.8001960E+001, 4.3976225E+000
 4.9002271E+001, 4.4907863E+000
 5.0006190E+001, 4.5476581E+000
 5.1002888E+001, 4.6063343E+000
 5.2004253E+001, 4.6470715E+000
 5.3003070E+001, 4.8990183E+000
 5.4002441E+001, 4.8744958E+000
 5.5000719E+001, 5.1742805E+000
 5.6000640E+001, 5.2663899E+000
 5.7000690E+001, 5.2776297E+000
 5.8003015E+001, 5.3536568E+000
 5.9003150E+001, 5.4669229E+000
 6.0003770E+001, 5.5804630E+000
 6.1002902E+001, 5.7655595E+000
 6.2003397E+001, 5.9408197E+000
 6.3000716E+001, 5.9643152E+000
 6.4000701E+001, 6.0498496E+000
 6.5006710E+001, 6.1119202E+000
 6.6003253E+001, 6.2659114E+000
 6.7004820E+001, 6.2777954E+000
 6.8003159E+001, 6.3264047E+000
 6.9004746E+001, 6.3684901E+000
 7.0002228E+001, 6.5041047E+000
 7.1004664E+001, 6.3998759E+000
 7.2000126E+001, 6.5792857E+000
 7.3002226E+001, 6.6972562E+000
 7.4001091E+001, 6.9076207E+000
 7.5003534E+001, 7.0693310E+000
 7.6003638E+001, 6.9326194E+000
 7.7004628E+001, 7.2686827E+000
 7.8005467E+001, 7.1227877E+000
 7.9004495E+001, 7.3470721E+000
 8.0000809E+001, 7.5168184E+000
 8.1000126E+001, 7.5403593E+000
 8.2001146E+001, 7.6746924E+000
 8.3002385E+001, 7.7964397E+000
 8.4003431E+001, 7.8178511E+000
 8.5001789E+001, 7.6658431E+000
 8.6002365E+001, 7.8339950E+000
 8.7005215E+001, 7.5134818E+000
 8.8001940E+001, 7.7948115E+000
 8.9000398E+001, 7.8035625E+000
 9.0001485E+001, 7.8075151E+000
 9.1002907E+001, 7.8546611E+000
 9.2000937E+001, 7.9610193E+000
 9.3003189E+001, 7.9675382E+000
 9.4001894E+001, 7.9750000E+000
 9.5001521E+001, 7.9750000E+000
 9.6000038E+001, 7.8968391E+000
 9.7005257E+001, 7.8169661E+000
 9.8000000E+001, 7.8029739E+000
