s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0148335E+000, 2.4514702E-001
 2.0149577E+000, 2.7275245E-002
 3.0040649E+000, 2.5000000E-002
 4.0213176E+000, 2.5000000E-002
 5.0164560E+000, 2.5000000E-002
 6.0112729E+000, 2.5000000E-002
 7.0078387E+000, 2.5000000E-002
 8.0113963E+000, 2.5000000E-002
 9.0054275E+000, 2.5000000E-002
 1.0008678E+001, 2.5000000E-002
 1.1002014E+001, 5.1626595E-002
 1.2001104E+001, 1.1885628E-001
 1.3001780E+001, 1.3792476E-001
 1.4000385E+001, 1.7500000E-001
 1.5005612E+001, 1.8568703E-001
 1.6001481E+001, 2.2500000E-001
 1.7005424E+001, 2.2869778E-001
 1.8002769E+001, 2.6699035E-001
 1.9006233E+001, 2.7500000E-001
 2.0002500E+001, 3.0466579E-001
 2.1003788E+001, 3.2500000E-001
 2.2001322E+001, 3.6556559E-001
 2.3002567E+001, 3.7500000E-001
 2.4005719E+001, 3.9783936E-001
 2.5001597E+001, 4.2500000E-001
 2.6003485E+001, 4.5638733E-001
 2.7003078E+001, 5.2306639E-001
 2.8002679E+001, 5.3248399E-001
 2.9005027E+001, 5.2732523E-001
 3.0001373E+001, 5.4990928E-001
 3.1004590E+001, 7.3124134E-001
 3.2000649E+001, 8.4656975E-001
 3.3003059E+001, 7.9048653E-001
 3.4006062E+001, 1.1751479E+000
 3.5005886E+001, 1.0422056E+000
 3.6000101E+001, 1.0107711E+000
 3.7000699E+001, 8.3596948E-001
 3.8003240E+001, 7.7500000E-001
 3.9000145E+001, 7.9888477E-001
 4.0003998E+001, 8.2920063E-001
 4.1003076E+001, 9.2457048E-001
 4.2000819E+001, 9.4616579E-001
 4.3003091E+001, 9.2021861E-001
 4.4004590E+001, 9.2500000E-001
 4.5001307E+001, 9.6762108E-001
 4.6000838E+001, 9.7500000E-001
 4.7000353E+001, 1.0242242E+000
 4.8005439E+001, 1.0536786E+000
 4.9002077E+001, 1.0750000E+000
 5.0000793E+001, 1.1217534E+000
 5.1000088E+001, 1.1926399E+000
 5.2004888E+001, 1.1842641E+000
 5.3001089E+001, 1.2410183E+000
 5.4005316E+001, 1.2250000E+000
 5.5001737E+001, 1.2624866E+000
 5.6000648E+001, 1.2763577E+000
 5.7003284E+001, 1.3250000E+000
 5.8000106E+001, 1.3506912E+000
 5.9004172E+001, 1.3750000E+000
 6.0000862E+001, 1.5860609E+000
 6.1000281E+001, 1.8420491E+000
 6.2003803E+001, 1.4750000E+000
 6.3002883E+001, 1.4894186E+000
 6.4002396E+001, 1.5237504E+000
 6.5004896E+001, 1.5588746E+000
 6.6004793E+001, 1.6322438E+000
 6.7002251E+001, 1.7310729E+000
 6.8002376E+001, 2.1626576E+000
 6.9001310E+001, 2.7740603E+000
 7.0004455E+001, 3.6339849E+000
 7.1002729E+001, 3.4396857E+000
 7.2006144E+001, 3.2327097E+000
 7.3001988E+001, 3.6183993E+000
 7.4000584E+001, 3.9285867E+000
 7.5004511E+001, 3.8965624E+000
 7.6003895E+001, 4.1515903E+000
 7.7001954E+001, 4.2456205E+000
 7.8003439E+001, 3.6516290E+000
 7.9000574E+001, 3.3679794E+000
 8.0002310E+001, 2.8047091E+000
 8.1001091E+001, 3.8424739E+000
 8.2004829E+001, 4.1370775E+000
 8.3004516E+001, 4.1164686E+000
 8.4004979E+001, 4.5189322E+000
 8.5003835E+001, 4.5001794E+000
 8.6005549E+001, 4.2655232E+000
 8.7002070E+001, 4.6382562E+000
 8.8001904E+001, 3.8380072E+000
 8.9000962E+001, 3.0902668E+000
 9.0000004E+001, 3.9748752E+000
 9.1000737E+001, 4.2213699E+000
 9.2004465E+001, 4.2624618E+000
