s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0137795E+000, 1.9045556E-001
 2.0143880E+000, 3.0259338E-002
 3.0081962E+000, 2.5000000E-002
 4.0034813E+000, 2.5000000E-002
 5.0159266E+000, 2.5000000E-002
 6.0112118E+000, 2.5000000E-002
 7.0064970E+000, 2.5000000E-002
 8.0018232E+000, 2.5000000E-002
 9.0008936E+000, 2.5000000E-002
 1.0007051E+001, 2.5000000E-002
 1.1002388E+001, 2.5000000E-002
 1.2001777E+001, 2.5000000E-002
 1.3000176E+001, 2.5000000E-002
 1.4006530E+001, 2.5000000E-002
 1.5009148E+001, 2.5000000E-002
 1.6000740E+001, 2.5000000E-002
 1.7002904E+001, 2.5000000E-002
 1.8000457E+001, 2.5000000E-002
 1.9005341E+001, 2.5000000E-002
 2.0000627E+001, 2.5000000E-002
 2.1000739E+001, 3.0277075E-002
 2.2001198E+001, 1.5242806E-001
 2.3002469E+001, 1.7500000E-001
 2.4002226E+001, 2.6899315E-001
 2.5004088E+001, 4.5414633E-001
 2.6002616E+001, 7.4877323E-001
 2.7003914E+001, 1.0974826E+000
 2.8000491E+001, 1.1413156E+000
 2.9005503E+001, 1.0329288E+000
 3.0003425E+001, 1.3344163E+000
 3.1001726E+001, 1.5004980E+000
 3.2004347E+001, 1.6336235E+000
 3.3004977E+001, 1.7021515E+000
 3.4002397E+001, 1.6061844E+000
 3.5004922E+001, 1.6837772E+000
 3.6001449E+001, 1.7858750E+000
 3.7000173E+001, 1.9879382E+000
 3.8002639E+001, 1.9567154E+000
 3.9001700E+001, 2.1210092E+000
 4.0001693E+001, 2.1584083E+000
 4.1001027E+001, 2.1867638E+000
 4.2000052E+001, 2.1805137E+000
 4.3003372E+001, 2.0224220E+000
 4.4002413E+001, 2.2177092E+000
 4.5004696E+001, 2.3838205E+000
 4.6000891E+001, 2.4685788E+000
 4.7003429E+001, 2.4465378E+000
 4.8005394E+001, 2.3544973E+000
 4.9000304E+001, 2.3275316E+000
 5.0004011E+001, 2.5347538E+000
 5.1003757E+001, 2.3976356E+000
 5.2000802E+001, 2.5955150E+000
 5.3001813E+001, 2.5244411E+000
 5.4003483E+001, 2.7686133E+000
 5.5000680E+001, 2.8873716E+000
 5.6002924E+001, 3.0660270E+000
 5.7002859E+001, 3.1444195E+000
 5.8003059E+001, 3.2343841E+000
 5.9004311E+001, 3.3345902E+000
 6.0003441E+001, 3.5307281E+000
 6.1003776E+001, 3.6360350E+000
 6.2004497E+001, 3.7332741E+000
 6.3004339E+001, 3.7016704E+000
 6.4003715E+001, 3.8311989E+000
 6.5006152E+001, 3.7346506E+000
 6.6005904E+001, 4.1404784E+000
 6.7000574E+001, 4.0431838E+000
 6.8004592E+001, 4.1204989E+000
 6.9001238E+001, 3.4936305E+000
 7.0002632E+001, 3.5463203E+000
 7.1001959E+001, 4.2114723E+000
 7.2001293E+001, 4.1405284E+000
 7.3001458E+001, 4.5500639E+000
 7.4004568E+001, 4.3677628E+000
 7.5002155E+001, 4.7420707E+000
 7.6006046E+001, 4.8584526E+000
 7.7002874E+001, 4.7629480E+000
 7.8000052E+001, 4.8649297E+000
 7.9000725E+001, 4.9589667E+000
 8.0001935E+001, 5.0788905E+000
 8.1001070E+001, 5.1446893E+000
 8.2003450E+001, 5.1396018E+000
 8.3003112E+001, 5.1600722E+000
 8.4001635E+001, 5.3003140E+000
 8.5005322E+001, 5.3492324E+000
 8.6001462E+001, 5.4387506E+000
 8.7001965E+001, 5.4669034E+000
 8.8000821E+001, 5.5262570E+000
 8.9001673E+001, 5.6312778E+000
 9.0001103E+001, 5.5706133E+000
 9.1003711E+001, 5.6332719E+000
 9.2004395E+001, 5.8488476E+000
