m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 2.179E+01, 2.000E-02, 1.753E+01,-4.640E-01
 6.860E-02, 2.183E+01, 6.865E-02, 1.711E+01,-4.716E-01
 1.172E-01, 2.210E+01, 1.173E-01, 1.706E+01,-4.752E-01
 1.658E-01, 2.214E+01, 1.659E-01, 1.706E+01,-4.790E-01
 2.144E-01, 2.212E+01, 2.146E-01, 1.707E+01,-4.728E-01
 2.630E-01, 2.220E+01, 2.632E-01, 1.707E+01,-4.647E-01
 3.116E-01, 2.232E+01, 3.119E-01, 1.707E+01,-4.549E-01
 3.602E-01, 2.253E+01, 3.605E-01, 1.708E+01,-4.454E-01
 4.088E-01, 2.291E+01, 4.092E-01, 1.709E+01,-4.401E-01
 4.574E-01, 2.348E+01, 4.578E-01, 1.710E+01,-4.242E-01
 5.060E-01, 2.415E+01, 5.065E-01, 1.710E+01,-4.146E-01
 5.547E-01, 2.468E+01, 5.551E-01, 1.711E+01,-4.012E-01
 6.033E-01, 2.522E+01, 6.038E-01, 1.712E+01,-3.904E-01
 6.519E-01, 2.576E+01, 6.524E-01, 1.712E+01,-3.772E-01
 7.005E-01, 2.625E+01, 7.011E-01, 1.712E+01,-3.639E-01
 7.491E-01, 2.684E+01, 7.497E-01, 1.712E+01,-3.524E-01
 7.977E-01, 2.735E+01, 7.984E-01, 1.711E+01,-3.374E-01
 8.463E-01, 2.777E+01, 8.470E-01, 1.711E+01,-3.234E-01
 8.949E-01, 2.821E+01, 8.957E-01, 1.713E+01,-3.090E-01
 9.435E-01, 2.892E+01, 9.443E-01, 1.729E+01,-2.835E-01
 9.921E-01, 3.015E+01, 9.930E-01, 1.846E+01,-2.557E-01
 1.041E+00, 3.231E+01, 1.042E+00, 2.204E+01,-1.595E-01
 1.089E+00, 3.565E+01, 1.090E+00, 2.553E+01, 9.242E-03
 1.138E+00, 4.220E+01, 1.139E+00, 2.939E+01, 1.203E-01
 1.187E+00, 5.183E+01, 1.188E+00, 3.717E+01, 3.201E-01
 1.235E+00, 6.209E+01, 1.236E+00, 4.601E+01, 4.145E-01
 1.284E+00, 7.099E+01, 1.285E+00, 5.479E+01, 5.018E-01
 1.332E+00, 7.758E+01, 1.334E+00, 6.399E+01, 5.893E-01
 1.381E+00, 8.087E+01, 1.382E+00, 7.297E+01, 6.767E-01
 1.430E+00, 8.324E+01, 1.431E+00, 7.853E+01, 7.499E-01
 1.478E+00, 8.692E+01, 1.479E+00, 8.237E+01, 8.160E-01
 1.527E+00, 9.101E+01, 1.528E+00, 8.492E+01, 8.865E-01
 1.575E+00, 9.448E+01, 1.577E+00, 8.722E+01, 9.991E-01
 1.624E+00, 9.775E+01, 1.625E+00, 8.982E+01, 1.144E+00
 1.673E+00, 9.953E+01, 1.674E+00, 9.164E+01, 1.202E+00
 1.721E+00, 1.006E+02, 1.723E+00, 9.355E+01, 1.308E+00
 1.770E+00, 1.017E+02, 1.771E+00, 9.560E+01, 1.455E+00
 1.818E+00, 1.025E+02, 1.820E+00, 9.686E+01, 1.274E+00
 1.867E+00, 1.031E+02,NaN,NaN,NaN
 1.916E+00, 1.034E+02,NaN,NaN,NaN
 1.964E+00, 1.036E+02,NaN,NaN,NaN
 2.013E+00, 1.038E+02,NaN,NaN,NaN
 2.061E+00, 1.039E+02,NaN,NaN,NaN
 2.110E+00, 1.021E+02,NaN,NaN,NaN
