s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 2.500E+01, 2.329E+00
 1.000E+01, 2.500E+01, 1.182E+00
 2.006E+01, 2.505E+01, 1.307E-01
 3.006E+01, 4.611E+01, 1.772E+00
 4.003E+01, 5.478E+01, 1.483E+00
 5.004E+01, 5.291E+01, 1.050E+00
 6.004E+01, 5.674E+01, 8.613E-01
 7.005E+01, 6.625E+01, 8.988E-01
 8.003E+01, 6.769E+01, 9.968E-01
 9.003E+01, 6.535E+01, 1.125E+00
 1.001E+02, 7.068E+01, 1.157E+00
 1.100E+02, 7.839E+01, 9.469E-01
 1.200E+02, 8.417E+01, 7.928E-01
 1.301E+02, 8.678E+01, 8.279E-01
 1.400E+02, 9.239E+01, 9.254E-01
 1.501E+02, 9.866E+01, 9.108E-01
 1.600E+02, 1.010E+02, 9.260E-01
 1.701E+02, 9.903E+01, 9.481E-01
 1.800E+02, 9.767E+01, 8.277E-01
 1.900E+02, 9.820E+01, 8.013E-01
 2.001E+02, 9.881E+01, 7.684E-01
 2.100E+02, 9.014E+01, 7.657E-01
 2.200E+02, 9.296E+01, 7.648E-01
 2.300E+02, 9.715E+01, 7.425E-01
 2.400E+02, 9.893E+01, 7.258E-01
 2.501E+02, 9.731E+01, 6.444E-01
 2.600E+02, 9.957E+01, 5.618E-01
 2.700E+02, 1.026E+02, 5.420E-01
 2.800E+02, 1.021E+02, 6.030E-01
 2.900E+02, 1.048E+02, 6.529E-01
 3.000E+02, 1.043E+02, 6.111E-01
 3.101E+02, 1.051E+02, 5.271E-01
 3.200E+02, 1.074E+02, 5.329E-01
 3.300E+02, 1.078E+02, 5.966E-01
 3.401E+02, 1.097E+02, 5.571E-01
 3.500E+02, 1.132E+02, 4.787E-01
 3.601E+02, 1.148E+02, 4.964E-01
 3.700E+02, 1.133E+02, 5.768E-01
 3.801E+02, 1.151E+02, 5.170E-01
 3.900E+02, 1.172E+02, 5.591E-01
 4.000E+02, 1.184E+02, 5.587E-01
 4.100E+02, 1.191E+02, 5.284E-01
 4.201E+02, 1.199E+02, 4.811E-01
 4.301E+02, 1.206E+02, 5.230E-01
 4.400E+02, 1.219E+02, 5.263E-01
 4.501E+02, 1.239E+02, 4.795E-01
 4.600E+02, 1.182E+02, 5.334E-01
 4.700E+02, 1.186E+02, 5.221E-01
 4.800E+02, 1.180E+02, 5.027E-01
 4.900E+02, 1.183E+02, 4.617E-01
 5.001E+02, 1.236E+02, 4.084E-01
 5.100E+02, 1.247E+02, 4.185E-01
 5.200E+02, 1.228E+02, 4.859E-01
 5.300E+02, 1.239E+02, 4.979E-01
 5.400E+02, 1.239E+02, 4.605E-01
 5.500E+02, 1.273E+02, 4.104E-01
 5.601E+02, 1.236E+02, 4.545E-01
 5.701E+02, 1.293E+02, 4.772E-01
 5.801E+02, 1.306E+02, 4.588E-01
 5.900E+02, 1.289E+02, 4.585E-01
 6.000E+02, 1.299E+02, 4.325E-01
 6.100E+02, 1.312E+02, 4.704E-01
 6.200E+02, 1.291E+02, 4.928E-01
 6.300E+02, 1.267E+02, 4.465E-01
 6.400E+02, 1.281E+02, 3.812E-01
 6.500E+02, 1.271E+02, 4.237E-01
 6.601E+02, 1.274E+02, 4.178E-01
 6.701E+02, 1.308E+02, 4.189E-01
 6.800E+02, 1.336E+02, 4.292E-01
 6.901E+02, 1.354E+02, 4.661E-01
 7.001E+02, 1.343E+02, 5.432E-01
 7.100E+02, 1.330E+02, 5.316E-01
 7.200E+02, 1.340E+02, 4.378E-01
 7.300E+02, 1.327E+02, 4.088E-01
 7.400E+02, 1.321E+02, 4.432E-01
 7.500E+02, 1.309E+02, 4.073E-01
 7.601E+02, 1.325E+02, 3.602E-01
 7.700E+02, 1.332E+02, 3.667E-01
 7.801E+02, 1.358E+02, 4.565E-01
 7.900E+02, 1.329E+02, 5.253E-01
 8.000E+02, 1.329E+02, 5.176E-01
 8.101E+02, 1.351E+02, 4.243E-01
 8.200E+02, 1.375E+02, 4.087E-01
 8.301E+02, 1.375E+02, 4.586E-01
 8.401E+02, 1.339E+02, 4.584E-01
 8.500E+02, 1.315E+02, 4.070E-01
 8.600E+02, 1.362E+02, 3.799E-01
 8.700E+02, 1.338E+02, 4.779E-01
 8.800E+02, 1.333E+02, 4.746E-01
 8.900E+02, 1.358E+02, 4.700E-01
 9.000E+02, 1.355E+02, 4.228E-01
 9.101E+02, 1.367E+02, 4.123E-01
 9.200E+02, 1.354E+02, 4.323E-01
 9.301E+02, 1.354E+02, 4.361E-01
 9.400E+02, 1.367E+02, 4.211E-01
 9.500E+02, 1.351E+02, 4.089E-01
 9.600E+02, 1.339E+02, 4.168E-01
