m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 2.107E+01, 2.000E-02, 8.359E+00,-2.151E-01
 6.860E-02, 2.093E+01, 6.865E-02, 6.817E+00,-2.419E-01
 1.172E-01, 2.164E+01, 1.173E-01, 6.423E+00,-2.673E-01
 1.658E-01, 2.228E+01, 1.659E-01, 6.271E+00,-3.139E-01
 2.144E-01, 2.278E+01, 2.146E-01, 6.195E+00,-4.129E-01
 2.630E-01, 2.331E+01, 2.632E-01, 6.185E+00,-4.427E-01
 3.116E-01, 2.387E+01, 3.119E-01, 6.198E+00,-5.865E-01
 3.602E-01, 2.432E+01, 3.605E-01, 6.206E+00,-6.959E-01
 4.088E-01, 2.507E+01, 4.092E-01, 6.211E+00,-6.738E-01
 4.574E-01, 2.612E+01, 4.578E-01, 6.217E+00,-6.526E-01
 5.060E-01, 2.748E+01, 5.065E-01, 6.223E+00,-6.555E-01
 5.547E-01, 2.909E+01, 5.551E-01, 6.227E+00,-6.457E-01
 6.033E-01, 3.076E+01, 6.038E-01, 6.232E+00,-5.999E-01
 6.519E-01, 3.278E+01, 6.524E-01, 6.238E+00,-5.820E-01
 7.005E-01, 3.653E+01, 7.011E-01, 6.248E+00,-5.836E-01
 7.491E-01, 4.027E+01, 7.497E-01, 6.258E+00,-5.612E-01
 7.977E-01, 4.459E+01, 7.984E-01, 6.267E+00,-5.413E-01
 8.463E-01, 4.994E+01, 8.470E-01, 6.293E+00,-5.260E-01
 8.949E-01, 5.327E+01, 8.957E-01, 6.680E+00,-4.884E-01
 9.435E-01, 5.851E+01, 9.443E-01, 9.075E+00,-4.217E-01
 9.921E-01, 6.672E+01, 9.930E-01, 1.677E+01,-3.108E-01
 1.041E+00, 7.818E+01, 1.042E+00, 3.195E+01,-4.462E-02
 1.089E+00, 8.947E+01, 1.090E+00, 4.738E+01, 2.949E-01
 1.138E+00, 9.712E+01, 1.139E+00, 5.925E+01, 5.333E-01
 1.187E+00, 1.023E+02, 1.188E+00, 6.843E+01, 6.545E-01
 1.235E+00, 1.068E+02, 1.236E+00, 7.417E+01, 7.420E-01
 1.284E+00, 1.110E+02, 1.285E+00, 7.893E+01, 8.561E-01
 1.332E+00, 1.142E+02, 1.334E+00, 8.448E+01, 9.596E-01
 1.381E+00, 1.156E+02, 1.382E+00, 9.158E+01, 1.078E+00
 1.430E+00, 1.162E+02, 1.431E+00, 9.794E+01, 1.152E+00
 1.478E+00, 1.169E+02, 1.479E+00, 1.006E+02, 1.199E+00
 1.527E+00, 1.171E+02, 1.528E+00, 1.015E+02, 1.289E+00
 1.575E+00, 1.174E+02, 1.577E+00, 1.031E+02, 1.372E+00
 1.624E+00, 1.182E+02, 1.625E+00, 1.049E+02, 1.499E+00
 1.673E+00, 1.189E+02, 1.674E+00, 1.072E+02, 1.648E+00
 1.721E+00, 1.191E+02, 1.723E+00, 1.101E+02, 1.787E+00
 1.770E+00, 1.189E+02, 1.771E+00, 1.133E+02, 1.966E+00
 1.818E+00, 1.190E+02, 1.820E+00, 1.157E+02, 1.692E+00
 1.867E+00, 1.195E+02,NaN,NaN,NaN
 1.916E+00, 1.192E+02,NaN,NaN,NaN
 1.964E+00, 1.191E+02,NaN,NaN,NaN
 2.013E+00, 1.192E+02,NaN,NaN,NaN
 2.061E+00, 1.197E+02,NaN,NaN,NaN
 2.110E+00, 1.181E+02,NaN,NaN,NaN
