m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.264E+01, 2.000E-02, 1.967E+01,-9.882E-01
 6.860E-02, 3.399E+01, 6.865E-02, 1.916E+01,-9.926E-01
 1.172E-01, 3.493E+01, 1.173E-01, 1.908E+01,-9.859E-01
 1.658E-01, 3.496E+01, 1.659E-01, 1.908E+01,-9.777E-01
 2.144E-01, 3.545E+01, 2.146E-01, 1.909E+01,-9.712E-01
 2.630E-01, 3.658E+01, 2.632E-01, 1.910E+01,-9.567E-01
 3.116E-01, 3.971E+01, 3.119E-01, 1.911E+01,-9.417E-01
 3.602E-01, 4.485E+01, 3.605E-01, 1.912E+01,-9.222E-01
 4.088E-01, 4.893E+01, 4.092E-01, 1.912E+01,-9.037E-01
 4.574E-01, 5.237E+01, 4.578E-01, 1.913E+01,-8.774E-01
 5.060E-01, 5.618E+01, 5.065E-01, 1.913E+01,-8.499E-01
 5.547E-01, 6.102E+01, 5.551E-01, 1.913E+01,-8.170E-01
 6.033E-01, 6.765E+01, 6.038E-01, 1.913E+01,-7.807E-01
 6.519E-01, 7.408E+01, 6.524E-01, 1.914E+01,-7.421E-01
 7.005E-01, 8.058E+01, 7.011E-01, 1.914E+01,-7.162E-01
 7.491E-01, 8.786E+01, 7.497E-01, 1.915E+01,-6.741E-01
 7.977E-01, 9.600E+01, 7.984E-01, 1.935E+01,-6.062E-01
 8.463E-01, 1.045E+02, 8.470E-01, 2.090E+01,-5.575E-01
 8.949E-01, 1.107E+02, 8.957E-01, 2.773E+01,-4.638E-01
 9.435E-01, 1.152E+02, 9.443E-01, 4.468E+01,-2.553E-01
 9.921E-01, 1.192E+02, 9.930E-01, 6.401E+01, 4.349E-02
 1.041E+00, 1.226E+02, 1.042E+00, 8.057E+01, 3.070E-01
 1.089E+00, 1.262E+02, 1.090E+00, 9.694E+01, 6.609E-01
 1.138E+00, 1.284E+02, 1.139E+00, 1.109E+02, 9.117E-01
 1.187E+00, 1.301E+02, 1.188E+00, 1.192E+02, 1.065E+00
 1.235E+00, 1.315E+02, 1.236E+00, 1.210E+02, 1.093E+00
 1.284E+00, 1.322E+02, 1.285E+00, 1.214E+02, 1.145E+00
 1.332E+00, 1.330E+02, 1.334E+00, 1.224E+02, 1.213E+00
 1.381E+00, 1.336E+02, 1.382E+00, 1.237E+02, 1.290E+00
 1.430E+00, 1.339E+02, 1.431E+00, 1.251E+02, 1.347E+00
 1.478E+00, 1.342E+02, 1.479E+00, 1.270E+02, 1.424E+00
 1.527E+00, 1.346E+02, 1.528E+00, 1.298E+02, 1.555E+00
 1.575E+00, 1.352E+02, 1.577E+00, 1.310E+02, 1.693E+00
 1.624E+00, 1.359E+02, 1.625E+00, 1.311E+02, 1.813E+00
 1.673E+00, 1.366E+02, 1.674E+00, 1.313E+02, 1.957E+00
 1.721E+00, 1.368E+02, 1.723E+00, 1.326E+02, 2.107E+00
 1.770E+00, 1.367E+02, 1.771E+00, 1.340E+02, 2.224E+00
 1.818E+00, 1.365E+02, 1.820E+00, 1.342E+02, 1.657E+00
 1.867E+00, 1.367E+02,NaN,NaN,NaN
 1.916E+00, 1.366E+02,NaN,NaN,NaN
 1.964E+00, 1.366E+02,NaN,NaN,NaN
 2.013E+00, 1.367E+02,NaN,NaN,NaN
 2.061E+00, 1.369E+02,NaN,NaN,NaN
 2.110E+00, 1.353E+02,NaN,NaN,NaN
