m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 2.129E+01, 2.000E-02, 1.413E+01,-4.950E-01
 6.860E-02, 2.046E+01, 6.865E-02, 1.324E+01,-5.033E-01
 1.172E-01, 2.093E+01, 1.173E-01, 1.310E+01,-4.987E-01
 1.658E-01, 2.134E+01, 1.659E-01, 1.308E+01,-4.961E-01
 2.144E-01, 2.162E+01, 2.146E-01, 1.309E+01,-4.962E-01
 2.630E-01, 2.190E+01, 2.632E-01, 1.310E+01,-4.955E-01
 3.116E-01, 2.225E+01, 3.119E-01, 1.310E+01,-4.823E-01
 3.602E-01, 2.265E+01, 3.605E-01, 1.312E+01,-4.764E-01
 4.088E-01, 2.302E+01, 4.092E-01, 1.313E+01,-4.713E-01
 4.574E-01, 2.322E+01, 4.578E-01, 1.314E+01,-4.688E-01
 5.060E-01, 2.356E+01, 5.065E-01, 1.314E+01,-4.629E-01
 5.547E-01, 2.400E+01, 5.551E-01, 1.313E+01,-4.473E-01
 6.033E-01, 2.456E+01, 6.038E-01, 1.314E+01,-4.336E-01
 6.519E-01, 2.496E+01, 6.524E-01, 1.316E+01,-4.298E-01
 7.005E-01, 2.538E+01, 7.011E-01, 1.317E+01,-4.115E-01
 7.491E-01, 2.621E+01, 7.497E-01, 1.318E+01,-3.966E-01
 7.977E-01, 2.707E+01, 7.984E-01, 1.318E+01,-3.883E-01
 8.463E-01, 2.813E+01, 8.470E-01, 1.319E+01,-3.692E-01
 8.949E-01, 2.922E+01, 8.957E-01, 1.322E+01,-3.487E-01
 9.435E-01, 3.094E+01, 9.443E-01, 1.387E+01,-3.220E-01
 9.921E-01, 3.391E+01, 9.930E-01, 1.635E+01,-2.740E-01
 1.041E+00, 3.842E+01, 1.042E+00, 1.982E+01,-1.496E-01
 1.089E+00, 4.420E+01, 1.090E+00, 2.378E+01, 4.804E-02
 1.138E+00, 5.271E+01, 1.139E+00, 2.759E+01, 1.779E-01
 1.187E+00, 6.261E+01, 1.188E+00, 3.329E+01, 3.568E-01
 1.235E+00, 7.192E+01, 1.236E+00, 4.498E+01, 4.950E-01
 1.284E+00, 8.528E+01, 1.285E+00, 6.308E+01, 6.188E-01
 1.332E+00, 9.561E+01, 1.334E+00, 8.233E+01, 7.509E-01
 1.381E+00, 1.052E+02, 1.382E+00, 9.593E+01, 8.525E-01
 1.430E+00, 1.133E+02, 1.431E+00, 1.026E+02, 9.686E-01
 1.478E+00, 1.210E+02, 1.479E+00, 1.076E+02, 1.074E+00
 1.527E+00, 1.270E+02, 1.528E+00, 1.114E+02, 1.105E+00
 1.575E+00, 1.308E+02, 1.577E+00, 1.158E+02, 1.167E+00
 1.624E+00, 1.340E+02, 1.625E+00, 1.196E+02, 1.269E+00
 1.673E+00, 1.372E+02, 1.674E+00, 1.231E+02, 1.399E+00
 1.721E+00, 1.399E+02, 1.723E+00, 1.269E+02, 1.548E+00
 1.770E+00, 1.421E+02, 1.771E+00, 1.320E+02, 1.783E+00
 1.818E+00, 1.436E+02, 1.820E+00, 1.344E+02, 1.493E+00
 1.867E+00, 1.445E+02,NaN,NaN,NaN
 1.916E+00, 1.456E+02,NaN,NaN,NaN
 1.964E+00, 1.467E+02,NaN,NaN,NaN
 2.013E+00, 1.473E+02,NaN,NaN,NaN
 2.061E+00, 1.474E+02,NaN,NaN,NaN
 2.110E+00, 1.452E+02,NaN,NaN,NaN
