s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 1.300E+01, 2.236E+00
 1.002E+01, 1.300E+01, 1.667E+00
 2.005E+01, 1.302E+01, 2.860E-01
 3.005E+01, 1.304E+01, 1.313E-01
 4.001E+01, 4.273E+01, 1.741E+00
 5.004E+01, 4.764E+01, 1.515E+00
 6.003E+01, 5.164E+01, 1.483E+00
 7.005E+01, 4.811E+01, 1.329E+00
 8.004E+01, 5.755E+01, 1.244E+00
 9.002E+01, 6.034E+01, 1.342E+00
 1.000E+02, 6.828E+01, 1.311E+00
 1.100E+02, 6.812E+01, 1.233E+00
 1.201E+02, 6.992E+01, 1.148E+00
 1.301E+02, 7.411E+01, 1.265E+00
 1.400E+02, 8.007E+01, 1.097E+00
 1.501E+02, 7.602E+01, 1.079E+00
 1.600E+02, 7.768E+01, 1.130E+00
 1.700E+02, 7.687E+01, 1.138E+00
 1.800E+02, 7.940E+01, 9.551E-01
 1.900E+02, 7.911E+01, 1.001E+00
 2.001E+02, 8.843E+01, 1.077E+00
 2.100E+02, 9.055E+01, 9.691E-01
 2.201E+02, 9.001E+01, 9.693E-01
 2.300E+02, 9.222E+01, 1.013E+00
 2.400E+02, 9.150E+01, 9.655E-01
 2.500E+02, 9.017E+01, 8.861E-01
 2.600E+02, 9.652E+01, 8.744E-01
 2.700E+02, 9.802E+01, 9.418E-01
 2.800E+02, 9.876E+01, 9.666E-01
 2.900E+02, 1.041E+02, 9.049E-01
 3.000E+02, 1.022E+02, 8.936E-01
 3.100E+02, 1.086E+02, 9.105E-01
 3.200E+02, 1.006E+02, 9.665E-01
 3.300E+02, 1.014E+02, 9.405E-01
 3.400E+02, 1.024E+02, 8.950E-01
 3.501E+02, 1.064E+02, 8.421E-01
 3.601E+02, 1.102E+02, 9.593E-01
 3.700E+02, 1.176E+02, 9.769E-01
 3.800E+02, 1.120E+02, 1.001E+00
 3.901E+02, 1.112E+02, 9.865E-01
 4.000E+02, 1.192E+02, 1.048E+00
 4.100E+02, 1.091E+02, 9.647E-01
 4.200E+02, 1.144E+02, 9.108E-01
 4.300E+02, 1.182E+02, 9.369E-01
 4.400E+02, 1.169E+02, 9.334E-01
 4.500E+02, 1.174E+02, 1.021E+00
 4.600E+02, 1.196E+02, 9.750E-01
 4.700E+02, 1.147E+02, 9.365E-01
 4.800E+02, 1.180E+02, 1.034E+00
 4.901E+02, 1.174E+02, 1.042E+00
 5.000E+02, 1.180E+02, 9.194E-01
 5.100E+02, 1.232E+02, 9.010E-01
 5.200E+02, 1.191E+02, 9.605E-01
 5.300E+02, 1.282E+02, 1.071E+00
 5.401E+02, 1.249E+02, 1.073E+00
 5.500E+02, 1.219E+02, 9.941E-01
 5.600E+02, 1.182E+02, 9.636E-01
 5.700E+02, 1.228E+02, 9.882E-01
 5.800E+02, 1.238E+02, 1.005E+00
 5.901E+02, 1.232E+02, 9.741E-01
 6.000E+02, 1.336E+02, 1.011E+00
 6.100E+02, 1.305E+02, 1.056E+00
 6.201E+02, 1.276E+02, 1.015E+00
 6.300E+02, 1.292E+02, 1.056E+00
 6.400E+02, 1.292E+02, 1.016E+00
 6.500E+02, 1.288E+02, 1.046E+00
 6.600E+02, 1.247E+02, 1.074E+00
 6.700E+02, 1.296E+02, 1.017E+00
 6.800E+02, 1.304E+02, 1.029E+00
 6.900E+02, 1.348E+02, 1.047E+00
 7.000E+02, 1.289E+02, 1.058E+00
 7.100E+02, 1.255E+02, 1.086E+00
 7.200E+02, 1.320E+02, 1.015E+00
 7.300E+02, 1.318E+02, 9.764E-01
 7.400E+02, 1.330E+02, 1.046E+00
 7.501E+02, 1.369E+02, 1.072E+00
 7.600E+02, 1.339E+02, 1.149E+00
 7.700E+02, 1.289E+02, 1.129E+00
 7.800E+02, 1.306E+02, 9.780E-01
 7.900E+02, 1.270E+02, 9.788E-01
 8.000E+02, 1.313E+02, 9.940E-01
 8.100E+02, 1.280E+02, 9.671E-01
 8.200E+02, 1.312E+02, 1.034E+00
 8.301E+02, 1.233E+02, 9.923E-01
 8.400E+02, 1.320E+02, 1.019E+00
 8.500E+02, 1.342E+02, 1.030E+00
 8.601E+02, 1.354E+02, 1.084E+00
 8.700E+02, 1.390E+02, 1.124E+00
 8.800E+02, 1.413E+02, 1.071E+00
 8.900E+02, 1.307E+02, 1.014E+00
 9.001E+02, 1.304E+02, 1.060E+00
 9.100E+02, 1.329E+02, 1.083E+00
 9.200E+02, 1.330E+02, 1.004E+00
 9.300E+02, 1.354E+02, 9.768E-01
 9.400E+02, 1.334E+02, 1.050E+00
 9.500E+02, 1.368E+02, 1.068E+00
 9.600E+02, 1.350E+02, 1.025E+00
 9.700E+02, 1.292E+02, 1.003E+00
 9.800E+02, 1.333E+02, 1.018E+00
 9.900E+02, 1.340E+02, 1.098E+00
 1.000E+03, 1.375E+02, 1.083E+00
 1.010E+03, 1.421E+02, 1.101E+00
 1.020E+03, 1.267E+02, 1.060E+00
 1.030E+03, 1.375E+02, 1.030E+00
 1.040E+03, 1.358E+02, 1.033E+00
 1.050E+03, 1.340E+02, 1.059E+00
 1.060E+03, 1.349E+02, 1.064E+00
 1.070E+03, 1.279E+02, 1.065E+00
 1.080E+03, 1.251E+02, 1.035E+00
 1.090E+03, 1.287E+02, 1.094E+00
 1.100E+03, 1.394E+02, 1.059E+00
 1.110E+03, 1.327E+02, 9.781E-01
 1.120E+03, 1.289E+02, 9.999E-01
 1.130E+03, 1.370E+02, 1.076E+00
 1.140E+03, 1.311E+02, 1.059E+00
 1.150E+03, 1.332E+02, 1.019E+00
 1.160E+03, 1.396E+02, 1.002E+00
 1.170E+03, 1.340E+02, 1.039E+00
 1.180E+03, 1.278E+02, 1.025E+00
 1.190E+03, 1.304E+02, 1.009E+00
 1.200E+03, 1.282E+02, 9.867E-01
 1.210E+03, 1.251E+02, 9.649E-01
 1.220E+03, 1.315E+02, 9.772E-01
 1.230E+03, 1.391E+02, 1.072E+00
 1.240E+03, 1.333E+02, 1.066E+00
 1.250E+03, 1.290E+02, 1.052E+00
 1.260E+03, 1.411E+02, 1.055E+00
 1.270E+03, 1.329E+02, 1.080E+00
 1.280E+03, 1.241E+02, 9.420E-01
 1.290E+03, 1.362E+02, 9.573E-01
 1.300E+03, 1.355E+02, 1.019E+00
 1.310E+03, 1.359E+02, 1.056E+00
 1.320E+03, 1.315E+02, 9.898E-01
 1.330E+03, 1.312E+02, 1.066E+00
 1.340E+03, 1.260E+02, 1.026E+00
 1.350E+03, 1.333E+02, 9.284E-01
 1.360E+03, 1.289E+02, 1.008E+00
 1.370E+03, 1.365E+02, 1.105E+00
 1.380E+03, 1.340E+02, 1.072E+00
 1.390E+03, 1.308E+02, 1.039E+00
 1.400E+03, 1.274E+02, 9.738E-01
 1.410E+03, 1.252E+02, 9.594E-01
 1.420E+03, 1.329E+02, 9.780E-01
 1.430E+03, 1.495E+02, 1.045E+00
 1.440E+03, 1.288E+02, 9.936E-01
 1.450E+03, 1.368E+02, 1.039E+00
 1.460E+03, 1.382E+02, 1.011E+00
 1.470E+03, 1.358E+02, 1.016E+00
 1.480E+03, 1.255E+02, 9.674E-01
 1.490E+03, 1.265E+02, 9.959E-01
 1.500E+03, 1.399E+02, 9.947E-01
 1.510E+03, 1.293E+02, 1.015E+00
 1.520E+03, 1.341E+02, 1.054E+00
 1.530E+03, 1.319E+02, 1.065E+00
 1.540E+03, 1.377E+02, 1.023E+00
 1.550E+03, 1.320E+02, 9.933E-01
 1.560E+03, 1.398E+02, 1.086E+00
 1.570E+03, 1.434E+02, 1.141E+00
 1.580E+03, 1.403E+02, 1.097E+00
 1.590E+03, 1.402E+02, 1.075E+00
 1.600E+03, 1.364E+02, 1.068E+00
 1.610E+03, 1.363E+02, 1.071E+00
 1.620E+03, 1.332E+02, 1.008E+00
 1.630E+03, 1.370E+02, 1.023E+00
 1.640E+03, 1.369E+02, 1.028E+00
 1.650E+03, 1.327E+02, 1.053E+00
 1.660E+03, 1.331E+02, 1.048E+00
 1.670E+03, 1.365E+02, 1.031E+00
 1.680E+03, 1.320E+02, 1.022E+00
 1.690E+03, 1.441E+02, 1.189E+00
 1.700E+03, 1.406E+02, 1.072E+00
 1.710E+03, 1.351E+02, 9.832E-01
 1.720E+03, 1.310E+02, 1.022E+00
 1.730E+03, 1.314E+02, 1.059E+00
 1.740E+03, 1.287E+02, 1.050E+00
 1.750E+03, 1.342E+02, 1.048E+00
 1.760E+03, 1.413E+02, 1.090E+00
 1.770E+03, 1.339E+02, 1.030E+00
 1.780E+03, 1.335E+02, 1.007E+00
 1.790E+03, 1.319E+02, 1.008E+00
 1.800E+03, 1.413E+02, 1.051E+00
