m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 2.425E+01, 2.000E-02, 1.361E+01,-7.789E-01
 6.860E-02, 2.500E+01, 6.865E-02, 1.312E+01,-7.904E-01
 1.172E-01, 2.690E+01, 1.173E-01, 1.306E+01,-7.862E-01
 1.658E-01, 2.799E+01, 1.659E-01, 1.306E+01,-7.841E-01
 2.144E-01, 2.910E+01, 2.146E-01, 1.307E+01,-7.787E-01
 2.630E-01, 3.044E+01, 2.632E-01, 1.308E+01,-7.737E-01
 3.116E-01, 3.200E+01, 3.119E-01, 1.308E+01,-7.645E-01
 3.602E-01, 3.360E+01, 3.605E-01, 1.309E+01,-7.446E-01
 4.088E-01, 3.540E+01, 4.092E-01, 1.310E+01,-7.373E-01
 4.574E-01, 3.693E+01, 4.578E-01, 1.310E+01,-7.248E-01
 5.060E-01, 3.854E+01, 5.065E-01, 1.310E+01,-7.107E-01
 5.547E-01, 4.025E+01, 5.551E-01, 1.310E+01,-6.950E-01
 6.033E-01, 4.206E+01, 6.038E-01, 1.310E+01,-6.722E-01
 6.519E-01, 4.510E+01, 6.524E-01, 1.311E+01,-6.508E-01
 7.005E-01, 4.960E+01, 7.011E-01, 1.312E+01,-6.201E-01
 7.491E-01, 5.547E+01, 7.497E-01, 1.313E+01,-5.866E-01
 7.977E-01, 6.129E+01, 7.984E-01, 1.320E+01,-5.639E-01
 8.463E-01, 6.738E+01, 8.470E-01, 1.373E+01,-5.264E-01
 8.949E-01, 7.462E+01, 8.957E-01, 1.603E+01,-4.662E-01
 9.435E-01, 8.015E+01, 9.443E-01, 2.340E+01,-3.623E-01
 9.921E-01, 8.619E+01, 9.930E-01, 3.663E+01,-1.572E-01
 1.041E+00, 9.155E+01, 1.042E+00, 5.336E+01, 1.941E-01
 1.089E+00, 9.566E+01, 1.090E+00, 7.023E+01, 5.399E-01
 1.138E+00, 9.946E+01, 1.139E+00, 8.341E+01, 7.940E-01
 1.187E+00, 1.032E+02, 1.188E+00, 8.907E+01, 8.384E-01
 1.235E+00, 1.058E+02, 1.236E+00, 9.163E+01, 8.562E-01
 1.284E+00, 1.072E+02, 1.285E+00, 9.371E+01, 9.108E-01
 1.332E+00, 1.088E+02, 1.334E+00, 9.681E+01, 9.733E-01
 1.381E+00, 1.088E+02, 1.382E+00, 1.003E+02, 1.045E+00
 1.430E+00, 1.089E+02, 1.431E+00, 1.025E+02, 1.135E+00
 1.478E+00, 1.094E+02, 1.479E+00, 1.037E+02, 1.207E+00
 1.527E+00, 1.101E+02, 1.528E+00, 1.048E+02, 1.309E+00
 1.575E+00, 1.109E+02, 1.577E+00, 1.064E+02, 1.422E+00
 1.624E+00, 1.120E+02, 1.625E+00, 1.079E+02, 1.549E+00
 1.673E+00, 1.128E+02, 1.674E+00, 1.089E+02, 1.667E+00
 1.721E+00, 1.130E+02, 1.723E+00, 1.096E+02, 1.836E+00
 1.770E+00, 1.130E+02, 1.771E+00, 1.099E+02, 1.949E+00
 1.818E+00, 1.132E+02, 1.820E+00, 1.094E+02, 1.393E+00
 1.867E+00, 1.133E+02,NaN,NaN,NaN
 1.916E+00, 1.134E+02,NaN,NaN,NaN
 1.964E+00, 1.138E+02,NaN,NaN,NaN
 2.013E+00, 1.141E+02,NaN,NaN,NaN
 2.061E+00, 1.142E+02,NaN,NaN,NaN
 2.110E+00, 1.126E+02,NaN,NaN,NaN
