m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 1.500E+01, 2.000E-02, 7.265E+00,-6.240E-01
 6.860E-02, 1.352E+01, 6.865E-02, 6.268E+00,-6.376E-01
 1.172E-01, 1.447E+01, 1.173E-01, 6.103E+00,-6.315E-01
 1.658E-01, 1.518E+01, 1.659E-01, 6.086E+00,-6.292E-01
 2.144E-01, 1.574E+01, 2.146E-01, 6.087E+00,-6.182E-01
 2.630E-01, 1.625E+01, 2.632E-01, 6.091E+00,-6.174E-01
 3.116E-01, 1.688E+01, 3.119E-01, 6.095E+00,-6.300E-01
 3.602E-01, 1.745E+01, 3.605E-01, 6.102E+00,-6.309E-01
 4.088E-01, 1.820E+01, 4.092E-01, 6.116E+00,-6.125E-01
 4.574E-01, 1.887E+01, 4.578E-01, 6.130E+00,-6.124E-01
 5.060E-01, 1.955E+01, 5.065E-01, 6.140E+00,-6.095E-01
 5.547E-01, 1.999E+01, 5.551E-01, 6.146E+00,-5.923E-01
 6.033E-01, 2.006E+01, 6.038E-01, 6.145E+00,-5.801E-01
 6.519E-01, 2.105E+01, 6.524E-01, 6.141E+00,-5.651E-01
 7.005E-01, 2.286E+01, 7.011E-01, 6.139E+00,-5.394E-01
 7.491E-01, 2.596E+01, 7.497E-01, 6.140E+00,-5.277E-01
 7.977E-01, 3.072E+01, 7.984E-01, 6.141E+00,-5.087E-01
 8.463E-01, 3.775E+01, 8.470E-01, 6.145E+00,-4.903E-01
 8.949E-01, 4.625E+01, 8.957E-01, 6.179E+00,-4.695E-01
 9.435E-01, 5.457E+01, 9.443E-01, 7.369E+00,-4.288E-01
 9.921E-01, 6.240E+01, 9.930E-01, 1.428E+01,-3.115E-01
 1.041E+00, 7.232E+01, 1.042E+00, 2.588E+01,-8.083E-02
 1.089E+00, 8.520E+01, 1.090E+00, 3.358E+01, 1.529E-02
 1.138E+00, 9.687E+01, 1.139E+00, 4.569E+01, 3.760E-01
 1.187E+00, 1.063E+02, 1.188E+00, 5.810E+01, 5.849E-01
 1.235E+00, 1.108E+02, 1.236E+00, 7.078E+01, 7.187E-01
 1.284E+00, 1.124E+02, 1.285E+00, 8.386E+01, 8.414E-01
 1.332E+00, 1.137E+02, 1.334E+00, 9.234E+01, 9.501E-01
 1.381E+00, 1.147E+02, 1.382E+00, 9.690E+01, 1.025E+00
 1.430E+00, 1.156E+02, 1.431E+00, 1.009E+02, 1.088E+00
 1.478E+00, 1.164E+02, 1.479E+00, 1.042E+02, 1.189E+00
 1.527E+00, 1.170E+02, 1.528E+00, 1.064E+02, 1.291E+00
 1.575E+00, 1.173E+02, 1.577E+00, 1.069E+02, 1.400E+00
 1.624E+00, 1.173E+02, 1.625E+00, 1.073E+02, 1.516E+00
 1.673E+00, 1.176E+02, 1.674E+00, 1.095E+02, 1.649E+00
 1.721E+00, 1.177E+02, 1.723E+00, 1.120E+02, 1.847E+00
 1.770E+00, 1.178E+02, 1.771E+00, 1.159E+02, 1.971E+00
 1.818E+00, 1.181E+02, 1.820E+00, 1.177E+02, 1.315E+00
 1.867E+00, 1.187E+02,NaN,NaN,NaN
 1.916E+00, 1.192E+02,NaN,NaN,NaN
 1.964E+00, 1.193E+02,NaN,NaN,NaN
 2.013E+00, 1.198E+02,NaN,NaN,NaN
 2.061E+00, 1.202E+02,NaN,NaN,NaN
 2.110E+00, 1.186E+02,NaN,NaN,NaN
