m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 8.325E+01, 2.000E-02, 2.300E+01, 0.000E+00
 6.860E-02, 8.376E+01, 6.865E-02, 2.300E+01, 0.000E+00
 1.172E-01, 8.499E+01, 1.173E-01, 2.300E+01, 0.000E+00
 1.658E-01, 8.639E+01, 1.659E-01, 2.300E+01, 0.000E+00
 2.144E-01, 8.894E+01, 2.146E-01, 2.300E+01, 0.000E+00
 2.630E-01, 9.375E+01, 2.632E-01, 2.300E+01, 0.000E+00
 3.116E-01, 9.879E+01, 3.119E-01, 2.300E+01, 0.000E+00
 3.602E-01, 1.027E+02, 3.605E-01, 2.300E+01, 0.000E+00
 4.088E-01, 1.087E+02, 4.092E-01, 2.300E+01, 0.000E+00
 4.574E-01, 1.160E+02, 4.578E-01, 2.300E+01, 0.000E+00
 5.060E-01, 1.222E+02, 5.065E-01, 2.300E+01, 0.000E+00
 5.547E-01, 1.280E+02, 5.551E-01, 2.300E+01, 0.000E+00
 6.033E-01, 1.347E+02, 6.038E-01, 2.300E+01, 0.000E+00
 6.519E-01, 1.400E+02, 6.524E-01, 2.300E+01, 0.000E+00
 7.005E-01, 1.445E+02, 7.011E-01, 2.300E+01, 0.000E+00
 7.491E-01, 1.517E+02, 7.497E-01, 2.300E+01, 0.000E+00
 7.977E-01, 1.612E+02, 7.984E-01, 2.300E+01, 0.000E+00
 8.463E-01, 1.688E+02, 8.470E-01, 2.300E+01, 0.000E+00
 8.949E-01, 1.718E+02, 8.957E-01, 2.300E+01, 0.000E+00
 9.435E-01, 1.741E+02, 9.443E-01, 2.332E+01,-1.096E+00
 9.921E-01, 1.761E+02, 9.930E-01, 2.319E+01,-1.185E+00
 1.041E+00, 1.777E+02, 1.042E+00, 2.321E+01,-9.745E-01
 1.089E+00, 1.791E+02, 1.090E+00, 2.324E+01,-8.173E-01
 1.138E+00, 1.804E+02, 1.139E+00, 2.327E+01,-7.244E-01
 1.187E+00, 1.809E+02, 1.188E+00, 2.338E+01,-6.518E-01
 1.235E+00, 1.814E+02, 1.236E+00, 2.567E+01,-5.611E-01
 1.284E+00, 1.813E+02, 1.285E+00, 3.915E+01,-4.019E-01
 1.332E+00, 1.814E+02, 1.334E+00, 6.801E+01,-1.005E-01
 1.381E+00, 1.817E+02, 1.382E+00, 9.506E+01, 2.133E-01
 1.430E+00, 1.821E+02, 1.431E+00, 1.156E+02, 6.251E-01
 1.478E+00, 1.825E+02, 1.479E+00, 1.433E+02, 1.011E+00
 1.527E+00, 1.829E+02, 1.528E+00, 1.646E+02, 1.177E+00
 1.575E+00, 1.832E+02, 1.577E+00, 1.724E+02, 1.246E+00
 1.624E+00, 1.835E+02, 1.625E+00, 1.744E+02, 1.381E+00
 1.673E+00, 1.837E+02, 1.674E+00, 1.756E+02, 1.475E+00
 1.721E+00, 1.837E+02, 1.723E+00, 1.772E+02, 1.614E+00
 1.770E+00, 1.840E+02, 1.771E+00, 1.793E+02, 1.816E+00
 1.818E+00, 1.844E+02, 1.820E+00, 1.798E+02, 1.540E+00
 1.867E+00, 1.847E+02,NaN,NaN,NaN
 1.916E+00, 1.851E+02,NaN,NaN,NaN
 1.964E+00, 1.855E+02,NaN,NaN,NaN
 2.013E+00, 1.854E+02,NaN,NaN,NaN
 2.061E+00, 1.849E+02,NaN,NaN,NaN
 2.110E+00, 1.820E+02,NaN,NaN,NaN
