m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 1.770E+01, 2.000E-02, 7.252E+00,-5.527E-01
 6.860E-02, 1.457E+01, 6.865E-02, 6.224E+00,-5.595E-01
 1.172E-01, 1.387E+01, 1.173E-01, 6.091E+00,-5.554E-01
 1.658E-01, 1.367E+01, 1.659E-01, 6.087E+00,-5.584E-01
 2.144E-01, 1.379E+01, 2.146E-01, 6.090E+00,-5.537E-01
 2.630E-01, 1.413E+01, 2.632E-01, 6.090E+00,-5.451E-01
 3.116E-01, 1.451E+01, 3.119E-01, 6.087E+00,-5.333E-01
 3.602E-01, 1.485E+01, 3.605E-01, 6.085E+00,-5.276E-01
 4.088E-01, 1.515E+01, 4.092E-01, 6.084E+00,-5.205E-01
 4.574E-01, 1.545E+01, 4.578E-01, 6.085E+00,-5.055E-01
 5.060E-01, 1.571E+01, 5.065E-01, 6.091E+00,-4.926E-01
 5.547E-01, 1.621E+01, 5.551E-01, 6.102E+00,-4.828E-01
 6.033E-01, 1.683E+01, 6.038E-01, 6.115E+00,-4.621E-01
 6.519E-01, 1.762E+01, 6.524E-01, 6.130E+00,-4.483E-01
 7.005E-01, 1.847E+01, 7.011E-01, 6.141E+00,-4.324E-01
 7.491E-01, 1.920E+01, 7.497E-01, 6.147E+00,-4.155E-01
 7.977E-01, 1.995E+01, 7.984E-01, 6.149E+00,-3.995E-01
 8.463E-01, 2.101E+01, 8.470E-01, 6.153E+00,-3.803E-01
 8.949E-01, 2.229E+01, 8.957E-01, 6.163E+00,-3.538E-01
 9.435E-01, 2.386E+01, 9.443E-01, 6.209E+00,-3.346E-01
 9.921E-01, 2.647E+01, 9.930E-01, 6.735E+00,-3.051E-01
 1.041E+00, 3.071E+01, 1.042E+00, 9.138E+00,-2.299E-01
 1.089E+00, 3.739E+01, 1.090E+00, 1.470E+01,-6.567E-02
 1.138E+00, 4.687E+01, 1.139E+00, 1.926E+01,-6.555E-02
 1.187E+00, 5.894E+01, 1.188E+00, 2.708E+01, 2.486E-01
 1.235E+00, 7.333E+01, 1.236E+00, 3.674E+01, 4.720E-01
 1.284E+00, 9.046E+01, 1.285E+00, 5.027E+01, 6.556E-01
 1.332E+00, 1.091E+02, 1.334E+00, 6.907E+01, 9.212E-01
 1.381E+00, 1.238E+02, 1.382E+00, 8.757E+01, 1.126E+00
 1.430E+00, 1.324E+02, 1.431E+00, 1.040E+02, 1.207E+00
 1.478E+00, 1.381E+02, 1.479E+00, 1.123E+02, 1.201E+00
 1.527E+00, 1.420E+02, 1.528E+00, 1.156E+02, 1.285E+00
 1.575E+00, 1.437E+02, 1.577E+00, 1.166E+02, 1.361E+00
 1.624E+00, 1.443E+02, 1.625E+00, 1.211E+02, 1.462E+00
 1.673E+00, 1.447E+02, 1.674E+00, 1.297E+02, 1.609E+00
 1.721E+00, 1.448E+02, 1.723E+00, 1.362E+02, 1.807E+00
 1.770E+00, 1.447E+02, 1.771E+00, 1.427E+02, 2.026E+00
 1.818E+00, 1.449E+02, 1.820E+00, 1.461E+02, 1.471E+00
 1.867E+00, 1.452E+02,NaN,NaN,NaN
 1.916E+00, 1.456E+02,NaN,NaN,NaN
 1.964E+00, 1.464E+02,NaN,NaN,NaN
 2.013E+00, 1.469E+02,NaN,NaN,NaN
 2.061E+00, 1.469E+02,NaN,NaN,NaN
 2.110E+00, 1.446E+02,NaN,NaN,NaN
