m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.693E+01, 2.000E-02, 2.939E+01,-6.562E-01
 6.860E-02, 3.701E+01, 6.865E-02, 2.910E+01,-6.620E-01
 1.172E-01, 3.772E+01, 1.173E-01, 2.907E+01,-6.563E-01
 1.658E-01, 3.841E+01, 1.659E-01, 2.908E+01,-6.589E-01
 2.144E-01, 3.909E+01, 2.146E-01, 2.909E+01,-6.501E-01
 2.630E-01, 3.987E+01, 2.632E-01, 2.911E+01,-6.458E-01
 3.116E-01, 4.079E+01, 3.119E-01, 2.912E+01,-6.454E-01
 3.602E-01, 4.184E+01, 3.605E-01, 2.912E+01,-6.386E-01
 4.088E-01, 4.265E+01, 4.092E-01, 2.912E+01,-6.233E-01
 4.574E-01, 4.383E+01, 4.578E-01, 2.912E+01,-6.086E-01
 5.060E-01, 4.573E+01, 5.065E-01, 2.911E+01,-5.982E-01
 5.547E-01, 4.812E+01, 5.551E-01, 2.912E+01,-5.800E-01
 6.033E-01, 5.065E+01, 6.038E-01, 2.912E+01,-5.684E-01
 6.519E-01, 5.329E+01, 6.524E-01, 2.913E+01,-5.525E-01
 7.005E-01, 5.663E+01, 7.011E-01, 2.914E+01,-5.291E-01
 7.491E-01, 6.082E+01, 7.497E-01, 2.916E+01,-5.004E-01
 7.977E-01, 6.511E+01, 7.984E-01, 2.921E+01,-4.759E-01
 8.463E-01, 6.941E+01, 8.470E-01, 3.014E+01,-4.532E-01
 8.949E-01, 7.241E+01, 8.957E-01, 3.543E+01,-3.922E-01
 9.435E-01, 7.496E+01, 9.443E-01, 4.523E+01,-1.931E-01
 9.921E-01, 7.750E+01, 9.930E-01, 5.395E+01, 2.228E-02
 1.041E+00, 7.977E+01, 1.042E+00, 6.307E+01, 2.213E-01
 1.089E+00, 8.181E+01, 1.090E+00, 6.957E+01, 4.437E-01
 1.138E+00, 8.330E+01, 1.139E+00, 7.554E+01, 6.040E-01
 1.187E+00, 8.431E+01, 1.188E+00, 7.871E+01, 6.532E-01
 1.235E+00, 8.502E+01, 1.236E+00, 7.964E+01, 6.749E-01
 1.284E+00, 8.557E+01, 1.285E+00, 8.054E+01, 7.070E-01
 1.332E+00, 8.604E+01, 1.334E+00, 8.202E+01, 7.517E-01
 1.381E+00, 8.630E+01, 1.382E+00, 8.318E+01, 8.214E-01
 1.430E+00, 8.654E+01, 1.431E+00, 8.398E+01, 8.589E-01
 1.478E+00, 8.681E+01, 1.479E+00, 8.455E+01, 8.944E-01
 1.527E+00, 8.724E+01, 1.528E+00, 8.493E+01, 9.628E-01
 1.575E+00, 8.763E+01, 1.577E+00, 8.514E+01, 1.036E+00
 1.624E+00, 8.777E+01, 1.625E+00, 8.547E+01, 1.123E+00
 1.673E+00, 8.809E+01, 1.674E+00, 8.605E+01, 1.243E+00
 1.721E+00, 8.829E+01, 1.723E+00, 8.675E+01, 1.409E+00
 1.770E+00, 8.828E+01, 1.771E+00, 8.768E+01, 1.528E+00
 1.818E+00, 8.854E+01, 1.820E+00, 8.788E+01, 1.111E+00
 1.867E+00, 8.875E+01,NaN,NaN,NaN
 1.916E+00, 8.877E+01,NaN,NaN,NaN
 1.964E+00, 8.886E+01,NaN,NaN,NaN
 2.013E+00, 8.895E+01,NaN,NaN,NaN
 2.061E+00, 8.902E+01,NaN,NaN,NaN
 2.110E+00, 8.798E+01,NaN,NaN,NaN
