s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 6.000E+00, 2.130E+00
 1.001E+01, 6.003E+00, 1.508E+00
 2.001E+01, 6.027E+00, 1.523E-01
 3.005E+01, 3.339E+01, 1.984E+00
 4.004E+01, 3.618E+01, 1.432E+00
 5.006E+01, 3.414E+01, 9.891E-01
 6.002E+01, 4.243E+01, 1.009E+00
 7.002E+01, 5.436E+01, 1.231E+00
 8.000E+01, 6.257E+01, 1.404E+00
 9.001E+01, 6.456E+01, 1.374E+00
 1.000E+02, 6.841E+01, 1.362E+00
 1.101E+02, 7.083E+01, 1.289E+00
 1.200E+02, 7.212E+01, 1.241E+00
 1.300E+02, 7.529E+01, 1.222E+00
 1.400E+02, 7.388E+01, 1.158E+00
 1.501E+02, 6.892E+01, 1.135E+00
 1.600E+02, 7.595E+01, 1.103E+00
 1.700E+02, 8.535E+01, 1.084E+00
 1.800E+02, 8.766E+01, 1.141E+00
 1.900E+02, 8.839E+01, 1.204E+00
 2.000E+02, 8.668E+01, 1.100E+00
 2.100E+02, 9.214E+01, 1.069E+00
 2.200E+02, 9.221E+01, 1.103E+00
 2.300E+02, 9.678E+01, 1.037E+00
 2.401E+02, 9.154E+01, 1.006E+00
 2.500E+02, 8.148E+01, 1.056E+00
 2.600E+02, 8.442E+01, 1.009E+00
 2.701E+02, 9.227E+01, 9.566E-01
 2.800E+02, 9.525E+01, 9.666E-01
 2.900E+02, 9.759E+01, 1.008E+00
 3.001E+02, 9.429E+01, 1.072E+00
 3.100E+02, 9.608E+01, 1.005E+00
 3.201E+02, 1.016E+02, 9.607E-01
 3.300E+02, 1.008E+02, 9.979E-01
 3.401E+02, 9.953E+01, 9.835E-01
 3.500E+02, 9.603E+01, 9.871E-01
 3.600E+02, 1.026E+02, 9.974E-01
 3.701E+02, 1.042E+02, 1.003E+00
 3.801E+02, 1.044E+02, 9.539E-01
 3.900E+02, 1.080E+02, 9.098E-01
 4.000E+02, 1.055E+02, 1.038E+00
 4.100E+02, 1.014E+02, 1.052E+00
 4.200E+02, 1.036E+02, 1.004E+00
 4.300E+02, 1.050E+02, 9.487E-01
 4.400E+02, 1.039E+02, 9.052E-01
 4.500E+02, 1.073E+02, 9.430E-01
 4.601E+02, 1.082E+02, 1.092E+00
 4.701E+02, 1.080E+02, 1.131E+00
 4.800E+02, 1.057E+02, 9.716E-01
 4.900E+02, 1.020E+02, 9.316E-01
 5.000E+02, 1.113E+02, 1.019E+00
 5.100E+02, 1.132E+02, 9.735E-01
 5.200E+02, 1.089E+02, 9.902E-01
 5.300E+02, 1.164E+02, 1.017E+00
 5.400E+02, 1.059E+02, 1.019E+00
 5.500E+02, 1.082E+02, 9.768E-01
 5.600E+02, 1.138E+02, 8.927E-01
 5.700E+02, 1.093E+02, 1.002E+00
 5.800E+02, 1.123E+02, 1.050E+00
 5.900E+02, 1.149E+02, 1.085E+00
 6.000E+02, 1.164E+02, 1.014E+00
 6.101E+02, 1.098E+02, 9.744E-01
 6.200E+02, 1.079E+02, 9.557E-01
 6.300E+02, 1.121E+02, 9.431E-01
 6.400E+02, 1.140E+02, 1.008E+00
 6.501E+02, 1.202E+02, 1.060E+00
 6.600E+02, 1.130E+02, 9.913E-01
 6.701E+02, 1.147E+02, 9.762E-01
 6.801E+02, 1.184E+02, 9.264E-01
 6.900E+02, 1.158E+02, 1.020E+00
 7.000E+02, 1.108E+02, 1.025E+00
 7.100E+02, 1.136E+02, 9.906E-01
 7.201E+02, 1.094E+02, 9.557E-01
 7.300E+02, 1.082E+02, 9.960E-01
 7.401E+02, 1.101E+02, 9.790E-01
 7.501E+02, 1.102E+02, 9.373E-01
 7.600E+02, 1.104E+02, 9.917E-01
 7.700E+02, 1.143E+02, 9.919E-01
 7.800E+02, 1.163E+02, 1.004E+00
 7.900E+02, 1.112E+02, 1.031E+00
 8.000E+02, 1.120E+02, 9.911E-01
 8.101E+02, 1.105E+02, 9.444E-01
 8.200E+02, 1.142E+02, 9.060E-01
 8.300E+02, 1.122E+02, 9.309E-01
 8.401E+02, 1.182E+02, 1.019E+00
 8.500E+02, 1.159E+02, 1.009E+00
 8.600E+02, 1.149E+02, 9.617E-01
 8.700E+02, 1.130E+02, 9.262E-01
 8.800E+02, 1.169E+02, 1.017E+00
 8.900E+02, 1.117E+02, 1.003E+00
 9.000E+02, 1.136E+02, 1.001E+00
 9.100E+02, 1.168E+02, 9.165E-01
 9.200E+02, 1.132E+02, 9.792E-01
 9.300E+02, 1.168E+02, 1.032E+00
 9.401E+02, 1.148E+02, 9.684E-01
 9.500E+02, 1.187E+02, 9.673E-01
 9.600E+02, 1.131E+02, 1.010E+00
 9.701E+02, 1.134E+02, 9.619E-01
 9.800E+02, 1.141E+02, 9.339E-01
 9.900E+02, 1.174E+02, 9.880E-01
 1.000E+03, 1.176E+02, 1.017E+00
 1.010E+03, 1.180E+02, 1.009E+00
 1.020E+03, 1.142E+02, 1.044E+00
 1.030E+03, 1.125E+02, 9.713E-01
 1.040E+03, 1.116E+02, 9.859E-01
 1.050E+03, 1.166E+02, 9.249E-01
 1.060E+03, 1.182E+02, 9.699E-01
 1.070E+03, 1.182E+02, 1.021E+00
 1.080E+03, 1.194E+02, 1.066E+00
 1.090E+03, 1.191E+02, 1.043E+00
 1.100E+03, 1.118E+02, 9.899E-01
 1.110E+03, 1.134E+02, 9.545E-01
 1.120E+03, 1.166E+02, 9.410E-01
 1.130E+03, 1.177E+02, 9.976E-01
 1.140E+03, 1.134E+02, 9.718E-01
 1.150E+03, 1.132E+02, 1.020E+00
 1.160E+03, 1.174E+02, 9.309E-01
 1.170E+03, 1.206E+02, 9.275E-01
 1.180E+03, 1.174E+02, 1.051E+00
 1.190E+03, 1.190E+02, 1.050E+00
 1.200E+03, 1.155E+02, 9.587E-01
 1.210E+03, 1.071E+02, 9.876E-01
 1.220E+03, 1.098E+02, 1.032E+00
 1.230E+03, 1.175E+02, 9.739E-01
 1.240E+03, 1.181E+02, 9.359E-01
 1.250E+03, 1.179E+02, 1.053E+00
 1.260E+03, 1.239E+02, 1.197E+00
 1.270E+03, 1.148E+02, 9.966E-01
 1.280E+03, 1.132E+02, 9.140E-01
 1.290E+03, 1.155E+02, 9.244E-01
 1.300E+03, 1.215E+02, 1.014E+00
 1.310E+03, 1.174E+02, 1.116E+00
 1.320E+03, 1.187E+02, 1.132E+00
 1.330E+03, 1.174E+02, 1.115E+00
 1.340E+03, 1.145E+02, 9.444E-01
 1.350E+03, 1.117E+02, 1.011E+00
 1.360E+03, 1.112E+02, 9.809E-01
 1.370E+03, 1.118E+02, 9.435E-01
 1.380E+03, 1.203E+02, 1.022E+00
 1.390E+03, 1.117E+02, 9.768E-01
 1.400E+03, 1.173E+02, 9.334E-01
 1.410E+03, 1.139E+02, 9.919E-01
 1.420E+03, 1.176E+02, 1.051E+00
