m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 2.644E+01, 2.000E-02, 1.909E+01,-5.931E-01
 6.860E-02, 2.674E+01, 6.865E-02, 1.823E+01,-6.003E-01
 1.172E-01, 2.781E+01, 1.173E-01, 1.811E+01,-6.001E-01
 1.658E-01, 2.895E+01, 1.659E-01, 1.810E+01,-5.957E-01
 2.144E-01, 2.987E+01, 2.146E-01, 1.811E+01,-5.914E-01
 2.630E-01, 3.074E+01, 2.632E-01, 1.811E+01,-5.949E-01
 3.116E-01, 3.150E+01, 3.119E-01, 1.812E+01,-5.955E-01
 3.602E-01, 3.194E+01, 3.605E-01, 1.814E+01,-5.825E-01
 4.088E-01, 3.243E+01, 4.092E-01, 1.815E+01,-5.722E-01
 4.574E-01, 3.306E+01, 4.578E-01, 1.817E+01,-5.584E-01
 5.060E-01, 3.343E+01, 5.065E-01, 1.818E+01,-5.347E-01
 5.547E-01, 3.389E+01, 5.551E-01, 1.818E+01,-5.223E-01
 6.033E-01, 3.520E+01, 6.038E-01, 1.819E+01,-5.102E-01
 6.519E-01, 3.655E+01, 6.524E-01, 1.820E+01,-4.978E-01
 7.005E-01, 3.735E+01, 7.011E-01, 1.821E+01,-4.746E-01
 7.491E-01, 3.761E+01, 7.497E-01, 1.822E+01,-4.478E-01
 7.977E-01, 3.814E+01, 7.984E-01, 1.823E+01,-4.295E-01
 8.463E-01, 3.867E+01, 8.470E-01, 1.824E+01,-3.801E-01
 8.949E-01, 3.912E+01, 8.957E-01, 1.829E+01,-3.438E-01
 9.435E-01, 3.994E+01, 9.443E-01, 1.897E+01,-3.149E-01
 9.921E-01, 4.162E+01, 9.930E-01, 2.120E+01,-2.674E-01
 1.041E+00, 4.644E+01, 1.042E+00, 2.574E+01,-1.527E-01
 1.089E+00, 5.480E+01, 1.090E+00, 3.254E+01, 5.924E-02
 1.138E+00, 6.957E+01, 1.139E+00, 4.170E+01, 2.647E-01
 1.187E+00, 8.623E+01, 1.188E+00, 5.616E+01, 4.808E-01
 1.235E+00, 9.853E+01, 1.236E+00, 7.489E+01, 6.273E-01
 1.284E+00, 1.118E+02, 1.285E+00, 9.279E+01, 7.726E-01
 1.332E+00, 1.206E+02, 1.334E+00, 1.066E+02, 8.699E-01
 1.381E+00, 1.277E+02, 1.382E+00, 1.171E+02, 9.414E-01
 1.430E+00, 1.333E+02, 1.431E+00, 1.234E+02, 1.006E+00
 1.478E+00, 1.372E+02, 1.479E+00, 1.257E+02, 1.125E+00
 1.527E+00, 1.434E+02, 1.528E+00, 1.287E+02, 1.221E+00
 1.575E+00, 1.492E+02, 1.577E+00, 1.342E+02, 1.341E+00
 1.624E+00, 1.547E+02, 1.625E+00, 1.390E+02, 1.476E+00
 1.673E+00, 1.583E+02, 1.674E+00, 1.428E+02, 1.600E+00
 1.721E+00, 1.600E+02, 1.723E+00, 1.460E+02, 1.738E+00
 1.770E+00, 1.605E+02, 1.771E+00, 1.491E+02, 1.919E+00
 1.818E+00, 1.613E+02, 1.820E+00, 1.511E+02, 1.675E+00
 1.867E+00, 1.624E+02,NaN,NaN,NaN
 1.916E+00, 1.637E+02,NaN,NaN,NaN
 1.964E+00, 1.646E+02,NaN,NaN,NaN
 2.013E+00, 1.650E+02,NaN,NaN,NaN
 2.061E+00, 1.644E+02,NaN,NaN,NaN
 2.110E+00, 1.622E+02,NaN,NaN,NaN
