m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 1.471E+01, 2.000E-02, 7.094E+00,-5.503E-01
 6.860E-02, 1.271E+01, 6.865E-02, 6.168E+00,-5.601E-01
 1.172E-01, 1.248E+01, 1.173E-01, 6.075E+00,-5.573E-01
 1.658E-01, 1.256E+01, 1.659E-01, 6.072E+00,-5.587E-01
 2.144E-01, 1.275E+01, 2.146E-01, 6.075E+00,-5.540E-01
 2.630E-01, 1.306E+01, 2.632E-01, 6.076E+00,-5.469E-01
 3.116E-01, 1.359E+01, 3.119E-01, 6.076E+00,-5.367E-01
 3.602E-01, 1.408E+01, 3.605E-01, 6.078E+00,-5.289E-01
 4.088E-01, 1.440E+01, 4.092E-01, 6.081E+00,-5.192E-01
 4.574E-01, 1.465E+01, 4.578E-01, 6.085E+00,-5.127E-01
 5.060E-01, 1.489E+01, 5.065E-01, 6.090E+00,-4.951E-01
 5.547E-01, 1.511E+01, 5.551E-01, 6.093E+00,-4.887E-01
 6.033E-01, 1.527E+01, 6.038E-01, 6.095E+00,-4.801E-01
 6.519E-01, 1.553E+01, 6.524E-01, 6.098E+00,-4.637E-01
 7.005E-01, 1.613E+01, 7.011E-01, 6.102E+00,-4.546E-01
 7.491E-01, 1.686E+01, 7.497E-01, 6.108E+00,-4.307E-01
 7.977E-01, 1.767E+01, 7.984E-01, 6.112E+00,-4.200E-01
 8.463E-01, 1.887E+01, 8.470E-01, 6.114E+00,-4.157E-01
 8.949E-01, 1.989E+01, 8.957E-01, 6.137E+00,-3.919E-01
 9.435E-01, 2.122E+01, 9.443E-01, 6.460E+00,-3.679E-01
 9.921E-01, 2.480E+01, 9.930E-01, 8.258E+00,-3.155E-01
 1.041E+00, 3.184E+01, 1.042E+00, 1.169E+01,-2.174E-01
 1.089E+00, 4.077E+01, 1.090E+00, 1.616E+01,-1.145E-01
 1.138E+00, 5.124E+01, 1.139E+00, 2.372E+01, 3.190E-02
 1.187E+00, 6.364E+01, 1.188E+00, 3.459E+01, 2.316E-01
 1.235E+00, 7.698E+01, 1.236E+00, 5.183E+01, 5.698E-01
 1.284E+00, 9.112E+01, 1.285E+00, 6.671E+01, 7.670E-01
 1.332E+00, 1.055E+02, 1.334E+00, 7.845E+01, 8.592E-01
 1.381E+00, 1.185E+02, 1.382E+00, 8.869E+01, 9.351E-01
 1.430E+00, 1.284E+02, 1.431E+00, 9.880E+01, 1.030E+00
 1.478E+00, 1.347E+02, 1.479E+00, 1.077E+02, 1.118E+00
 1.527E+00, 1.382E+02, 1.528E+00, 1.154E+02, 1.215E+00
 1.575E+00, 1.401E+02, 1.577E+00, 1.218E+02, 1.296E+00
 1.624E+00, 1.407E+02, 1.625E+00, 1.260E+02, 1.415E+00
 1.673E+00, 1.408E+02, 1.674E+00, 1.293E+02, 1.586E+00
 1.721E+00, 1.410E+02, 1.723E+00, 1.325E+02, 1.834E+00
 1.770E+00, 1.410E+02, 1.771E+00, 1.360E+02, 2.055E+00
 1.818E+00, 1.414E+02, 1.820E+00, 1.384E+02, 1.782E+00
 1.867E+00, 1.424E+02,NaN,NaN,NaN
 1.916E+00, 1.436E+02,NaN,NaN,NaN
 1.964E+00, 1.442E+02,NaN,NaN,NaN
 2.013E+00, 1.446E+02,NaN,NaN,NaN
 2.061E+00, 1.444E+02,NaN,NaN,NaN
 2.110E+00, 1.413E+02,NaN,NaN,NaN
