m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 4.436E+01, 2.000E-02, 2.566E+01,-1.149E+00
 6.860E-02, 4.609E+01, 6.865E-02, 2.518E+01,-1.148E+00
 1.172E-01, 4.868E+01, 1.173E-01, 2.512E+01,-1.135E+00
 1.658E-01, 5.123E+01, 1.659E-01, 2.512E+01,-1.116E+00
 2.144E-01, 5.454E+01, 2.146E-01, 2.513E+01,-1.100E+00
 2.630E-01, 5.774E+01, 2.632E-01, 2.514E+01,-1.077E+00
 3.116E-01, 6.095E+01, 3.119E-01, 2.515E+01,-1.054E+00
 3.602E-01, 6.478E+01, 3.605E-01, 2.516E+01,-1.032E+00
 4.088E-01, 6.992E+01, 4.092E-01, 2.516E+01,-9.940E-01
 4.574E-01, 7.428E+01, 4.578E-01, 2.517E+01,-9.538E-01
 5.060E-01, 7.794E+01, 5.065E-01, 2.517E+01,-9.149E-01
 5.547E-01, 8.220E+01, 5.551E-01, 2.518E+01,-8.755E-01
 6.033E-01, 8.759E+01, 6.038E-01, 2.520E+01,-8.282E-01
 6.519E-01, 9.432E+01, 6.524E-01, 2.521E+01,-7.803E-01
 7.005E-01, 1.041E+02, 7.011E-01, 2.523E+01,-7.242E-01
 7.491E-01, 1.153E+02, 7.497E-01, 2.526E+01,-6.644E-01
 7.977E-01, 1.253E+02, 7.984E-01, 2.568E+01,-6.066E-01
 8.463E-01, 1.316E+02, 8.470E-01, 3.018E+01,-5.479E-01
 8.949E-01, 1.348E+02, 8.957E-01, 4.587E+01,-3.758E-01
 9.435E-01, 1.363E+02, 9.443E-01, 7.577E+01,-4.822E-02
 9.921E-01, 1.375E+02, 9.930E-01, 1.055E+02, 3.569E-01
 1.041E+00, 1.387E+02, 1.042E+00, 1.252E+02, 8.021E-01
 1.089E+00, 1.402E+02, 1.090E+00, 1.343E+02, 9.252E-01
 1.138E+00, 1.418E+02, 1.139E+00, 1.376E+02, 1.009E+00
 1.187E+00, 1.449E+02, 1.188E+00, 1.391E+02, 1.102E+00
 1.235E+00, 1.467E+02, 1.236E+00, 1.406E+02, 1.195E+00
 1.284E+00, 1.485E+02, 1.285E+00, 1.420E+02, 1.300E+00
 1.332E+00, 1.502E+02, 1.334E+00, 1.427E+02, 1.384E+00
 1.381E+00, 1.513E+02, 1.382E+00, 1.434E+02, 1.472E+00
 1.430E+00, 1.521E+02, 1.431E+00, 1.447E+02, 1.542E+00
 1.478E+00, 1.526E+02, 1.479E+00, 1.470E+02, 1.633E+00
 1.527E+00, 1.529E+02, 1.528E+00, 1.489E+02, 1.738E+00
 1.575E+00, 1.531E+02, 1.577E+00, 1.501E+02, 1.858E+00
 1.624E+00, 1.536E+02, 1.625E+00, 1.507E+02, 1.990E+00
 1.673E+00, 1.541E+02, 1.674E+00, 1.517E+02, 2.155E+00
 1.721E+00, 1.544E+02, 1.723E+00, 1.529E+02, 2.360E+00
 1.770E+00, 1.547E+02, 1.771E+00, 1.536E+02, 2.433E+00
 1.818E+00, 1.548E+02, 1.820E+00, 1.535E+02, 1.829E+00
 1.867E+00, 1.550E+02,NaN,NaN,NaN
 1.916E+00, 1.552E+02,NaN,NaN,NaN
 1.964E+00, 1.555E+02,NaN,NaN,NaN
 2.013E+00, 1.561E+02,NaN,NaN,NaN
 2.061E+00, 1.564E+02,NaN,NaN,NaN
 2.110E+00, 1.537E+02,NaN,NaN,NaN
