s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 2.900E+01, 1.888E+00
 1.002E+01, 2.901E+01, 1.287E+00
 2.000E+01, 5.059E+01, 4.719E-01
 3.001E+01, 1.507E+02, 1.468E+00
 4.001E+01, 9.988E+01, 9.956E-01
 5.001E+01, 1.340E+02, 1.164E+00
 6.001E+01, 1.376E+02, 1.369E+00
 7.000E+01, 1.454E+02, 1.229E+00
 8.001E+01, 1.447E+02, 1.182E+00
 9.005E+01, 1.613E+02, 1.039E+00
 1.000E+02, 1.592E+02, 1.073E+00
 1.100E+02, 1.667E+02, 9.494E-01
 1.200E+02, 1.688E+02, 1.026E+00
 1.300E+02, 1.878E+02, 1.004E+00
 1.400E+02, 1.874E+02, 9.843E-01
 1.500E+02, 1.959E+02, 9.204E-01
 1.600E+02, 1.936E+02, 9.681E-01
 1.701E+02, 1.926E+02, 8.921E-01
 1.800E+02, 1.927E+02, 1.009E+00
 1.900E+02, 1.853E+02, 8.499E-01
 2.000E+02, 1.823E+02, 7.961E-01
 2.100E+02, 1.844E+02, 8.623E-01
 2.200E+02, 1.764E+02, 7.228E-01
 2.301E+02, 1.773E+02, 6.471E-01
 2.400E+02, 1.714E+02, 6.542E-01
 2.500E+02, 1.711E+02, 6.977E-01
 2.600E+02, 1.776E+02, 5.977E-01
 2.700E+02, 1.839E+02, 5.267E-01
 2.800E+02, 1.822E+02, 6.705E-01
 2.900E+02, 1.793E+02, 6.470E-01
 3.000E+02, 1.864E+02, 5.963E-01
 3.100E+02, 1.920E+02, 6.070E-01
 3.200E+02, 1.854E+02, 6.303E-01
 3.300E+02, 1.907E+02, 6.061E-01
 3.400E+02, 2.024E+02, 5.420E-01
 3.500E+02, 2.021E+02, 6.338E-01
 3.600E+02, 2.038E+02, 6.654E-01
 3.700E+02, 1.988E+02, 6.060E-01
 3.800E+02, 2.006E+02, 5.889E-01
 3.900E+02, 1.987E+02, 5.302E-01
 4.000E+02, 1.966E+02, 5.093E-01
 4.101E+02, 1.959E+02, 5.275E-01
 4.200E+02, 1.996E+02, 6.522E-01
 4.300E+02, 1.996E+02, 6.127E-01
 4.400E+02, 2.019E+02, 5.722E-01
 4.500E+02, 2.038E+02, 5.051E-01
 4.600E+02, 2.015E+02, 5.900E-01
 4.700E+02, 2.068E+02, 6.573E-01
 4.800E+02, 2.120E+02, 6.751E-01
 4.900E+02, 2.057E+02, 5.908E-01
 5.000E+02, 1.937E+02, 6.018E-01
 5.100E+02, 1.942E+02, 5.627E-01
 5.200E+02, 2.122E+02, 5.199E-01
 5.300E+02, 2.037E+02, 5.649E-01
 5.400E+02, 1.981E+02, 5.820E-01
 5.500E+02, 1.956E+02, 6.055E-01
 5.600E+02, 2.004E+02, 6.075E-01
 5.700E+02, 1.949E+02, 5.271E-01
 5.800E+02, 1.996E+02, 5.161E-01
 5.900E+02, 2.056E+02, 5.195E-01
 6.000E+02, 1.990E+02, 5.420E-01
 6.100E+02, 2.023E+02, 5.495E-01
 6.200E+02, 2.001E+02, 5.474E-01
 6.300E+02, 2.078E+02, 5.076E-01
 6.400E+02, 2.047E+02, 4.854E-01
 6.500E+02, 2.077E+02, 5.164E-01
 6.600E+02, 1.999E+02, 5.409E-01
 6.700E+02, 2.011E+02, 5.520E-01
 6.800E+02, 2.052E+02, 5.362E-01
 6.900E+02, 2.129E+02, 5.711E-01
 7.000E+02, 2.113E+02, 4.856E-01
 7.100E+02, 2.063E+02, 5.203E-01
 7.200E+02, 2.076E+02, 6.121E-01
 7.300E+02, 2.106E+02, 6.521E-01
 7.400E+02, 2.152E+02, 6.044E-01
 7.500E+02, 2.101E+02, 5.533E-01
 7.600E+02, 2.041E+02, 5.260E-01
 7.700E+02, 2.077E+02, 5.371E-01
 7.800E+02, 2.030E+02, 6.472E-01
 7.900E+02, 2.349E+02, 5.605E-01
 8.000E+02, 2.050E+02, 5.493E-01
 8.100E+02, 2.095E+02, 5.426E-01
 8.200E+02, 2.125E+02, 5.461E-01
 8.300E+02, 2.019E+02, 5.540E-01
 8.400E+02, 2.020E+02, 5.657E-01
 8.500E+02, 2.164E+02, 5.426E-01
 8.601E+02, 2.220E+02, 5.163E-01
 8.700E+02, 2.023E+02, 5.368E-01
 8.800E+02, 2.067E+02, 5.820E-01
 8.901E+02, 2.063E+02, 6.348E-01
 9.000E+02, 2.154E+02, 5.643E-01
 9.100E+02, 2.098E+02, 5.048E-01
 9.200E+02, 2.057E+02, 6.083E-01
 9.300E+02, 2.082E+02, 5.999E-01
 9.400E+02, 2.151E+02, 5.552E-01
 9.500E+02, 2.042E+02, 6.082E-01
 9.600E+02, 1.943E+02, 6.578E-01
 9.700E+02, 2.062E+02, 5.310E-01
 9.800E+02, 2.184E+02, 4.422E-01
 9.900E+02, 2.104E+02, 5.357E-01
 1.000E+03, 2.057E+02, 6.498E-01
 1.010E+03, 2.165E+02, 6.940E-01
 1.020E+03, 2.156E+02, 6.070E-01
 1.030E+03, 2.197E+02, 5.266E-01
 1.040E+03, 1.999E+02, 5.408E-01
 1.050E+03, 2.079E+02, 5.723E-01
 1.060E+03, 2.064E+02, 6.029E-01
 1.070E+03, 2.033E+02, 5.889E-01
 1.080E+03, 1.990E+02, 4.864E-01
 1.090E+03, 2.009E+02, 5.322E-01
 1.100E+03, 2.010E+02, 4.762E-01
 1.110E+03, 2.023E+02, 4.646E-01
 1.120E+03, 2.059E+02, 5.453E-01
 1.130E+03, 2.134E+02, 5.907E-01
 1.140E+03, 2.054E+02, 5.822E-01
 1.150E+03, 2.015E+02, 5.183E-01
 1.160E+03, 2.120E+02, 4.360E-01
 1.170E+03, 2.104E+02, 5.010E-01
 1.180E+03, 2.012E+02, 5.644E-01
 1.190E+03, 2.106E+02, 4.856E-01
 1.200E+03, 2.078E+02, 5.099E-01
 1.210E+03, 2.109E+02, 4.638E-01
 1.220E+03, 2.100E+02, 5.259E-01
 1.230E+03, 2.140E+02, 6.189E-01
 1.240E+03, 2.139E+02, 6.019E-01
 1.250E+03, 2.200E+02, 5.190E-01
 1.260E+03, 2.171E+02, 5.226E-01
 1.270E+03, 2.010E+02, 5.819E-01
 1.280E+03, 2.150E+02, 6.095E-01
 1.290E+03, 2.138E+02, 5.296E-01
 1.300E+03, 2.094E+02, 5.240E-01
 1.310E+03, 2.067E+02, 5.769E-01
 1.320E+03, 2.162E+02, 5.968E-01
 1.330E+03, 2.153E+02, 4.837E-01
 1.340E+03, 2.042E+02, 5.151E-01
 1.350E+03, 2.089E+02, 5.577E-01
 1.360E+03, 2.110E+02, 5.553E-01
 1.370E+03, 2.128E+02, 4.638E-01
 1.380E+03, 2.117E+02, 5.398E-01
 1.390E+03, 2.137E+02, 6.179E-01
 1.400E+03, 2.002E+02, 6.487E-01
