m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 4.115E+01, 2.000E-02, 2.767E+01,-6.869E-01
 6.860E-02, 3.952E+01, 6.865E-02, 2.559E+01,-6.899E-01
 1.172E-01, 4.094E+01, 1.173E-01, 2.536E+01,-6.849E-01
 1.658E-01, 4.247E+01, 1.659E-01, 2.536E+01,-6.863E-01
 2.144E-01, 4.367E+01, 2.146E-01, 2.536E+01,-6.872E-01
 2.630E-01, 4.468E+01, 2.632E-01, 2.537E+01,-6.738E-01
 3.116E-01, 4.579E+01, 3.119E-01, 2.539E+01,-6.615E-01
 3.602E-01, 4.728E+01, 3.605E-01, 2.541E+01,-6.460E-01
 4.088E-01, 4.867E+01, 4.092E-01, 2.543E+01,-6.306E-01
 4.574E-01, 4.998E+01, 4.578E-01, 2.546E+01,-6.213E-01
 5.060E-01, 5.074E+01, 5.065E-01, 2.550E+01,-6.072E-01
 5.547E-01, 5.155E+01, 5.551E-01, 2.555E+01,-5.832E-01
 6.033E-01, 5.315E+01, 6.038E-01, 2.560E+01,-5.568E-01
 6.519E-01, 5.462E+01, 6.524E-01, 2.563E+01,-5.377E-01
 7.005E-01, 5.540E+01, 7.011E-01, 2.564E+01,-5.117E-01
 7.491E-01, 5.622E+01, 7.497E-01, 2.566E+01,-4.809E-01
 7.977E-01, 5.705E+01, 7.984E-01, 2.569E+01,-4.485E-01
 8.463E-01, 5.793E+01, 8.470E-01, 2.592E+01,-4.243E-01
 8.949E-01, 5.917E+01, 8.957E-01, 2.758E+01,-3.772E-01
 9.435E-01, 6.055E+01, 9.443E-01, 3.131E+01,-3.027E-01
 9.921E-01, 6.232E+01, 9.930E-01, 3.555E+01,-2.108E-01
 1.041E+00, 6.565E+01, 1.042E+00, 4.427E+01, 4.721E-02
 1.089E+00, 7.461E+01, 1.090E+00, 5.353E+01, 3.262E-01
 1.138E+00, 9.758E+01, 1.139E+00, 5.965E+01, 4.525E-01
 1.187E+00, 1.311E+02, 1.188E+00, 6.493E+01, 5.355E-01
 1.235E+00, 1.636E+02, 1.236E+00, 7.714E+01, 6.725E-01
 1.284E+00, 1.938E+02, 1.285E+00, 9.997E+01, 8.385E-01
 1.332E+00, 2.156E+02, 1.334E+00, 1.266E+02, 9.880E-01
 1.381E+00, 2.336E+02, 1.382E+00, 1.502E+02, 1.121E+00
 1.430E+00, 2.447E+02, 1.431E+00, 1.669E+02, 1.264E+00
 1.478E+00, 2.506E+02, 1.479E+00, 1.793E+02, 1.381E+00
 1.527E+00, 2.536E+02, 1.528E+00, 1.881E+02, 1.470E+00
 1.575E+00, 2.550E+02, 1.577E+00, 1.963E+02, 1.592E+00
 1.624E+00, 2.555E+02, 1.625E+00, 2.042E+02, 1.741E+00
 1.673E+00, 2.556E+02, 1.674E+00, 2.166E+02, 1.978E+00
 1.721E+00, 2.554E+02, 1.723E+00, 2.312E+02, 2.261E+00
 1.770E+00, 2.557E+02, 1.771E+00, 2.432E+02, 2.510E+00
 1.818E+00, 2.560E+02, 1.820E+00, 2.482E+02, 1.806E+00
 1.867E+00, 2.559E+02,NaN,NaN,NaN
 1.916E+00, 2.555E+02,NaN,NaN,NaN
 1.964E+00, 2.552E+02,NaN,NaN,NaN
 2.013E+00, 2.557E+02,NaN,NaN,NaN
 2.061E+00, 2.571E+02,NaN,NaN,NaN
 2.110E+00, 2.555E+02,NaN,NaN,NaN
