s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 2.000E+01, 1.718E+00
 1.003E+01, 2.000E+01, 1.197E+00
 2.004E+01, 2.004E+01, 1.490E-01
 3.001E+01, 5.590E+01, 1.890E+00
 4.002E+01, 5.598E+01, 1.359E+00
 5.001E+01, 5.369E+01, 1.336E+00
 6.003E+01, 5.896E+01, 1.085E+00
 7.001E+01, 5.667E+01, 1.131E+00
 8.002E+01, 6.912E+01, 1.261E+00
 9.005E+01, 7.269E+01, 1.192E+00
 1.000E+02, 7.424E+01, 1.150E+00
 1.100E+02, 7.866E+01, 1.106E+00
 1.200E+02, 8.583E+01, 9.490E-01
 1.300E+02, 9.419E+01, 9.887E-01
 1.400E+02, 9.419E+01, 1.063E+00
 1.500E+02, 9.627E+01, 1.068E+00
 1.600E+02, 8.993E+01, 1.001E+00
 1.700E+02, 8.650E+01, 9.697E-01
 1.800E+02, 9.113E+01, 8.659E-01
 1.900E+02, 9.148E+01, 8.057E-01
 2.000E+02, 9.103E+01, 8.956E-01
 2.101E+02, 9.203E+01, 9.387E-01
 2.200E+02, 9.373E+01, 8.758E-01
 2.300E+02, 9.367E+01, 8.676E-01
 2.400E+02, 9.313E+01, 7.909E-01
 2.501E+02, 9.270E+01, 7.618E-01
 2.600E+02, 9.044E+01, 7.661E-01
 2.700E+02, 9.211E+01, 6.571E-01
 2.800E+02, 9.302E+01, 6.139E-01
 2.900E+02, 9.268E+01, 6.794E-01
 3.000E+02, 9.203E+01, 7.514E-01
 3.100E+02, 9.246E+01, 7.139E-01
 3.201E+02, 9.200E+01, 6.197E-01
 3.300E+02, 9.336E+01, 5.572E-01
 3.400E+02, 9.626E+01, 5.521E-01
 3.500E+02, 9.703E+01, 6.048E-01
 3.600E+02, 9.700E+01, 6.194E-01
 3.700E+02, 9.432E+01, 6.189E-01
 3.800E+02, 9.560E+01, 5.773E-01
 3.900E+02, 9.607E+01, 6.159E-01
 4.000E+02, 9.503E+01, 6.425E-01
 4.100E+02, 9.773E+01, 5.898E-01
 4.200E+02, 1.013E+02, 5.441E-01
 4.300E+02, 1.041E+02, 5.179E-01
 4.400E+02, 1.034E+02, 5.273E-01
 4.500E+02, 9.749E+01, 5.620E-01
 4.601E+02, 9.933E+01, 6.012E-01
 4.700E+02, 1.040E+02, 5.778E-01
 4.800E+02, 1.026E+02, 5.641E-01
 4.900E+02, 1.004E+02, 6.152E-01
 5.001E+02, 1.012E+02, 5.855E-01
 5.101E+02, 1.051E+02, 5.656E-01
 5.200E+02, 1.083E+02, 5.526E-01
 5.300E+02, 1.050E+02, 5.408E-01
 5.400E+02, 1.030E+02, 5.814E-01
 5.501E+02, 1.088E+02, 5.965E-01
 5.600E+02, 1.097E+02, 5.789E-01
 5.700E+02, 1.034E+02, 6.207E-01
 5.800E+02, 1.046E+02, 5.568E-01
 5.900E+02, 1.059E+02, 4.737E-01
 6.000E+02, 1.071E+02, 4.873E-01
 6.100E+02, 1.066E+02, 5.449E-01
 6.200E+02, 1.054E+02, 5.846E-01
 6.301E+02, 1.078E+02, 6.295E-01
 6.400E+02, 1.082E+02, 6.397E-01
 6.500E+02, 1.111E+02, 5.915E-01
 6.601E+02, 1.103E+02, 5.724E-01
 6.701E+02, 1.024E+02, 5.672E-01
 6.801E+02, 1.082E+02, 5.077E-01
 6.900E+02, 1.113E+02, 5.150E-01
 7.000E+02, 1.077E+02, 6.002E-01
 7.100E+02, 1.051E+02, 5.931E-01
 7.200E+02, 1.070E+02, 5.519E-01
 7.300E+02, 1.113E+02, 5.402E-01
 7.400E+02, 1.120E+02, 5.378E-01
 7.501E+02, 1.081E+02, 5.495E-01
 7.600E+02, 1.069E+02, 5.803E-01
 7.701E+02, 1.095E+02, 5.970E-01
 7.800E+02, 1.107E+02, 6.414E-01
 7.901E+02, 1.098E+02, 6.292E-01
 8.000E+02, 1.125E+02, 5.711E-01
 8.101E+02, 1.143E+02, 5.631E-01
 8.200E+02, 1.123E+02, 5.915E-01
 8.301E+02, 1.096E+02, 5.911E-01
 8.400E+02, 1.124E+02, 5.898E-01
 8.500E+02, 1.134E+02, 6.068E-01
 8.601E+02, 1.073E+02, 6.517E-01
 8.700E+02, 1.077E+02, 5.904E-01
 8.800E+02, 1.074E+02, 5.217E-01
 8.900E+02, 1.123E+02, 4.595E-01
 9.000E+02, 1.096E+02, 5.147E-01
 9.100E+02, 1.102E+02, 5.993E-01
 9.201E+02, 1.098E+02, 6.180E-01
 9.300E+02, 1.109E+02, 5.991E-01
 9.400E+02, 1.131E+02, 5.907E-01
 9.500E+02, 1.073E+02, 5.875E-01
 9.600E+02, 1.102E+02, 5.858E-01
 9.700E+02, 1.097E+02, 6.256E-01
 9.800E+02, 1.115E+02, 6.233E-01
 9.900E+02, 1.130E+02, 5.958E-01
 1.000E+03, 1.099E+02, 5.701E-01
 1.010E+03, 1.089E+02, 5.649E-01
 1.020E+03, 1.089E+02, 5.800E-01
 1.030E+03, 1.084E+02, 5.429E-01
 1.040E+03, 1.088E+02, 5.386E-01
 1.050E+03, 1.077E+02, 5.966E-01
 1.060E+03, 1.105E+02, 5.801E-01
 1.070E+03, 1.113E+02, 5.481E-01
 1.080E+03, 1.136E+02, 5.767E-01
 1.090E+03, 1.085E+02, 6.247E-01
 1.100E+03, 1.119E+02, 6.142E-01
 1.110E+03, 1.128E+02, 5.758E-01
 1.120E+03, 1.130E+02, 5.320E-01
 1.130E+03, 1.065E+02, 5.586E-01
 1.140E+03, 1.076E+02, 5.666E-01
 1.150E+03, 1.102E+02, 5.108E-01
 1.160E+03, 1.104E+02, 5.748E-01
 1.170E+03, 1.101E+02, 6.685E-01
 1.180E+03, 1.078E+02, 7.052E-01
 1.190E+03, 1.106E+02, 6.191E-01
 1.200E+03, 1.108E+02, 5.231E-01
 1.210E+03, 1.128E+02, 4.780E-01
 1.220E+03, 1.104E+02, 5.343E-01
 1.230E+03, 1.080E+02, 6.323E-01
 1.240E+03, 1.078E+02, 6.255E-01
 1.250E+03, 1.132E+02, 5.233E-01
 1.260E+03, 1.105E+02, 5.590E-01
 1.270E+03, 1.061E+02, 5.717E-01
 1.280E+03, 1.065E+02, 5.582E-01
 1.290E+03, 1.091E+02, 5.798E-01
 1.300E+03, 1.106E+02, 5.749E-01
 1.310E+03, 1.091E+02, 5.091E-01
 1.320E+03, 1.096E+02, 5.243E-01
 1.330E+03, 1.073E+02, 5.806E-01
 1.340E+03, 1.081E+02, 4.935E-01
 1.350E+03, 1.105E+02, 4.484E-01
 1.360E+03, 1.097E+02, 5.318E-01
 1.370E+03, 1.068E+02, 6.058E-01
 1.380E+03, 1.096E+02, 5.696E-01
 1.390E+03, 1.132E+02, 5.088E-01
 1.400E+03, 1.135E+02, 5.381E-01
 1.410E+03, 1.122E+02, 5.372E-01
 1.420E+03, 1.096E+02, 5.413E-01
 1.430E+03, 1.111E+02, 5.754E-01
 1.440E+03, 1.102E+02, 6.212E-01
 1.450E+03, 1.118E+02, 5.770E-01
 1.460E+03, 1.138E+02, 5.271E-01
 1.470E+03, 1.120E+02, 5.341E-01
 1.480E+03, 1.111E+02, 6.200E-01
 1.490E+03, 1.116E+02, 6.515E-01
 1.500E+03, 1.116E+02, 6.159E-01
 1.510E+03, 1.108E+02, 5.724E-01
 1.520E+03, 1.099E+02, 5.103E-01
 1.530E+03, 1.111E+02, 5.408E-01
 1.540E+03, 1.097E+02, 6.140E-01
 1.550E+03, 1.114E+02, 5.812E-01
 1.560E+03, 1.133E+02, 5.713E-01
 1.570E+03, 1.127E+02, 6.054E-01
 1.580E+03, 1.127E+02, 5.770E-01
 1.590E+03, 1.119E+02, 5.313E-01
