s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 6.000E+00, 2.130E+00
 1.006E+01, 6.004E+00, 1.496E+00
 2.000E+01, 6.015E+00, 3.347E-01
 3.002E+01, 6.030E+00, 1.843E-01
 4.005E+01, 3.915E+01, 1.865E+00
 5.002E+01, 5.077E+01, 1.519E+00
 6.005E+01, 4.572E+01, 1.448E+00
 7.001E+01, 4.932E+01, 1.380E+00
 8.005E+01, 6.211E+01, 1.338E+00
 9.001E+01, 6.644E+01, 1.295E+00
 1.000E+02, 6.860E+01, 1.283E+00
 1.100E+02, 7.176E+01, 1.449E+00
 1.200E+02, 7.909E+01, 1.557E+00
 1.301E+02, 7.439E+01, 1.502E+00
 1.400E+02, 7.897E+01, 1.432E+00
 1.500E+02, 8.857E+01, 1.200E+00
 1.600E+02, 8.110E+01, 1.120E+00
 1.700E+02, 7.699E+01, 1.131E+00
 1.800E+02, 8.205E+01, 1.172E+00
 1.900E+02, 8.313E+01, 1.182E+00
 2.000E+02, 8.377E+01, 1.182E+00
 2.100E+02, 9.312E+01, 1.121E+00
 2.200E+02, 9.853E+01, 1.158E+00
 2.301E+02, 9.998E+01, 1.166E+00
 2.400E+02, 9.625E+01, 1.167E+00
 2.500E+02, 9.865E+01, 1.146E+00
 2.600E+02, 1.017E+02, 1.144E+00
 2.700E+02, 1.071E+02, 1.108E+00
 2.800E+02, 1.070E+02, 1.144E+00
 2.900E+02, 1.064E+02, 1.184E+00
 3.000E+02, 1.038E+02, 1.209E+00
 3.101E+02, 1.078E+02, 1.186E+00
 3.201E+02, 1.106E+02, 1.175E+00
 3.300E+02, 1.114E+02, 1.180E+00
 3.400E+02, 1.135E+02, 1.147E+00
 3.500E+02, 1.135E+02, 1.133E+00
 3.600E+02, 1.149E+02, 1.109E+00
 3.700E+02, 1.184E+02, 1.096E+00
 3.800E+02, 1.139E+02, 1.126E+00
 3.901E+02, 1.187E+02, 1.170E+00
 4.000E+02, 1.207E+02, 1.161E+00
 4.101E+02, 1.194E+02, 1.143E+00
 4.201E+02, 1.197E+02, 1.158E+00
 4.301E+02, 1.225E+02, 1.214E+00
 4.400E+02, 1.140E+02, 1.222E+00
 4.501E+02, 1.152E+02, 1.083E+00
 4.600E+02, 1.228E+02, 1.120E+00
 4.700E+02, 1.267E+02, 1.158E+00
 4.800E+02, 1.299E+02, 1.236E+00
 4.901E+02, 1.229E+02, 1.234E+00
 5.000E+02, 1.258E+02, 1.217E+00
 5.100E+02, 1.254E+02, 1.095E+00
 5.200E+02, 1.281E+02, 1.122E+00
 5.300E+02, 1.266E+02, 1.211E+00
 5.401E+02, 1.244E+02, 1.163E+00
 5.501E+02, 1.172E+02, 1.112E+00
 5.600E+02, 1.103E+02, 1.050E+00
 5.700E+02, 1.198E+02, 1.020E+00
 5.800E+02, 1.211E+02, 1.096E+00
 5.901E+02, 1.240E+02, 1.232E+00
 6.000E+02, 1.241E+02, 1.242E+00
 6.101E+02, 1.210E+02, 1.086E+00
 6.200E+02, 1.258E+02, 1.044E+00
 6.300E+02, 1.180E+02, 1.112E+00
 6.400E+02, 1.160E+02, 1.107E+00
 6.501E+02, 1.224E+02, 1.038E+00
 6.600E+02, 1.262E+02, 1.112E+00
 6.700E+02, 1.205E+02, 1.191E+00
 6.800E+02, 1.170E+02, 1.109E+00
 6.900E+02, 1.194E+02, 1.056E+00
 7.000E+02, 1.226E+02, 1.053E+00
 7.100E+02, 1.263E+02, 1.098E+00
 7.201E+02, 1.248E+02, 1.084E+00
 7.300E+02, 1.213E+02, 1.118E+00
 7.400E+02, 1.190E+02, 1.081E+00
 7.501E+02, 1.185E+02, 1.084E+00
 7.600E+02, 1.194E+02, 1.122E+00
 7.700E+02, 1.265E+02, 1.083E+00
 7.800E+02, 1.286E+02, 1.159E+00
 7.900E+02, 1.265E+02, 1.192E+00
 8.001E+02, 1.307E+02, 1.207E+00
 8.100E+02, 1.213E+02, 1.122E+00
 8.200E+02, 1.192E+02, 1.089E+00
 8.300E+02, 1.187E+02, 1.095E+00
 8.400E+02, 1.182E+02, 1.097E+00
 8.501E+02, 1.207E+02, 1.100E+00
 8.601E+02, 1.255E+02, 1.125E+00
 8.700E+02, 1.178E+02, 1.096E+00
 8.800E+02, 1.230E+02, 1.044E+00
 8.900E+02, 1.210E+02, 1.116E+00
 9.000E+02, 1.280E+02, 1.144E+00
 9.100E+02, 1.272E+02, 1.115E+00
 9.200E+02, 1.276E+02, 1.151E+00
 9.300E+02, 1.199E+02, 1.137E+00
 9.401E+02, 1.190E+02, 1.116E+00
 9.501E+02, 1.284E+02, 1.122E+00
 9.600E+02, 1.260E+02, 1.164E+00
 9.700E+02, 1.185E+02, 1.146E+00
 9.800E+02, 1.219E+02, 1.141E+00
 9.901E+02, 1.245E+02, 1.076E+00
 1.000E+03, 1.249E+02, 1.049E+00
 1.010E+03, 1.222E+02, 1.179E+00
 1.020E+03, 1.273E+02, 1.132E+00
 1.030E+03, 1.287E+02, 1.177E+00
 1.040E+03, 1.301E+02, 1.121E+00
 1.050E+03, 1.245E+02, 1.097E+00
 1.060E+03, 1.219E+02, 1.151E+00
 1.070E+03, 1.227E+02, 1.083E+00
 1.080E+03, 1.216E+02, 1.060E+00
 1.090E+03, 1.177E+02, 1.034E+00
 1.100E+03, 1.153E+02, 1.080E+00
 1.110E+03, 1.231E+02, 1.155E+00
 1.120E+03, 1.176E+02, 1.112E+00
 1.130E+03, 1.260E+02, 1.174E+00
 1.140E+03, 1.293E+02, 1.110E+00
 1.150E+03, 1.279E+02, 1.105E+00
 1.160E+03, 1.282E+02, 1.224E+00
 1.170E+03, 1.340E+02, 1.238E+00
 1.180E+03, 1.308E+02, 1.093E+00
 1.190E+03, 1.318E+02, 1.067E+00
 1.200E+03, 1.252E+02, 1.173E+00
 1.210E+03, 1.290E+02, 1.199E+00
 1.220E+03, 1.260E+02, 1.063E+00
 1.230E+03, 1.225E+02, 1.157E+00
 1.240E+03, 1.278E+02, 1.202E+00
 1.250E+03, 1.333E+02, 1.141E+00
 1.260E+03, 1.269E+02, 1.116E+00
 1.270E+03, 1.227E+02, 1.186E+00
 1.280E+03, 1.219E+02, 1.124E+00
 1.290E+03, 1.202E+02, 1.076E+00
 1.300E+03, 1.232E+02, 1.097E+00
 1.310E+03, 1.285E+02, 1.235E+00
 1.320E+03, 1.241E+02, 1.216E+00
 1.330E+03, 1.214E+02, 1.067E+00
 1.340E+03, 1.218E+02, 1.095E+00
 1.350E+03, 1.190E+02, 1.075E+00
 1.360E+03, 1.219E+02, 1.082E+00
 1.370E+03, 1.315E+02, 1.119E+00
 1.380E+03, 1.403E+02, 1.206E+00
 1.390E+03, 1.407E+02, 1.357E+00
 1.400E+03, 1.438E+02, 1.370E+00
 1.410E+03, 1.326E+02, 1.203E+00
 1.420E+03, 1.232E+02, 1.114E+00
