s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 6.000E+00, 2.130E+00
 1.002E+01, 6.005E+00, 1.202E+00
 2.001E+01, 3.258E+01, 7.171E-01
 3.005E+01, 6.495E+01, 1.994E+00
 4.002E+01, 5.548E+01, 1.885E+00
 5.003E+01, 6.276E+01, 1.919E+00
 6.004E+01, 5.921E+01, 1.975E+00
 7.003E+01, 7.695E+01, 2.047E+00
 8.002E+01, 9.164E+01, 2.075E+00
 9.002E+01, 6.993E+01, 1.980E+00
 1.000E+02, 6.101E+01, 1.773E+00
 1.100E+02, 5.752E+01, 1.486E+00
 1.201E+02, 4.972E+01, 1.133E+00
 1.300E+02, 4.792E+01, 1.020E+00
 1.400E+02, 5.639E+01, 1.162E+00
 1.501E+02, 7.027E+01, 1.429E+00
 1.600E+02, 7.925E+01, 1.373E+00
 1.700E+02, 6.782E+01, 1.355E+00
 1.800E+02, 6.966E+01, 1.240E+00
 1.900E+02, 7.102E+01, 1.098E+00
 2.000E+02, 7.664E+01, 1.107E+00
 2.101E+02, 8.279E+01, 1.255E+00
 2.200E+02, 8.891E+01, 1.322E+00
 2.300E+02, 7.920E+01, 1.060E+00
 2.400E+02, 7.996E+01, 1.084E+00
 2.501E+02, 8.205E+01, 1.114E+00
 2.600E+02, 8.176E+01, 9.387E-01
 2.700E+02, 8.211E+01, 9.546E-01
 2.800E+02, 9.215E+01, 1.019E+00
 2.901E+02, 9.443E+01, 1.082E+00
 3.000E+02, 8.614E+01, 1.028E+00
 3.100E+02, 8.673E+01, 9.182E-01
 3.200E+02, 8.942E+01, 9.685E-01
 3.300E+02, 9.038E+01, 9.864E-01
 3.401E+02, 9.552E+01, 9.792E-01
 3.500E+02, 1.032E+02, 9.588E-01
 3.600E+02, 1.001E+02, 9.405E-01
 3.701E+02, 1.021E+02, 9.242E-01
 3.800E+02, 1.014E+02, 9.344E-01
 3.900E+02, 1.007E+02, 9.271E-01
 4.000E+02, 9.670E+01, 9.301E-01
 4.100E+02, 9.470E+01, 8.226E-01
 4.200E+02, 9.664E+01, 8.254E-01
 4.300E+02, 9.805E+01, 8.603E-01
 4.400E+02, 1.047E+02, 9.652E-01
 4.501E+02, 1.011E+02, 9.903E-01
 4.600E+02, 9.892E+01, 8.896E-01
 4.701E+02, 9.645E+01, 8.226E-01
 4.800E+02, 1.010E+02, 8.661E-01
 4.900E+02, 9.979E+01, 9.262E-01
 5.000E+02, 1.000E+02, 8.999E-01
 5.101E+02, 1.088E+02, 1.060E+00
 5.201E+02, 1.019E+02, 9.513E-01
 5.301E+02, 1.006E+02, 8.542E-01
 5.401E+02, 1.012E+02, 8.965E-01
 5.500E+02, 9.727E+01, 9.419E-01
 5.600E+02, 9.820E+01, 9.358E-01
 5.701E+02, 1.084E+02, 9.570E-01
 5.801E+02, 1.038E+02, 8.730E-01
 5.900E+02, 1.103E+02, 1.061E+00
 6.000E+02, 1.075E+02, 9.496E-01
 6.101E+02, 1.049E+02, 9.150E-01
 6.200E+02, 1.042E+02, 9.002E-01
 6.300E+02, 9.810E+01, 8.619E-01
 6.401E+02, 9.816E+01, 8.863E-01
 6.501E+02, 1.071E+02, 9.603E-01
 6.600E+02, 1.036E+02, 9.186E-01
 6.701E+02, 1.103E+02, 8.581E-01
 6.800E+02, 1.074E+02, 9.188E-01
 6.900E+02, 1.078E+02, 9.599E-01
 7.001E+02, 1.023E+02, 9.877E-01
 7.100E+02, 1.034E+02, 8.784E-01
 7.201E+02, 1.066E+02, 8.774E-01
 7.300E+02, 1.025E+02, 8.587E-01
 7.400E+02, 1.034E+02, 8.739E-01
 7.500E+02, 9.997E+01, 8.256E-01
 7.600E+02, 9.866E+01, 7.579E-01
 7.700E+02, 1.017E+02, 8.712E-01
 7.801E+02, 1.023E+02, 8.889E-01
 7.900E+02, 1.059E+02, 8.457E-01
 8.001E+02, 1.050E+02, 9.011E-01
 8.100E+02, 1.032E+02, 8.960E-01
 8.201E+02, 1.053E+02, 8.876E-01
 8.300E+02, 1.022E+02, 8.647E-01
 8.400E+02, 1.045E+02, 8.976E-01
 8.500E+02, 1.015E+02, 8.835E-01
 8.601E+02, 1.027E+02, 9.226E-01
 8.700E+02, 1.015E+02, 8.771E-01
 8.800E+02, 9.971E+01, 8.160E-01
 8.900E+02, 9.977E+01, 7.558E-01
 9.000E+02, 9.958E+01, 7.556E-01
 9.100E+02, 1.036E+02, 7.504E-01
 9.200E+02, 1.054E+02, 8.506E-01
 9.300E+02, 1.099E+02, 9.970E-01
 9.401E+02, 1.173E+02, 1.059E+00
 9.501E+02, 1.180E+02, 1.187E+00
 9.600E+02, 1.034E+02, 9.044E-01
 9.701E+02, 9.453E+01, 8.451E-01
 9.800E+02, 9.678E+01, 7.898E-01
 9.901E+02, 1.009E+02, 8.313E-01
 1.000E+03, 1.023E+02, 8.153E-01
 1.010E+03, 1.042E+02, 8.096E-01
 1.020E+03, 1.045E+02, 8.269E-01
 1.030E+03, 1.014E+02, 8.476E-01
 1.040E+03, 9.902E+01, 8.317E-01
 1.050E+03, 9.962E+01, 8.143E-01
 1.060E+03, 1.037E+02, 8.279E-01
 1.070E+03, 1.034E+02, 7.851E-01
 1.080E+03, 1.020E+02, 8.091E-01
 1.090E+03, 1.009E+02, 8.497E-01
 1.100E+03, 1.013E+02, 8.282E-01
 1.110E+03, 9.878E+01, 7.926E-01
 1.120E+03, 9.647E+01, 7.464E-01
 1.130E+03, 9.895E+01, 7.299E-01
 1.140E+03, 9.855E+01, 7.566E-01
 1.150E+03, 9.820E+01, 7.912E-01
 1.160E+03, 9.738E+01, 7.984E-01
 1.170E+03, 9.998E+01, 7.493E-01
 1.180E+03, 1.003E+02, 7.110E-01
 1.190E+03, 9.913E+01, 7.548E-01
 1.200E+03, 9.662E+01, 7.004E-01
 1.210E+03, 9.913E+01, 6.530E-01
 1.220E+03, 1.064E+02, 7.511E-01
 1.230E+03, 9.789E+01, 8.605E-01
 1.240E+03, 9.595E+01, 7.805E-01
 1.250E+03, 9.894E+01, 7.514E-01
 1.260E+03, 1.005E+02, 7.786E-01
 1.270E+03, 9.636E+01, 7.656E-01
 1.280E+03, 9.162E+01, 7.189E-01
 1.290E+03, 9.654E+01, 7.394E-01
 1.300E+03, 1.035E+02, 8.519E-01
 1.310E+03, 1.072E+02, 7.959E-01
 1.320E+03, 1.054E+02, 8.480E-01
 1.330E+03, 1.061E+02, 8.621E-01
 1.340E+03, 1.038E+02, 8.176E-01
 1.350E+03, 1.052E+02, 8.017E-01
 1.360E+03, 1.035E+02, 8.490E-01
 1.370E+03, 1.003E+02, 8.180E-01
 1.380E+03, 1.012E+02, 8.226E-01
 1.390E+03, 1.008E+02, 8.120E-01
 1.400E+03, 1.048E+02, 8.019E-01
 1.410E+03, 1.021E+02, 8.057E-01
 1.420E+03, 9.681E+01, 7.776E-01
