s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 2.600E+01, 2.003E+00
 1.006E+01, 2.600E+01, 1.191E+00
 2.003E+01, 2.605E+01, 1.397E-01
 3.004E+01, 5.029E+01, 1.797E+00
 4.001E+01, 5.407E+01, 1.524E+00
 5.004E+01, 5.631E+01, 1.015E+00
 6.004E+01, 6.105E+01, 8.796E-01
 7.002E+01, 6.331E+01, 9.508E-01
 8.005E+01, 7.328E+01, 1.155E+00
 9.004E+01, 8.905E+01, 1.113E+00
 1.000E+02, 8.127E+01, 1.143E+00
 1.100E+02, 8.581E+01, 1.206E+00
 1.200E+02, 8.575E+01, 1.089E+00
 1.300E+02, 8.491E+01, 9.821E-01
 1.400E+02, 8.870E+01, 9.585E-01
 1.500E+02, 9.344E+01, 9.596E-01
 1.600E+02, 9.077E+01, 9.964E-01
 1.701E+02, 9.179E+01, 9.700E-01
 1.800E+02, 9.978E+01, 8.482E-01
 1.901E+02, 1.035E+02, 8.659E-01
 2.001E+02, 1.056E+02, 9.019E-01
 2.100E+02, 1.019E+02, 9.302E-01
 2.201E+02, 1.000E+02, 8.810E-01
 2.301E+02, 9.950E+01, 6.967E-01
 2.400E+02, 1.000E+02, 7.242E-01
 2.500E+02, 1.024E+02, 7.213E-01
 2.600E+02, 1.014E+02, 6.806E-01
 2.700E+02, 1.006E+02, 7.068E-01
 2.801E+02, 1.016E+02, 7.129E-01
 2.900E+02, 9.857E+01, 7.307E-01
 3.000E+02, 1.011E+02, 7.062E-01
 3.100E+02, 1.010E+02, 6.295E-01
 3.201E+02, 1.015E+02, 5.019E-01
 3.301E+02, 9.886E+01, 4.961E-01
 3.400E+02, 1.019E+02, 4.914E-01
 3.501E+02, 1.032E+02, 5.121E-01
 3.600E+02, 1.058E+02, 5.661E-01
 3.700E+02, 1.115E+02, 5.983E-01
 3.800E+02, 1.082E+02, 5.564E-01
 3.901E+02, 1.052E+02, 5.446E-01
 4.000E+02, 1.065E+02, 5.615E-01
 4.101E+02, 1.096E+02, 4.555E-01
 4.200E+02, 1.085E+02, 4.501E-01
 4.300E+02, 1.133E+02, 4.856E-01
 4.401E+02, 1.152E+02, 5.316E-01
 4.500E+02, 1.117E+02, 5.911E-01
 4.600E+02, 1.176E+02, 5.679E-01
 4.700E+02, 1.148E+02, 5.537E-01
 4.800E+02, 1.173E+02, 5.209E-01
 4.900E+02, 1.199E+02, 5.161E-01
 5.000E+02, 1.215E+02, 4.572E-01
 5.100E+02, 1.210E+02, 4.614E-01
 5.200E+02, 1.167E+02, 4.597E-01
 5.300E+02, 1.170E+02, 4.065E-01
 5.401E+02, 1.186E+02, 4.595E-01
 5.501E+02, 1.211E+02, 4.763E-01
 5.601E+02, 1.255E+02, 4.746E-01
 5.701E+02, 1.260E+02, 5.026E-01
 5.801E+02, 1.213E+02, 5.447E-01
 5.900E+02, 1.238E+02, 4.922E-01
 6.000E+02, 1.247E+02, 4.307E-01
 6.100E+02, 1.210E+02, 4.537E-01
 6.200E+02, 1.232E+02, 4.728E-01
 6.300E+02, 1.271E+02, 5.253E-01
 6.400E+02, 1.303E+02, 4.444E-01
 6.501E+02, 1.271E+02, 4.655E-01
 6.601E+02, 1.260E+02, 5.738E-01
 6.700E+02, 1.295E+02, 4.951E-01
 6.800E+02, 1.293E+02, 3.952E-01
 6.900E+02, 1.293E+02, 5.229E-01
 7.000E+02, 1.275E+02, 5.501E-01
 7.100E+02, 1.276E+02, 4.451E-01
 7.201E+02, 1.248E+02, 4.211E-01
 7.300E+02, 1.230E+02, 4.441E-01
 7.400E+02, 1.328E+02, 4.289E-01
 7.500E+02, 1.280E+02, 5.057E-01
 7.600E+02, 1.250E+02, 5.625E-01
 7.700E+02, 1.252E+02, 5.081E-01
 7.801E+02, 1.289E+02, 4.545E-01
 7.900E+02, 1.346E+02, 3.884E-01
 8.000E+02, 1.335E+02, 3.732E-01
 8.100E+02, 1.307E+02, 5.438E-01
 8.201E+02, 1.307E+02, 4.052E-01
 8.300E+02, 1.291E+02, 4.561E-01
 8.400E+02, 1.315E+02, 5.145E-01
 8.500E+02, 1.319E+02, 4.508E-01
 8.600E+02, 1.291E+02, 5.169E-01
 8.701E+02, 1.315E+02, 5.486E-01
 8.800E+02, 1.268E+02, 4.991E-01
 8.900E+02, 1.265E+02, 4.452E-01
 9.000E+02, 1.280E+02, 4.310E-01
 9.101E+02, 1.301E+02, 3.791E-01
 9.200E+02, 1.274E+02, 5.436E-01
 9.300E+02, 1.298E+02, 4.069E-01
 9.400E+02, 1.307E+02, 3.872E-01
 9.500E+02, 1.294E+02, 4.393E-01
 9.600E+02, 1.333E+02, 4.330E-01
 9.701E+02, 1.330E+02, 4.075E-01
 9.801E+02, 1.326E+02, 4.902E-01
 9.900E+02, 1.359E+02, 4.602E-01
 1.000E+03, 1.362E+02, 4.335E-01
 1.010E+03, 1.321E+02, 5.408E-01
 1.020E+03, 1.314E+02, 5.164E-01
 1.030E+03, 1.340E+02, 4.826E-01
 1.040E+03, 1.358E+02, 4.136E-01
 1.050E+03, 1.294E+02, 4.186E-01
 1.060E+03, 1.292E+02, 4.789E-01
 1.070E+03, 1.286E+02, 5.238E-01
 1.080E+03, 1.359E+02, 5.152E-01
 1.090E+03, 1.371E+02, 4.108E-01
 1.100E+03, 1.372E+02, 4.922E-01
 1.110E+03, 1.358E+02, 4.887E-01
 1.120E+03, 1.314E+02, 5.410E-01
 1.130E+03, 1.292E+02, 4.957E-01
 1.140E+03, 1.357E+02, 4.423E-01
 1.150E+03, 1.324E+02, 4.948E-01
 1.160E+03, 1.308E+02, 5.198E-01
 1.170E+03, 1.341E+02, 5.307E-01
 1.180E+03, 1.301E+02, 5.289E-01
 1.190E+03, 1.331E+02, 4.486E-01
 1.200E+03, 1.335E+02, 4.592E-01
 1.210E+03, 1.381E+02, 4.621E-01
 1.220E+03, 1.307E+02, 5.219E-01
 1.230E+03, 1.333E+02, 5.921E-01
 1.240E+03, 1.313E+02, 5.296E-01
 1.250E+03, 1.299E+02, 4.329E-01
 1.260E+03, 1.330E+02, 4.200E-01
 1.270E+03, 1.344E+02, 5.542E-01
 1.280E+03, 1.312E+02, 5.148E-01
 1.290E+03, 1.312E+02, 4.313E-01
 1.300E+03, 1.294E+02, 5.054E-01
 1.310E+03, 1.280E+02, 5.223E-01
 1.320E+03, 1.300E+02, 5.437E-01
 1.330E+03, 1.312E+02, 4.518E-01
 1.340E+03, 1.319E+02, 4.603E-01
 1.350E+03, 1.273E+02, 5.380E-01
 1.360E+03, 1.261E+02, 4.860E-01
 1.370E+03, 1.291E+02, 4.165E-01
 1.380E+03, 1.309E+02, 4.173E-01
 1.390E+03, 1.327E+02, 4.931E-01
 1.400E+03, 1.296E+02, 5.776E-01
 1.410E+03, 1.292E+02, 4.053E-01
 1.420E+03, 1.340E+02, 3.906E-01
 1.430E+03, 1.283E+02, 5.120E-01
 1.440E+03, 1.316E+02, 5.328E-01
 1.450E+03, 1.314E+02, 5.015E-01
 1.460E+03, 1.300E+02, 4.951E-01
 1.470E+03, 1.277E+02, 4.521E-01
 1.480E+03, 1.299E+02, 4.287E-01
 1.490E+03, 1.349E+02, 3.576E-01
 1.500E+03, 1.345E+02, 3.960E-01
 1.510E+03, 1.363E+02, 4.768E-01
 1.520E+03, 1.332E+02, 5.525E-01
 1.530E+03, 1.310E+02, 5.107E-01
 1.540E+03, 1.388E+02, 5.394E-01
 1.550E+03, 1.273E+02, 4.856E-01
 1.560E+03, 1.287E+02, 4.397E-01
 1.570E+03, 1.294E+02, 4.015E-01
 1.580E+03, 1.355E+02, 3.885E-01
 1.590E+03, 1.317E+02, 4.691E-01
