m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.191E+01, 2.000E-02, 1.962E+01,-9.812E-01
 6.860E-02, 3.370E+01, 6.865E-02, 1.914E+01,-9.829E-01
 1.172E-01, 3.511E+01, 1.173E-01, 1.909E+01,-9.811E-01
 1.658E-01, 3.601E+01, 1.659E-01, 1.909E+01,-9.670E-01
 2.144E-01, 3.772E+01, 2.146E-01, 1.910E+01,-9.543E-01
 2.630E-01, 4.052E+01, 2.632E-01, 1.912E+01,-9.444E-01
 3.116E-01, 4.372E+01, 3.119E-01, 1.912E+01,-9.267E-01
 3.602E-01, 4.694E+01, 3.605E-01, 1.913E+01,-9.041E-01
 4.088E-01, 5.001E+01, 4.092E-01, 1.913E+01,-8.774E-01
 4.574E-01, 5.235E+01, 4.578E-01, 1.913E+01,-8.513E-01
 5.060E-01, 5.485E+01, 5.065E-01, 1.914E+01,-8.290E-01
 5.547E-01, 5.879E+01, 5.551E-01, 1.914E+01,-7.934E-01
 6.033E-01, 6.301E+01, 6.038E-01, 1.915E+01,-7.526E-01
 6.519E-01, 6.788E+01, 6.524E-01, 1.915E+01,-7.273E-01
 7.005E-01, 7.440E+01, 7.011E-01, 1.915E+01,-6.890E-01
 7.491E-01, 8.445E+01, 7.497E-01, 1.916E+01,-6.304E-01
 7.977E-01, 9.501E+01, 7.984E-01, 1.925E+01,-5.796E-01
 8.463E-01, 1.043E+02, 8.470E-01, 2.060E+01,-5.444E-01
 8.949E-01, 1.091E+02, 8.957E-01, 2.885E+01,-4.539E-01
 9.435E-01, 1.138E+02, 9.443E-01, 4.656E+01,-2.345E-01
 9.921E-01, 1.192E+02, 9.930E-01, 6.874E+01, 1.506E-01
 1.041E+00, 1.218E+02, 1.042E+00, 9.123E+01, 4.812E-01
 1.089E+00, 1.233E+02, 1.090E+00, 1.065E+02, 7.539E-01
 1.138E+00, 1.251E+02, 1.139E+00, 1.164E+02, 9.588E-01
 1.187E+00, 1.261E+02, 1.188E+00, 1.207E+02, 1.044E+00
 1.235E+00, 1.282E+02, 1.236E+00, 1.222E+02, 1.088E+00
 1.284E+00, 1.302E+02, 1.285E+00, 1.232E+02, 1.117E+00
 1.332E+00, 1.313E+02, 1.334E+00, 1.248E+02, 1.200E+00
 1.381E+00, 1.326E+02, 1.382E+00, 1.256E+02, 1.284E+00
 1.430E+00, 1.336E+02, 1.431E+00, 1.268E+02, 1.356E+00
 1.478E+00, 1.341E+02, 1.479E+00, 1.292E+02, 1.448E+00
 1.527E+00, 1.344E+02, 1.528E+00, 1.315E+02, 1.568E+00
 1.575E+00, 1.348E+02, 1.577E+00, 1.330E+02, 1.707E+00
 1.624E+00, 1.350E+02, 1.625E+00, 1.333E+02, 1.838E+00
 1.673E+00, 1.352E+02, 1.674E+00, 1.335E+02, 1.974E+00
 1.721E+00, 1.355E+02, 1.723E+00, 1.342E+02, 2.122E+00
 1.770E+00, 1.357E+02, 1.771E+00, 1.347E+02, 2.202E+00
 1.818E+00, 1.360E+02, 1.820E+00, 1.340E+02, 1.562E+00
 1.867E+00, 1.361E+02,NaN,NaN,NaN
 1.916E+00, 1.362E+02,NaN,NaN,NaN
 1.964E+00, 1.365E+02,NaN,NaN,NaN
 2.013E+00, 1.370E+02,NaN,NaN,NaN
 2.061E+00, 1.372E+02,NaN,NaN,NaN
 2.110E+00, 1.344E+02,NaN,NaN,NaN
