s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 1.900E+01, 2.282E+00
 1.003E+01, 1.900E+01, 1.173E+00
 2.002E+01, 1.904E+01, 1.585E-01
 3.001E+01, 7.093E+01, 1.849E+00
 4.005E+01, 6.043E+01, 1.431E+00
 5.007E+01, 4.833E+01, 1.290E+00
 6.004E+01, 5.744E+01, 1.090E+00
 7.002E+01, 5.924E+01, 1.289E+00
 8.003E+01, 6.207E+01, 1.356E+00
 9.000E+01, 6.428E+01, 1.183E+00
 1.000E+02, 7.348E+01, 1.094E+00
 1.100E+02, 7.598E+01, 1.179E+00
 1.200E+02, 7.687E+01, 1.068E+00
 1.300E+02, 7.837E+01, 1.016E+00
 1.401E+02, 7.646E+01, 1.056E+00
 1.500E+02, 8.570E+01, 1.078E+00
 1.600E+02, 8.954E+01, 1.118E+00
 1.700E+02, 8.686E+01, 9.552E-01
 1.801E+02, 8.620E+01, 9.631E-01
 1.900E+02, 8.979E+01, 9.442E-01
 2.001E+02, 8.514E+01, 9.811E-01
 2.100E+02, 9.340E+01, 9.471E-01
 2.200E+02, 8.633E+01, 1.013E+00
 2.301E+02, 8.259E+01, 1.020E+00
 2.400E+02, 8.546E+01, 9.799E-01
 2.501E+02, 8.749E+01, 8.771E-01
 2.600E+02, 8.439E+01, 7.521E-01
 2.700E+02, 8.266E+01, 6.757E-01
 2.800E+02, 8.316E+01, 6.870E-01
 2.901E+02, 8.169E+01, 7.864E-01
 3.000E+02, 8.549E+01, 8.809E-01
 3.100E+02, 8.711E+01, 8.455E-01
 3.201E+02, 8.521E+01, 8.057E-01
 3.300E+02, 8.134E+01, 7.907E-01
 3.401E+02, 8.184E+01, 7.021E-01
 3.501E+02, 8.181E+01, 6.281E-01
 3.600E+02, 8.795E+01, 6.682E-01
 3.701E+02, 9.005E+01, 6.513E-01
 3.800E+02, 8.495E+01, 6.691E-01
 3.900E+02, 7.950E+01, 7.190E-01
 4.001E+02, 7.751E+01, 7.832E-01
 4.101E+02, 8.093E+01, 7.393E-01
 4.201E+02, 8.556E+01, 6.115E-01
 4.301E+02, 8.621E+01, 5.989E-01
 4.400E+02, 8.672E+01, 6.404E-01
 4.500E+02, 8.399E+01, 6.754E-01
 4.601E+02, 8.648E+01, 7.226E-01
 4.700E+02, 8.805E+01, 6.956E-01
 4.801E+02, 8.574E+01, 6.745E-01
