m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 5.276E+01, 2.000E-02, 3.113E+01,-1.007E+00
 6.860E-02, 5.610E+01, 6.865E-02, 2.956E+01,-1.024E+00
 1.172E-01, 5.848E+01, 1.173E-01, 2.934E+01,-1.023E+00
 1.658E-01, 5.943E+01, 1.659E-01, 2.934E+01,-1.016E+00
 2.144E-01, 6.075E+01, 2.146E-01, 2.937E+01,-1.021E+00
 2.630E-01, 6.251E+01, 2.632E-01, 2.940E+01,-1.017E+00
 3.116E-01, 6.692E+01, 3.119E-01, 2.943E+01,-9.995E-01
 3.602E-01, 7.354E+01, 3.605E-01, 2.945E+01,-9.701E-01
 4.088E-01, 8.008E+01, 4.092E-01, 2.946E+01,-9.466E-01
 4.574E-01, 8.481E+01, 4.578E-01, 2.948E+01,-9.285E-01
 5.060E-01, 8.790E+01, 5.065E-01, 2.950E+01,-9.013E-01
 5.547E-01, 9.168E+01, 5.551E-01, 2.952E+01,-8.569E-01
 6.033E-01, 9.644E+01, 6.038E-01, 2.954E+01,-8.345E-01
 6.519E-01, 1.051E+02, 6.524E-01, 2.957E+01,-8.116E-01
 7.005E-01, 1.193E+02, 7.011E-01, 2.960E+01,-7.596E-01
 7.491E-01, 1.355E+02, 7.497E-01, 2.984E+01,-7.173E-01
 7.977E-01, 1.477E+02, 7.984E-01, 3.203E+01,-6.631E-01
 8.463E-01, 1.612E+02, 8.470E-01, 4.009E+01,-5.584E-01
 8.949E-01, 1.750E+02, 8.957E-01, 5.665E+01,-3.948E-01
 9.435E-01, 1.853E+02, 9.443E-01, 8.400E+01,-1.210E-01
 9.921E-01, 1.937E+02, 9.930E-01, 1.215E+02, 3.956E-01
 1.041E+00, 2.014E+02, 1.042E+00, 1.566E+02, 7.406E-01
 1.089E+00, 2.076E+02, 1.090E+00, 1.811E+02, 1.066E+00
 1.138E+00, 2.136E+02, 1.139E+00, 1.936E+02, 1.209E+00
 1.187E+00, 2.187E+02, 1.188E+00, 2.006E+02, 1.269E+00
 1.235E+00, 2.228E+02, 1.236E+00, 2.056E+02, 1.330E+00
 1.284E+00, 2.272E+02, 1.285E+00, 2.098E+02, 1.401E+00
 1.332E+00, 2.328E+02, 1.334E+00, 2.135E+02, 1.492E+00
 1.381E+00, 2.364E+02, 1.382E+00, 2.173E+02, 1.566E+00
 1.430E+00, 2.388E+02, 1.431E+00, 2.213E+02, 1.679E+00
 1.478E+00, 2.397E+02, 1.479E+00, 2.251E+02, 1.807E+00
 1.527E+00, 2.400E+02, 1.528E+00, 2.278E+02, 1.940E+00
 1.575E+00, 2.403E+02, 1.577E+00, 2.299E+02, 2.092E+00
 1.624E+00, 2.413E+02, 1.625E+00, 2.316E+02, 2.255E+00
 1.673E+00, 2.421E+02, 1.674E+00, 2.335E+02, 2.435E+00
 1.721E+00, 2.424E+02, 1.723E+00, 2.361E+02, 2.715E+00
 1.770E+00, 2.424E+02, 1.771E+00, 2.389E+02, 2.942E+00
 1.818E+00, 2.419E+02, 1.820E+00, 2.396E+02, 2.218E+00
 1.867E+00, 2.414E+02,NaN,NaN,NaN
 1.916E+00, 2.421E+02,NaN,NaN,NaN
 1.964E+00, 2.429E+02,NaN,NaN,NaN
 2.013E+00, 2.436E+02,NaN,NaN,NaN
 2.061E+00, 2.434E+02,NaN,NaN,NaN
 2.110E+00, 2.392E+02,NaN,NaN,NaN
