s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 2.000E+01, 1.718E+00
 1.001E+01, 2.000E+01, 1.518E+00
 2.001E+01, 2.002E+01, 1.859E-01
 3.001E+01, 2.004E+01, 1.390E-01
 4.001E+01, 3.645E+01, 1.489E+00
 5.003E+01, 5.407E+01, 1.442E+00
 6.002E+01, 6.734E+01, 1.458E+00
 7.003E+01, 7.212E+01, 1.288E+00
 8.002E+01, 6.994E+01, 1.329E+00
 9.002E+01, 7.008E+01, 1.191E+00
 1.000E+02, 6.709E+01, 1.177E+00
 1.100E+02, 7.117E+01, 1.175E+00
 1.200E+02, 7.497E+01, 1.040E+00
 1.300E+02, 8.024E+01, 1.098E+00
 1.400E+02, 8.390E+01, 1.095E+00
 1.500E+02, 8.206E+01, 1.149E+00
 1.600E+02, 8.852E+01, 1.060E+00
 1.700E+02, 9.405E+01, 1.005E+00
 1.800E+02, 8.814E+01, 1.027E+00
 1.901E+02, 9.275E+01, 9.109E-01
 2.000E+02, 9.696E+01, 9.035E-01
 2.101E+02, 9.696E+01, 1.022E+00
 2.200E+02, 1.008E+02, 1.018E+00
 2.300E+02, 1.015E+02, 1.036E+00
 2.401E+02, 1.015E+02, 9.553E-01
 2.501E+02, 1.060E+02, 8.489E-01
 2.600E+02, 1.078E+02, 7.951E-01
 2.701E+02, 1.066E+02, 8.063E-01
 2.800E+02, 1.080E+02, 8.681E-01
 2.900E+02, 1.084E+02, 9.677E-01
 3.001E+02, 1.089E+02, 1.014E+00
 3.100E+02, 1.169E+02, 1.006E+00
 3.201E+02, 1.105E+02, 9.068E-01
 3.300E+02, 1.114E+02, 8.623E-01
 3.400E+02, 1.159E+02, 8.491E-01
 3.500E+02, 1.183E+02, 8.919E-01
 3.600E+02, 1.162E+02, 8.785E-01
 3.700E+02, 1.192E+02, 8.929E-01
 3.800E+02, 1.235E+02, 9.207E-01
 3.901E+02, 1.262E+02, 9.078E-01
 4.001E+02, 1.246E+02, 9.191E-01
 4.100E+02, 1.277E+02, 8.742E-01
 4.201E+02, 1.260E+02, 9.048E-01
 4.300E+02, 1.304E+02, 9.156E-01
 4.400E+02, 1.247E+02, 8.507E-01
 4.500E+02, 1.278E+02, 8.593E-01
 4.600E+02, 1.298E+02, 9.030E-01
 4.700E+02, 1.278E+02, 8.946E-01
 4.800E+02, 1.243E+02, 8.718E-01
 4.900E+02, 1.230E+02, 8.701E-01
 5.000E+02, 1.293E+02, 8.069E-01
 5.101E+02, 1.208E+02, 8.945E-01
 5.200E+02, 1.277E+02, 8.730E-01
 5.301E+02, 1.317E+02, 8.381E-01
 5.401E+02, 1.327E+02, 8.715E-01
 5.500E+02, 1.283E+02, 8.533E-01
 5.600E+02, 1.281E+02, 8.436E-01
 5.701E+02, 1.268E+02, 8.801E-01
 5.800E+02, 1.335E+02, 8.716E-01
 5.900E+02, 1.323E+02, 8.897E-01
 6.000E+02, 1.341E+02, 8.770E-01
 6.100E+02, 1.300E+02, 9.002E-01
 6.201E+02, 1.330E+02, 8.693E-01
 6.300E+02, 1.333E+02, 8.679E-01
 6.400E+02, 1.354E+02, 8.434E-01
 6.500E+02, 1.332E+02, 8.718E-01
 6.600E+02, 1.356E+02, 8.963E-01
 6.701E+02, 1.382E+02, 8.748E-01
 6.800E+02, 1.361E+02, 9.140E-01
 6.900E+02, 1.402E+02, 8.516E-01
 7.000E+02, 1.296E+02, 8.441E-01
 7.100E+02, 1.306E+02, 8.799E-01
 7.200E+02, 1.346E+02, 8.459E-01
 7.300E+02, 1.340E+02, 8.581E-01
 7.400E+02, 1.371E+02, 8.891E-01
 7.500E+02, 1.351E+02, 8.588E-01
 7.600E+02, 1.375E+02, 8.901E-01
 7.700E+02, 1.354E+02, 8.653E-01
 7.800E+02, 1.351E+02, 8.554E-01
 7.900E+02, 1.341E+02, 8.502E-01
 8.001E+02, 1.398E+02, 8.645E-01
 8.100E+02, 1.417E+02, 9.349E-01
 8.200E+02, 1.374E+02, 9.044E-01
 8.300E+02, 1.353E+02, 8.499E-01
 8.401E+02, 1.354E+02, 8.213E-01
 8.500E+02, 1.364E+02, 8.725E-01
 8.600E+02, 1.361E+02, 9.025E-01
 8.701E+02, 1.371E+02, 9.143E-01
 8.800E+02, 1.478E+02, 8.903E-01
 8.900E+02, 1.393E+02, 8.627E-01
 9.000E+02, 1.425E+02, 8.663E-01
 9.100E+02, 1.344E+02, 9.135E-01
 9.200E+02, 1.423E+02, 9.124E-01
 9.300E+02, 1.406E+02, 9.482E-01
 9.400E+02, 1.448E+02, 9.149E-01
 9.500E+02, 1.454E+02, 9.167E-01
 9.600E+02, 1.365E+02, 8.914E-01
 9.700E+02, 1.427E+02, 8.810E-01
 9.800E+02, 1.386E+02, 9.201E-01
 9.900E+02, 1.414E+02, 8.785E-01
 1.000E+03, 1.423E+02, 8.700E-01
 1.010E+03, 1.419E+02, 8.627E-01
 1.020E+03, 1.437E+02, 8.955E-01
 1.030E+03, 1.390E+02, 9.077E-01
 1.040E+03, 1.433E+02, 9.068E-01
 1.050E+03, 1.411E+02, 9.111E-01
 1.060E+03, 1.400E+02, 8.632E-01
 1.070E+03, 1.320E+02, 7.877E-01
 1.080E+03, 1.366E+02, 8.494E-01
 1.090E+03, 1.408E+02, 8.702E-01
 1.100E+03, 1.343E+02, 8.945E-01
 1.110E+03, 1.329E+02, 8.432E-01
 1.120E+03, 1.347E+02, 8.846E-01
 1.130E+03, 1.450E+02, 8.877E-01
 1.140E+03, 1.373E+02, 8.702E-01
 1.150E+03, 1.356E+02, 8.783E-01
 1.160E+03, 1.351E+02, 9.088E-01
 1.170E+03, 1.386E+02, 8.910E-01
 1.180E+03, 1.372E+02, 8.549E-01
 1.190E+03, 1.354E+02, 8.546E-01
 1.200E+03, 1.429E+02, 8.296E-01
 1.210E+03, 1.418E+02, 8.788E-01
 1.220E+03, 1.410E+02, 8.935E-01
 1.230E+03, 1.405E+02, 9.140E-01
 1.240E+03, 1.464E+02, 9.246E-01
 1.250E+03, 1.412E+02, 8.906E-01
 1.260E+03, 1.392E+02, 8.311E-01
 1.270E+03, 1.409E+02, 8.259E-01
 1.280E+03, 1.382E+02, 8.586E-01
 1.290E+03, 1.294E+02, 8.570E-01
 1.300E+03, 1.327E+02, 8.241E-01
 1.310E+03, 1.387E+02, 8.709E-01
 1.320E+03, 1.394E+02, 8.553E-01
 1.330E+03, 1.395E+02, 8.403E-01
 1.340E+03, 1.392E+02, 8.036E-01
 1.350E+03, 1.316E+02, 8.963E-01
 1.360E+03, 1.378E+02, 8.547E-01
 1.370E+03, 1.348E+02, 8.533E-01
 1.380E+03, 1.431E+02, 8.941E-01
 1.390E+03, 1.405E+02, 8.402E-01
 1.400E+03, 1.414E+02, 8.586E-01
 1.410E+03, 1.424E+02, 8.878E-01
 1.420E+03, 1.419E+02, 8.922E-01
 1.430E+03, 1.432E+02, 9.375E-01
 1.440E+03, 1.418E+02, 9.198E-01
 1.450E+03, 1.376E+02, 8.680E-01
 1.460E+03, 1.437E+02, 8.943E-01
 1.470E+03, 1.390E+02, 8.941E-01
 1.480E+03, 1.401E+02, 8.456E-01
 1.490E+03, 1.374E+02, 8.265E-01
 1.500E+03, 1.378E+02, 8.663E-01
 1.510E+03, 1.388E+02, 9.220E-01
 1.520E+03, 1.363E+02, 9.413E-01
 1.530E+03, 1.391E+02, 8.804E-01
 1.540E+03, 1.451E+02, 9.009E-01
 1.550E+03, 1.420E+02, 9.197E-01
 1.560E+03, 1.410E+02, 8.918E-01
 1.570E+03, 1.411E+02, 9.100E-01
 1.580E+03, 1.446E+02, 9.054E-01
 1.590E+03, 1.367E+02, 8.681E-01
