s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 2.600E+01, 1.558E+00
 1.000E+01, 2.600E+01, 1.665E+00
 2.004E+01, 2.602E+01, 5.906E-01
 3.001E+01, 2.604E+01, 2.549E-01
 4.002E+01, 4.958E+01, 1.093E+00
 5.004E+01, 6.419E+01, 1.509E+00
 6.004E+01, 7.519E+01, 8.878E-01
 7.001E+01, 8.019E+01, 8.269E-01
 8.005E+01, 7.966E+01, 1.028E+00
 9.001E+01, 8.462E+01, 1.281E+00
 1.000E+02, 8.872E+01, 1.325E+00
 1.101E+02, 9.642E+01, 1.392E+00
 1.200E+02, 1.073E+02, 1.343E+00
 1.300E+02, 1.116E+02, 1.281E+00
 1.400E+02, 1.163E+02, 1.312E+00
 1.500E+02, 1.187E+02, 1.196E+00
 1.601E+02, 1.228E+02, 1.198E+00
 1.700E+02, 1.238E+02, 1.234E+00
 1.800E+02, 1.224E+02, 1.186E+00
 1.900E+02, 1.248E+02, 1.154E+00
 2.000E+02, 1.304E+02, 1.071E+00
 2.101E+02, 1.280E+02, 1.090E+00
 2.200E+02, 1.219E+02, 1.108E+00
 2.300E+02, 1.258E+02, 1.040E+00
 2.400E+02, 1.184E+02, 9.835E-01
 2.500E+02, 1.259E+02, 9.729E-01
 2.600E+02, 1.326E+02, 1.061E+00
 2.700E+02, 1.328E+02, 1.095E+00
 2.800E+02, 1.357E+02, 1.080E+00
 2.900E+02, 1.416E+02, 1.049E+00
 3.000E+02, 1.498E+02, 1.056E+00
 3.100E+02, 1.567E+02, 1.065E+00
 3.200E+02, 1.578E+02, 1.177E+00
 3.300E+02, 1.463E+02, 1.124E+00
 3.400E+02, 1.459E+02, 9.981E-01
 3.500E+02, 1.458E+02, 1.019E+00
 3.601E+02, 1.555E+02, 1.016E+00
 3.700E+02, 1.602E+02, 1.004E+00
 3.800E+02, 1.548E+02, 1.020E+00
 3.900E+02, 1.492E+02, 1.015E+00
 4.000E+02, 1.540E+02, 1.029E+00
 4.100E+02, 1.571E+02, 1.053E+00
 4.200E+02, 1.617E+02, 1.091E+00
 4.300E+02, 1.619E+02, 1.141E+00
 4.400E+02, 1.650E+02, 1.050E+00
 4.500E+02, 1.691E+02, 9.453E-01
 4.600E+02, 1.610E+02, 1.026E+00
 4.700E+02, 1.644E+02, 1.030E+00
 4.800E+02, 1.682E+02, 1.062E+00
 4.900E+02, 1.669E+02, 1.048E+00
 5.000E+02, 1.630E+02, 1.093E+00
 5.100E+02, 1.665E+02, 1.063E+00
 5.200E+02, 1.637E+02, 1.053E+00
 5.300E+02, 1.745E+02, 1.142E+00
 5.400E+02, 1.767E+02, 1.127E+00
 5.500E+02, 1.811E+02, 1.204E+00
 5.600E+02, 1.737E+02, 1.069E+00
 5.700E+02, 1.771E+02, 1.052E+00
 5.800E+02, 1.756E+02, 1.126E+00
 5.900E+02, 1.850E+02, 1.103E+00
 6.000E+02, 1.867E+02, 1.101E+00
 6.100E+02, 1.784E+02, 1.098E+00
 6.200E+02, 1.882E+02, 1.189E+00
 6.300E+02, 1.840E+02, 1.080E+00
 6.400E+02, 1.809E+02, 1.052E+00
 6.500E+02, 1.802E+02, 1.158E+00
 6.600E+02, 1.826E+02, 1.130E+00
 6.700E+02, 1.886E+02, 1.063E+00
 6.800E+02, 1.884E+02, 1.092E+00
 6.900E+02, 1.878E+02, 1.089E+00
 7.000E+02, 1.866E+02, 1.119E+00
 7.100E+02, 1.825E+02, 1.061E+00
 7.200E+02, 1.940E+02, 1.134E+00
 7.300E+02, 1.901E+02, 1.198E+00
 7.400E+02, 1.913E+02, 1.164E+00
 7.500E+02, 2.008E+02, 1.063E+00
 7.601E+02, 1.794E+02, 1.139E+00
 7.700E+02, 1.755E+02, 1.151E+00
 7.800E+02, 1.840E+02, 1.100E+00
 7.900E+02, 1.816E+02, 1.076E+00
 8.000E+02, 1.868E+02, 1.069E+00
 8.100E+02, 1.794E+02, 1.083E+00
 8.200E+02, 1.907E+02, 1.165E+00
 8.300E+02, 1.950E+02, 1.100E+00
 8.400E+02, 1.943E+02, 1.131E+00
 8.500E+02, 1.921E+02, 1.149E+00
 8.600E+02, 1.992E+02, 1.110E+00
 8.700E+02, 1.874E+02, 1.134E+00
 8.800E+02, 1.812E+02, 1.119E+00
 8.900E+02, 1.773E+02, 9.981E-01
 9.000E+02, 1.846E+02, 1.064E+00
 9.100E+02, 1.840E+02, 1.146E+00
 9.200E+02, 1.865E+02, 1.068E+00
 9.300E+02, 1.930E+02, 1.074E+00
 9.400E+02, 1.917E+02, 1.123E+00
 9.500E+02, 1.836E+02, 1.125E+00
 9.600E+02, 1.905E+02, 1.089E+00
 9.700E+02, 1.824E+02, 1.087E+00
 9.800E+02, 1.824E+02, 1.069E+00
 9.900E+02, 1.922E+02, 1.133E+00
 1.000E+03, 1.919E+02, 1.135E+00
 1.010E+03, 1.836E+02, 1.096E+00
 1.020E+03, 1.778E+02, 1.062E+00
 1.030E+03, 1.834E+02, 1.057E+00
 1.040E+03, 1.833E+02, 1.037E+00
 1.050E+03, 1.831E+02, 1.054E+00
 1.060E+03, 1.852E+02, 1.109E+00
 1.070E+03, 1.918E+02, 1.070E+00
 1.080E+03, 2.004E+02, 1.101E+00
 1.090E+03, 1.920E+02, 1.165E+00
 1.100E+03, 1.838E+02, 1.030E+00
 1.110E+03, 1.879E+02, 1.030E+00
 1.120E+03, 1.917E+02, 1.104E+00
 1.130E+03, 1.868E+02, 1.099E+00
 1.140E+03, 1.849E+02, 1.101E+00
 1.150E+03, 1.851E+02, 9.837E-01
 1.160E+03, 1.832E+02, 1.038E+00
 1.170E+03, 1.775E+02, 1.138E+00
 1.180E+03, 1.809E+02, 1.014E+00
 1.190E+03, 1.867E+02, 1.031E+00
 1.200E+03, 1.963E+02, 1.037E+00
 1.210E+03, 1.893E+02, 1.053E+00
 1.220E+03, 1.876E+02, 1.122E+00
 1.230E+03, 1.854E+02, 1.039E+00
 1.240E+03, 1.857E+02, 1.057E+00
 1.250E+03, 1.873E+02, 1.028E+00
 1.260E+03, 1.881E+02, 1.054E+00
 1.270E+03, 1.850E+02, 1.084E+00
 1.280E+03, 1.857E+02, 1.053E+00
 1.290E+03, 1.896E+02, 1.075E+00
 1.300E+03, 1.916E+02, 1.063E+00
 1.310E+03, 1.974E+02, 1.046E+00
 1.320E+03, 1.877E+02, 1.066E+00
 1.330E+03, 1.916E+02, 1.067E+00
 1.340E+03, 1.844E+02, 1.064E+00
 1.350E+03, 1.890E+02, 1.042E+00
 1.360E+03, 1.892E+02, 1.011E+00
 1.370E+03, 1.860E+02, 1.124E+00
 1.380E+03, 1.853E+02, 1.135E+00
 1.390E+03, 1.901E+02, 1.084E+00
 1.400E+03, 1.907E+02, 9.981E-01
 1.410E+03, 1.900E+02, 1.085E+00
 1.420E+03, 1.903E+02, 1.139E+00
 1.430E+03, 1.910E+02, 1.071E+00
 1.440E+03, 1.913E+02, 1.109E+00
 1.450E+03, 1.831E+02, 1.038E+00
 1.460E+03, 1.850E+02, 1.016E+00
 1.470E+03, 1.888E+02, 1.106E+00
 1.480E+03, 1.942E+02, 1.089E+00
 1.490E+03, 2.022E+02, 1.135E+00
 1.500E+03, 1.937E+02, 1.141E+00
 1.510E+03, 1.865E+02, 1.092E+00
 1.520E+03, 1.855E+02, 9.599E-01
 1.530E+03, 1.874E+02, 1.079E+00
 1.540E+03, 1.839E+02, 1.134E+00
 1.550E+03, 1.850E+02, 1.063E+00
 1.560E+03, 1.898E+02, 1.030E+00
 1.570E+03, 1.822E+02, 1.060E+00
 1.580E+03, 1.843E+02, 1.088E+00
 1.590E+03, 1.916E+02, 1.107E+00
 1.600E+03, 1.894E+02, 1.093E+00
 1.610E+03, 1.929E+02, 1.062E+00
 1.620E+03, 1.868E+02, 1.065E+00
 1.630E+03, 1.934E+02, 1.139E+00
 1.640E+03, 1.928E+02, 1.090E+00
 1.650E+03, 1.915E+02, 1.034E+00
 1.660E+03, 1.861E+02, 1.076E+00
 1.670E+03, 1.900E+02, 1.122E+00
 1.680E+03, 1.872E+02, 1.083E+00
 1.690E+03, 1.938E+02, 1.058E+00
 1.700E+03, 1.850E+02, 1.119E+00
 1.710E+03, 1.868E+02, 1.046E+00
 1.720E+03, 1.903E+02, 1.042E+00
 1.730E+03, 1.899E+02, 1.079E+00
 1.740E+03, 1.883E+02, 1.079E+00
 1.750E+03, 1.908E+02, 1.016E+00
 1.760E+03, 1.848E+02, 1.031E+00
 1.770E+03, 1.820E+02, 1.107E+00
 1.780E+03, 1.823E+02, 9.959E-01
 1.790E+03, 1.862E+02, 9.756E-01
 1.800E+03, 1.821E+02, 1.113E+00
