m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 5.568E+01, 2.000E-02, 2.600E+01, 0.000E+00
 6.860E-02, 5.529E+01, 6.865E-02, 2.600E+01, 0.000E+00
 1.172E-01, 5.554E+01, 1.173E-01, 2.600E+01, 0.000E+00
 1.658E-01, 5.595E+01, 1.659E-01, 2.600E+01, 0.000E+00
 2.144E-01, 5.638E+01, 2.146E-01, 2.600E+01, 0.000E+00
 2.630E-01, 5.642E+01, 2.632E-01, 2.600E+01, 0.000E+00
 3.116E-01, 5.652E+01, 3.119E-01, 2.600E+01, 0.000E+00
 3.602E-01, 5.711E+01, 3.605E-01, 2.600E+01, 0.000E+00
 4.088E-01, 5.761E+01, 4.092E-01, 2.600E+01, 0.000E+00
 4.574E-01, 5.772E+01, 4.578E-01, 2.600E+01, 0.000E+00
 5.060E-01, 5.813E+01, 5.065E-01, 2.600E+01, 0.000E+00
 5.547E-01, 5.864E+01, 5.551E-01, 2.600E+01, 0.000E+00
 6.033E-01, 5.942E+01, 6.038E-01, 2.600E+01, 0.000E+00
 6.519E-01, 6.003E+01, 6.524E-01, 2.600E+01, 0.000E+00
 7.005E-01, 6.037E+01, 7.011E-01, 2.600E+01, 0.000E+00
 7.491E-01, 6.060E+01, 7.497E-01, 2.600E+01, 0.000E+00
 7.977E-01, 6.181E+01, 7.984E-01, 2.600E+01, 0.000E+00
 8.463E-01, 6.396E+01, 8.470E-01, 2.600E+01, 0.000E+00
 8.949E-01, 6.685E+01, 8.957E-01, 2.600E+01, 0.000E+00
 9.435E-01, 7.071E+01, 9.443E-01, 2.642E+01,-9.078E-01
 9.921E-01, 7.303E+01, 9.930E-01, 2.629E+01,-9.502E-01
 1.041E+00, 7.580E+01, 1.042E+00, 2.630E+01,-8.149E-01
 1.089E+00, 7.959E+01, 1.090E+00, 2.632E+01,-7.249E-01
 1.138E+00, 9.074E+01, 1.139E+00, 2.635E+01,-6.464E-01
 1.187E+00, 1.090E+02, 1.188E+00, 2.636E+01,-5.860E-01
 1.235E+00, 1.451E+02, 1.236E+00, 2.639E+01,-5.248E-01
 1.284E+00, 1.804E+02, 1.285E+00, 2.730E+01,-4.664E-01
 1.332E+00, 1.994E+02, 1.334E+00, 3.460E+01,-3.775E-01
 1.381E+00, 2.056E+02, 1.382E+00, 5.581E+01,-1.758E-01
 1.430E+00, 2.082E+02, 1.431E+00, 9.145E+01, 2.379E-01
 1.478E+00, 2.104E+02, 1.479E+00, 1.335E+02, 6.966E-01
 1.527E+00, 2.125E+02, 1.528E+00, 1.616E+02, 8.969E-01
 1.575E+00, 2.146E+02, 1.577E+00, 1.729E+02, 1.058E+00
 1.624E+00, 2.158E+02, 1.625E+00, 1.803E+02, 1.161E+00
 1.673E+00, 2.166E+02, 1.674E+00, 1.930E+02, 1.369E+00
 1.721E+00, 2.176E+02, 1.723E+00, 2.071E+02, 1.653E+00
 1.770E+00, 2.184E+02, 1.771E+00, 2.145E+02, 1.898E+00
 1.818E+00, 2.188E+02, 1.820E+00, 2.161E+02, 1.385E+00
 1.867E+00, 2.186E+02,NaN,NaN,NaN
 1.916E+00, 2.192E+02,NaN,NaN,NaN
 1.964E+00, 2.202E+02,NaN,NaN,NaN
 2.013E+00, 2.214E+02,NaN,NaN,NaN
 2.061E+00, 2.229E+02,NaN,NaN,NaN
 2.110E+00, 2.210E+02,NaN,NaN,NaN
