m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.866E+01, 2.000E-02, 3.155E+01,-5.738E-01
 6.860E-02, 3.961E+01, 6.865E-02, 3.044E+01,-5.745E-01
 1.172E-01, 4.083E+01, 1.173E-01, 3.028E+01,-5.728E-01
 1.658E-01, 4.193E+01, 1.659E-01, 3.025E+01,-5.740E-01
 2.144E-01, 4.277E+01, 2.146E-01, 3.025E+01,-5.715E-01
 2.630E-01, 4.298E+01, 2.632E-01, 3.026E+01,-5.634E-01
 3.116E-01, 4.319E+01, 3.119E-01, 3.027E+01,-5.538E-01
 3.602E-01, 4.356E+01, 3.605E-01, 3.028E+01,-5.464E-01
 4.088E-01, 4.418E+01, 4.092E-01, 3.030E+01,-5.329E-01
 4.574E-01, 4.538E+01, 4.578E-01, 3.031E+01,-5.229E-01
 5.060E-01, 4.647E+01, 5.065E-01, 3.033E+01,-5.165E-01
 5.547E-01, 4.726E+01, 5.551E-01, 3.036E+01,-4.919E-01
 6.033E-01, 4.792E+01, 6.038E-01, 3.039E+01,-4.720E-01
 6.519E-01, 4.862E+01, 6.524E-01, 3.041E+01,-4.557E-01
 7.005E-01, 4.931E+01, 7.011E-01, 3.043E+01,-4.386E-01
 7.491E-01, 5.001E+01, 7.497E-01, 3.045E+01,-4.259E-01
 7.977E-01, 5.109E+01, 7.984E-01, 3.047E+01,-3.969E-01
 8.463E-01, 5.213E+01, 8.470E-01, 3.055E+01,-3.699E-01
 8.949E-01, 5.312E+01, 8.957E-01, 3.147E+01,-3.470E-01
 9.435E-01, 5.385E+01, 9.443E-01, 3.499E+01,-2.574E-01
 9.921E-01, 5.471E+01, 9.930E-01, 3.989E+01,-1.385E-01
 1.041E+00, 5.658E+01, 1.042E+00, 4.392E+01, 5.001E-03
 1.089E+00, 6.322E+01, 1.090E+00, 4.719E+01, 1.630E-01
 1.138E+00, 7.515E+01, 1.139E+00, 4.999E+01, 2.856E-01
 1.187E+00, 9.416E+01, 1.188E+00, 5.368E+01, 3.924E-01
 1.235E+00, 1.171E+02, 1.236E+00, 6.025E+01, 4.966E-01
 1.284E+00, 1.411E+02, 1.285E+00, 7.281E+01, 6.043E-01
 1.332E+00, 1.585E+02, 1.334E+00, 8.744E+01, 7.120E-01
 1.381E+00, 1.724E+02, 1.382E+00, 1.027E+02, 8.226E-01
 1.430E+00, 1.787E+02, 1.431E+00, 1.198E+02, 9.383E-01
 1.478E+00, 1.814E+02, 1.479E+00, 1.326E+02, 1.043E+00
 1.527E+00, 1.826E+02, 1.528E+00, 1.412E+02, 1.124E+00
 1.575E+00, 1.837E+02, 1.577E+00, 1.444E+02, 1.215E+00
 1.624E+00, 1.844E+02, 1.625E+00, 1.477E+02, 1.348E+00
 1.673E+00, 1.844E+02, 1.674E+00, 1.580E+02, 1.531E+00
 1.721E+00, 1.842E+02, 1.723E+00, 1.724E+02, 1.806E+00
 1.770E+00, 1.845E+02, 1.771E+00, 1.823E+02, 1.974E+00
 1.818E+00, 1.847E+02, 1.820E+00, 1.850E+02, 1.291E+00
 1.867E+00, 1.848E+02,NaN,NaN,NaN
 1.916E+00, 1.846E+02,NaN,NaN,NaN
 1.964E+00, 1.850E+02,NaN,NaN,NaN
 2.013E+00, 1.863E+02,NaN,NaN,NaN
 2.061E+00, 1.869E+02,NaN,NaN,NaN
 2.110E+00, 1.848E+02,NaN,NaN,NaN
