m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.198E+01, 2.000E-02, 2.103E+01,-7.554E-01
 6.860E-02, 3.286E+01, 6.865E-02, 2.023E+01,-7.535E-01
 1.172E-01, 3.407E+01, 1.173E-01, 2.012E+01,-7.469E-01
 1.658E-01, 3.442E+01, 1.659E-01, 2.011E+01,-7.370E-01
 2.144E-01, 3.454E+01, 2.146E-01, 2.012E+01,-7.285E-01
 2.630E-01, 3.492E+01, 2.632E-01, 2.013E+01,-7.154E-01
 3.116E-01, 3.619E+01, 3.119E-01, 2.014E+01,-7.049E-01
 3.602E-01, 3.787E+01, 3.605E-01, 2.014E+01,-6.848E-01
 4.088E-01, 3.923E+01, 4.092E-01, 2.015E+01,-6.667E-01
 4.574E-01, 4.011E+01, 4.578E-01, 2.016E+01,-6.478E-01
 5.060E-01, 4.119E+01, 5.065E-01, 2.017E+01,-6.208E-01
 5.547E-01, 4.216E+01, 5.551E-01, 2.019E+01,-5.995E-01
 6.033E-01, 4.305E+01, 6.038E-01, 2.021E+01,-5.808E-01
 6.519E-01, 4.387E+01, 6.524E-01, 2.022E+01,-5.535E-01
 7.005E-01, 4.465E+01, 7.011E-01, 2.023E+01,-5.312E-01
 7.491E-01, 4.558E+01, 7.497E-01, 2.023E+01,-5.045E-01
 7.977E-01, 4.639E+01, 7.984E-01, 2.025E+01,-4.763E-01
 8.463E-01, 4.750E+01, 8.470E-01, 2.027E+01,-4.414E-01
 8.949E-01, 4.970E+01, 8.957E-01, 2.056E+01,-3.983E-01
 9.435E-01, 5.358E+01, 9.443E-01, 2.288E+01,-3.502E-01
 9.921E-01, 6.109E+01, 9.930E-01, 2.987E+01,-2.034E-01
 1.041E+00, 7.397E+01, 1.042E+00, 3.955E+01, 1.954E-02
 1.089E+00, 9.042E+01, 1.090E+00, 4.901E+01, 2.041E-01
 1.138E+00, 1.042E+02, 1.139E+00, 6.464E+01, 4.652E-01
 1.187E+00, 1.185E+02, 1.188E+00, 8.205E+01, 6.625E-01
 1.235E+00, 1.329E+02, 1.236E+00, 1.037E+02, 8.794E-01
 1.284E+00, 1.455E+02, 1.285E+00, 1.249E+02, 1.076E+00
 1.332E+00, 1.526E+02, 1.334E+00, 1.349E+02, 1.186E+00
 1.381E+00, 1.572E+02, 1.382E+00, 1.396E+02, 1.249E+00
 1.430E+00, 1.607E+02, 1.431E+00, 1.439E+02, 1.298E+00
 1.478E+00, 1.638E+02, 1.479E+00, 1.473E+02, 1.408E+00
 1.527E+00, 1.664E+02, 1.528E+00, 1.513E+02, 1.512E+00
 1.575E+00, 1.686E+02, 1.577E+00, 1.561E+02, 1.609E+00
 1.624E+00, 1.709E+02, 1.625E+00, 1.607E+02, 1.772E+00
 1.673E+00, 1.719E+02, 1.674E+00, 1.620E+02, 1.893E+00
 1.721E+00, 1.728E+02, 1.723E+00, 1.622E+02, 2.044E+00
 1.770E+00, 1.732E+02, 1.771E+00, 1.635E+02, 2.231E+00
 1.818E+00, 1.743E+02, 1.820E+00, 1.643E+02, 1.790E+00
 1.867E+00, 1.756E+02,NaN,NaN,NaN
 1.916E+00, 1.771E+02,NaN,NaN,NaN
 1.964E+00, 1.783E+02,NaN,NaN,NaN
 2.013E+00, 1.790E+02,NaN,NaN,NaN
 2.061E+00, 1.798E+02,NaN,NaN,NaN
 2.110E+00, 1.771E+02,NaN,NaN,NaN
