m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 2.674E+01, 2.000E-02, 1.573E+01,-7.753E-01
 6.860E-02, 2.717E+01, 6.865E-02, 1.517E+01,-7.844E-01
 1.172E-01, 2.861E+01, 1.173E-01, 1.507E+01,-7.759E-01
 1.658E-01, 2.977E+01, 1.659E-01, 1.507E+01,-7.766E-01
 2.144E-01, 3.100E+01, 2.146E-01, 1.508E+01,-7.709E-01
 2.630E-01, 3.239E+01, 2.632E-01, 1.509E+01,-7.691E-01
 3.116E-01, 3.348E+01, 3.119E-01, 1.510E+01,-7.631E-01
 3.602E-01, 3.417E+01, 3.605E-01, 1.511E+01,-7.542E-01
 4.088E-01, 3.537E+01, 4.092E-01, 1.511E+01,-7.387E-01
 4.574E-01, 3.703E+01, 4.578E-01, 1.511E+01,-7.200E-01
 5.060E-01, 3.926E+01, 5.065E-01, 1.512E+01,-7.044E-01
 5.547E-01, 4.213E+01, 5.551E-01, 1.512E+01,-6.897E-01
 6.033E-01, 4.459E+01, 6.038E-01, 1.512E+01,-6.663E-01
 6.519E-01, 4.689E+01, 6.524E-01, 1.513E+01,-6.426E-01
 7.005E-01, 5.008E+01, 7.011E-01, 1.513E+01,-6.167E-01
 7.491E-01, 5.424E+01, 7.497E-01, 1.514E+01,-5.955E-01
 7.977E-01, 5.933E+01, 7.984E-01, 1.516E+01,-5.565E-01
 8.463E-01, 6.682E+01, 8.470E-01, 1.536E+01,-5.094E-01
 8.949E-01, 7.657E+01, 8.957E-01, 1.754E+01,-4.722E-01
 9.435E-01, 8.625E+01, 9.443E-01, 2.501E+01,-4.023E-01
 9.921E-01, 9.528E+01, 9.930E-01, 3.505E+01,-1.643E-01
 1.041E+00, 1.009E+02, 1.042E+00, 5.174E+01, 1.367E-01
 1.089E+00, 1.039E+02, 1.090E+00, 7.257E+01, 4.857E-01
 1.138E+00, 1.048E+02, 1.139E+00, 8.835E+01, 7.087E-01
 1.187E+00, 1.059E+02, 1.188E+00, 9.574E+01, 7.740E-01
 1.235E+00, 1.080E+02, 1.236E+00, 9.924E+01, 8.399E-01
 1.284E+00, 1.091E+02, 1.285E+00, 1.021E+02, 9.169E-01
 1.332E+00, 1.086E+02, 1.334E+00, 1.045E+02, 1.002E+00
 1.381E+00, 1.086E+02, 1.382E+00, 1.060E+02, 1.068E+00
 1.430E+00, 1.092E+02, 1.431E+00, 1.068E+02, 1.130E+00
 1.478E+00, 1.097E+02, 1.479E+00, 1.071E+02, 1.205E+00
 1.527E+00, 1.107E+02, 1.528E+00, 1.075E+02, 1.296E+00
 1.575E+00, 1.115E+02, 1.577E+00, 1.083E+02, 1.396E+00
 1.624E+00, 1.119E+02, 1.625E+00, 1.095E+02, 1.501E+00
 1.673E+00, 1.113E+02, 1.674E+00, 1.110E+02, 1.639E+00
 1.721E+00, 1.114E+02, 1.723E+00, 1.125E+02, 1.837E+00
 1.770E+00, 1.126E+02, 1.771E+00, 1.138E+02, 1.978E+00
 1.818E+00, 1.140E+02, 1.820E+00, 1.141E+02, 1.431E+00
 1.867E+00, 1.148E+02,NaN,NaN,NaN
 1.916E+00, 1.152E+02,NaN,NaN,NaN
 1.964E+00, 1.154E+02,NaN,NaN,NaN
 2.013E+00, 1.157E+02,NaN,NaN,NaN
 2.061E+00, 1.161E+02,NaN,NaN,NaN
 2.110E+00, 1.143E+02,NaN,NaN,NaN
