s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 6.000E+00, 2.130E+00
 1.003E+01, 6.003E+00, 1.067E+00
 2.004E+01, 6.017E+00, 1.345E-01
 3.004E+01, 6.034E+00, 1.421E-01
 4.001E+01, 3.378E+01, 1.882E+00
 5.001E+01, 4.042E+01, 1.528E+00
 6.002E+01, 5.281E+01, 1.463E+00
 7.002E+01, 5.663E+01, 1.520E+00
 8.003E+01, 5.790E+01, 1.403E+00
 9.002E+01, 5.914E+01, 1.332E+00
 1.000E+02, 6.163E+01, 1.330E+00
 1.100E+02, 6.491E+01, 1.368E+00
 1.200E+02, 6.474E+01, 1.280E+00
 1.300E+02, 6.755E+01, 1.273E+00
 1.400E+02, 7.550E+01, 1.294E+00
 1.500E+02, 8.411E+01, 1.308E+00
 1.600E+02, 8.618E+01, 1.287E+00
 1.700E+02, 9.258E+01, 1.208E+00
 1.800E+02, 9.009E+01, 1.191E+00
 1.900E+02, 8.635E+01, 1.182E+00
 2.000E+02, 9.032E+01, 1.161E+00
 2.100E+02, 9.349E+01, 1.188E+00
 2.200E+02, 9.787E+01, 1.082E+00
 2.300E+02, 8.783E+01, 1.097E+00
 2.400E+02, 9.866E+01, 1.128E+00
 2.500E+02, 9.263E+01, 1.152E+00
 2.600E+02, 9.871E+01, 1.071E+00
 2.700E+02, 1.008E+02, 1.128E+00
 2.801E+02, 1.026E+02, 1.137E+00
 2.900E+02, 1.007E+02, 1.114E+00
 3.000E+02, 1.050E+02, 1.124E+00
 3.100E+02, 1.109E+02, 1.125E+00
 3.200E+02, 1.050E+02, 1.172E+00
 3.300E+02, 1.106E+02, 1.162E+00
 3.400E+02, 1.053E+02, 1.095E+00
 3.500E+02, 1.061E+02, 1.090E+00
 3.600E+02, 1.053E+02, 1.120E+00
 3.700E+02, 1.008E+02, 1.091E+00
 3.800E+02, 1.021E+02, 1.028E+00
 3.900E+02, 1.031E+02, 1.027E+00
 4.001E+02, 1.105E+02, 1.056E+00
 4.101E+02, 1.080E+02, 1.056E+00
 4.200E+02, 1.147E+02, 1.168E+00
 4.300E+02, 1.076E+02, 1.080E+00
 4.400E+02, 1.069E+02, 1.000E+00
 4.500E+02, 1.049E+02, 9.990E-01
 4.600E+02, 1.046E+02, 1.044E+00
 4.700E+02, 1.074E+02, 1.084E+00
 4.800E+02, 1.167E+02, 1.090E+00
 4.900E+02, 1.182E+02, 1.116E+00
 5.001E+02, 1.114E+02, 1.099E+00
 5.100E+02, 1.119E+02, 1.074E+00
 5.201E+02, 1.116E+02, 1.021E+00
 5.301E+02, 1.123E+02, 9.826E-01
 5.400E+02, 1.131E+02, 1.075E+00
 5.500E+02, 1.092E+02, 1.116E+00
 5.601E+02, 1.162E+02, 1.049E+00
 5.700E+02, 1.129E+02, 9.871E-01
 5.800E+02, 1.111E+02, 1.021E+00
 5.901E+02, 1.123E+02, 1.132E+00
 6.000E+02, 1.147E+02, 1.110E+00
 6.100E+02, 1.164E+02, 1.052E+00
 6.200E+02, 1.122E+02, 1.048E+00
 6.300E+02, 1.078E+02, 1.047E+00
 6.400E+02, 1.068E+02, 1.019E+00
 6.501E+02, 1.091E+02, 1.009E+00
 6.600E+02, 1.115E+02, 9.948E-01
 6.700E+02, 1.160E+02, 9.923E-01
 6.800E+02, 1.086E+02, 1.068E+00
 6.900E+02, 1.087E+02, 1.032E+00
 7.000E+02, 1.131E+02, 1.003E+00
 7.100E+02, 1.108E+02, 1.017E+00
 7.200E+02, 1.072E+02, 9.909E-01
 7.300E+02, 1.141E+02, 1.030E+00
 7.400E+02, 1.121E+02, 1.091E+00
 7.500E+02, 1.158E+02, 1.042E+00
 7.601E+02, 1.164E+02, 1.034E+00
 7.700E+02, 1.170E+02, 1.037E+00
 7.800E+02, 1.117E+02, 1.083E+00
 7.901E+02, 1.154E+02, 1.057E+00
 8.000E+02, 1.112E+02, 9.954E-01
 8.100E+02, 1.143E+02, 1.037E+00
 8.200E+02, 1.131E+02, 1.060E+00
 8.300E+02, 1.101E+02, 1.035E+00
 8.400E+02, 1.135E+02, 1.019E+00
 8.500E+02, 1.186E+02, 9.943E-01
 8.600E+02, 1.143E+02, 1.060E+00
 8.700E+02, 1.076E+02, 1.050E+00
 8.800E+02, 1.115E+02, 9.955E-01
 8.901E+02, 1.141E+02, 9.778E-01
 9.000E+02, 1.115E+02, 1.036E+00
 9.100E+02, 1.120E+02, 1.044E+00
 9.200E+02, 1.073E+02, 9.796E-01
 9.301E+02, 1.090E+02, 9.736E-01
 9.400E+02, 1.119E+02, 9.913E-01
 9.501E+02, 1.149E+02, 1.008E+00
 9.601E+02, 1.137E+02, 1.061E+00
 9.701E+02, 1.166E+02, 1.078E+00
 9.800E+02, 1.143E+02, 1.010E+00
 9.900E+02, 1.137E+02, 1.013E+00
 1.000E+03, 1.152E+02, 1.044E+00
 1.010E+03, 1.108E+02, 1.069E+00
 1.020E+03, 1.126E+02, 1.061E+00
 1.030E+03, 1.128E+02, 9.858E-01
 1.040E+03, 1.104E+02, 1.013E+00
 1.050E+03, 1.053E+02, 9.742E-01
 1.060E+03, 1.101E+02, 9.650E-01
 1.070E+03, 1.096E+02, 1.013E+00
 1.080E+03, 1.109E+02, 9.648E-01
 1.090E+03, 1.138E+02, 1.001E+00
 1.100E+03, 1.098E+02, 1.024E+00
 1.110E+03, 1.097E+02, 1.055E+00
 1.120E+03, 1.074E+02, 1.045E+00
 1.130E+03, 1.125E+02, 9.888E-01
 1.140E+03, 1.159E+02, 9.975E-01
 1.150E+03, 1.187E+02, 1.028E+00
 1.160E+03, 1.195E+02, 1.107E+00
 1.170E+03, 1.147E+02, 1.114E+00
 1.180E+03, 1.147E+02, 1.043E+00
 1.190E+03, 1.144E+02, 9.418E-01
 1.200E+03, 1.128E+02, 1.056E+00
 1.210E+03, 1.138E+02, 1.107E+00
 1.220E+03, 1.140E+02, 1.071E+00
 1.230E+03, 1.118E+02, 1.022E+00
 1.240E+03, 1.104E+02, 9.938E-01
 1.250E+03, 1.163E+02, 1.025E+00
 1.260E+03, 1.151E+02, 1.081E+00
 1.270E+03, 1.117E+02, 1.095E+00
 1.280E+03, 1.137E+02, 1.042E+00
 1.290E+03, 1.161E+02, 1.030E+00
 1.300E+03, 1.124E+02, 1.037E+00
 1.310E+03, 1.115E+02, 1.009E+00
 1.320E+03, 1.117E+02, 9.902E-01
 1.330E+03, 1.081E+02, 1.015E+00
 1.340E+03, 1.139E+02, 9.860E-01
 1.350E+03, 1.143E+02, 9.613E-01
 1.360E+03, 1.131E+02, 1.002E+00
 1.370E+03, 1.154E+02, 1.101E+00
 1.380E+03, 1.121E+02, 1.038E+00
 1.390E+03, 1.128E+02, 9.830E-01
 1.400E+03, 1.109E+02, 1.013E+00
 1.410E+03, 1.108E+02, 1.019E+00
 1.420E+03, 1.066E+02, 9.812E-01
