m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.021E+01, 2.000E-02, 8.789E+00,-1.189E+00
 6.860E-02, 3.133E+01, 6.865E-02, 8.236E+00,-1.194E+00
 1.172E-01, 3.342E+01, 1.173E-01, 8.088E+00,-1.177E+00
 1.658E-01, 3.523E+01, 1.659E-01, 8.060E+00,-1.157E+00
 2.144E-01, 3.584E+01, 2.146E-01, 8.056E+00,-1.140E+00
 2.630E-01, 3.636E+01, 2.632E-01, 8.056E+00,-1.130E+00
 3.116E-01, 3.732E+01, 3.119E-01, 8.058E+00,-1.101E+00
 3.602E-01, 3.874E+01, 3.605E-01, 8.060E+00,-1.087E+00
 4.088E-01, 4.014E+01, 4.092E-01, 8.063E+00,-1.043E+00
 4.574E-01, 4.111E+01, 4.578E-01, 8.067E+00,-9.947E-01
 5.060E-01, 4.274E+01, 5.065E-01, 8.072E+00,-9.381E-01
 5.547E-01, 4.440E+01, 5.551E-01, 8.077E+00,-9.038E-01
 6.033E-01, 4.519E+01, 6.038E-01, 8.081E+00,-8.675E-01
 6.519E-01, 4.645E+01, 6.524E-01, 8.084E+00,-8.011E-01
 7.005E-01, 4.953E+01, 7.011E-01, 8.086E+00,-7.543E-01
 7.491E-01, 5.551E+01, 7.497E-01, 8.089E+00,-6.785E-01
 7.977E-01, 6.489E+01, 7.984E-01, 8.120E+00,-6.352E-01
 8.463E-01, 7.812E+01, 8.470E-01, 8.447E+00,-5.784E-01
 8.949E-01, 9.508E+01, 8.957E-01, 1.102E+01,-4.919E-01
 9.435E-01, 1.121E+02, 9.443E-01, 2.470E+01,-3.790E-01
 9.921E-01, 1.240E+02, 9.930E-01, 6.020E+01, 6.434E-03
 1.041E+00, 1.341E+02, 1.042E+00, 8.696E+01, 2.605E-01
 1.089E+00, 1.452E+02, 1.090E+00, 1.185E+02, 7.279E-01
 1.138E+00, 1.535E+02, 1.139E+00, 1.436E+02, 1.187E+00
 1.187E+00, 1.589E+02, 1.188E+00, 1.549E+02, 1.361E+00
 1.235E+00, 1.650E+02, 1.236E+00, 1.624E+02, 1.521E+00
 1.284E+00, 1.706E+02, 1.285E+00, 1.688E+02, 1.667E+00
 1.332E+00, 1.750E+02, 1.334E+00, 1.729E+02, 1.795E+00
 1.381E+00, 1.797E+02, 1.382E+00, 1.760E+02, 1.951E+00
 1.430E+00, 1.839E+02, 1.431E+00, 1.792E+02, 2.060E+00
 1.478E+00, 1.870E+02, 1.479E+00, 1.823E+02, 2.143E+00
 1.527E+00, 1.885E+02, 1.528E+00, 1.848E+02, 2.251E+00
 1.575E+00, 1.900E+02, 1.577E+00, 1.853E+02, 2.332E+00
 1.624E+00, 1.916E+02, 1.625E+00, 1.860E+02, 2.427E+00
 1.673E+00, 1.930E+02, 1.674E+00, 1.870E+02, 2.589E+00
 1.721E+00, 1.945E+02, 1.723E+00, 1.885E+02, 2.803E+00
 1.770E+00, 1.947E+02, 1.771E+00, 1.900E+02, 2.966E+00
 1.818E+00, 1.949E+02, 1.820E+00, 1.899E+02, 2.397E+00
 1.867E+00, 1.953E+02,NaN,NaN,NaN
 1.916E+00, 1.957E+02,NaN,NaN,NaN
 1.964E+00, 1.957E+02,NaN,NaN,NaN
 2.013E+00, 1.955E+02,NaN,NaN,NaN
 2.061E+00, 1.948E+02,NaN,NaN,NaN
 2.110E+00, 1.905E+02,NaN,NaN,NaN
