s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 2.300E+01, 2.024E+00
 1.002E+01, 2.300E+01, 1.185E+00
 2.006E+01, 2.304E+01, 1.293E-01
 3.000E+01, 5.603E+01, 1.871E+00
 4.001E+01, 6.158E+01, 1.390E+00
 5.002E+01, 5.617E+01, 9.948E-01
 6.002E+01, 6.376E+01, 1.018E+00
 7.004E+01, 7.015E+01, 1.126E+00
 8.005E+01, 7.056E+01, 1.274E+00
 9.005E+01, 7.435E+01, 1.202E+00
 1.001E+02, 7.514E+01, 1.111E+00
 1.100E+02, 8.507E+01, 1.038E+00
 1.200E+02, 8.713E+01, 9.428E-01
 1.300E+02, 8.910E+01, 1.037E+00
 1.400E+02, 8.536E+01, 1.089E+00
 1.500E+02, 8.311E+01, 1.000E+00
 1.600E+02, 8.930E+01, 8.641E-01
 1.700E+02, 8.986E+01, 8.479E-01
 1.800E+02, 9.027E+01, 8.507E-01
 1.900E+02, 8.996E+01, 8.139E-01
 2.000E+02, 9.336E+01, 7.281E-01
 2.101E+02, 9.307E+01, 7.443E-01
 2.201E+02, 9.730E+01, 7.813E-01
 2.300E+02, 9.948E+01, 7.719E-01
 2.400E+02, 1.006E+02, 6.206E-01
 2.501E+02, 1.007E+02, 6.821E-01
 2.600E+02, 9.742E+01, 6.609E-01
 2.700E+02, 1.015E+02, 7.281E-01
 2.800E+02, 1.047E+02, 6.868E-01
 2.900E+02, 1.030E+02, 6.577E-01
 3.000E+02, 1.036E+02, 5.603E-01
 3.100E+02, 1.057E+02, 5.564E-01
 3.201E+02, 1.063E+02, 6.494E-01
 3.300E+02, 1.062E+02, 6.514E-01
 3.400E+02, 1.058E+02, 5.391E-01
 3.501E+02, 1.093E+02, 5.567E-01
 3.600E+02, 1.156E+02, 5.986E-01
 3.700E+02, 1.226E+02, 6.195E-01
 3.800E+02, 1.216E+02, 6.301E-01
 3.900E+02, 1.143E+02, 5.471E-01
 4.000E+02, 1.169E+02, 4.923E-01
 4.100E+02, 1.198E+02, 4.654E-01
 4.201E+02, 1.208E+02, 4.684E-01
 4.301E+02, 1.201E+02, 5.011E-01
 4.400E+02, 1.218E+02, 4.655E-01
 4.501E+02, 1.230E+02, 4.459E-01
 4.601E+02, 1.243E+02, 5.441E-01
 4.700E+02, 1.295E+02, 5.310E-01
 4.800E+02, 1.342E+02, 4.911E-01
 4.901E+02, 1.296E+02, 5.693E-01
 5.000E+02, 1.299E+02, 5.187E-01
 5.100E+02, 1.319E+02, 4.943E-01
 5.200E+02, 1.364E+02, 4.944E-01
 5.300E+02, 1.337E+02, 5.222E-01
