s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 2.900E+01, 1.180E+00
 1.003E+01, 2.900E+01, 1.149E+00
 2.003E+01, 2.905E+01, 1.407E-01
 3.003E+01, 5.094E+01, 1.709E+00
 4.003E+01, 5.926E+01, 1.418E+00
 5.003E+01, 5.883E+01, 9.288E-01
 6.001E+01, 6.140E+01, 9.658E-01
 7.003E+01, 7.268E+01, 1.183E+00
 8.004E+01, 7.624E+01, 1.209E+00
 9.004E+01, 7.618E+01, 1.263E+00
 1.000E+02, 8.131E+01, 1.145E+00
 1.100E+02, 8.669E+01, 9.717E-01
 1.200E+02, 8.741E+01, 9.091E-01
 1.301E+02, 9.205E+01, 9.964E-01
 1.400E+02, 9.352E+01, 1.030E+00
 1.500E+02, 9.276E+01, 1.006E+00
 1.600E+02, 9.461E+01, 9.412E-01
 1.701E+02, 9.765E+01, 8.826E-01
 1.801E+02, 1.046E+02, 8.650E-01
 1.900E+02, 1.025E+02, 9.070E-01
 2.001E+02, 1.017E+02, 9.372E-01
 2.100E+02, 1.022E+02, 8.696E-01
 2.201E+02, 1.031E+02, 8.327E-01
 2.300E+02, 1.049E+02, 8.054E-01
 2.401E+02, 1.060E+02, 7.735E-01
 2.501E+02, 1.043E+02, 7.748E-01
 2.601E+02, 9.971E+01, 6.853E-01
 2.700E+02, 9.661E+01, 6.767E-01
 2.800E+02, 9.776E+01, 7.328E-01
 2.901E+02, 9.672E+01, 6.757E-01
 3.000E+02, 9.832E+01, 6.554E-01
 3.100E+02, 9.833E+01, 6.634E-01
 3.200E+02, 9.943E+01, 6.716E-01
 3.300E+02, 1.001E+02, 6.221E-01
 3.400E+02, 1.017E+02, 5.840E-01
 3.500E+02, 1.005E+02, 5.866E-01
 3.600E+02, 1.002E+02, 6.139E-01
 3.701E+02, 9.832E+01, 6.420E-01
 3.801E+02, 1.023E+02, 5.935E-01
 3.900E+02, 1.033E+02, 5.776E-01
 4.000E+02, 1.043E+02, 5.967E-01
 4.100E+02, 1.067E+02, 6.234E-01
 4.200E+02, 1.094E+02, 5.674E-01
 4.300E+02, 1.083E+02, 5.946E-01
 4.400E+02, 1.043E+02, 6.387E-01
 4.500E+02, 1.018E+02, 6.136E-01
 4.600E+02, 1.045E+02, 5.705E-01
 4.701E+02, 1.057E+02, 5.395E-01
 4.801E+02, 1.057E+02, 5.371E-01
