m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 4.051E+01, 2.000E-02, 2.878E+01,-7.862E-01
 6.860E-02, 4.088E+01, 6.865E-02, 2.820E+01,-7.948E-01
 1.172E-01, 4.225E+01, 1.173E-01, 2.813E+01,-7.977E-01
 1.658E-01, 4.346E+01, 1.659E-01, 2.814E+01,-7.993E-01
 2.144E-01, 4.452E+01, 2.146E-01, 2.816E+01,-7.967E-01
 2.630E-01, 4.573E+01, 2.632E-01, 2.818E+01,-7.945E-01
 3.116E-01, 4.723E+01, 3.119E-01, 2.819E+01,-7.852E-01
 3.602E-01, 4.963E+01, 3.605E-01, 2.819E+01,-7.726E-01
 4.088E-01, 5.179E+01, 4.092E-01, 2.819E+01,-7.576E-01
 4.574E-01, 5.374E+01, 4.578E-01, 2.820E+01,-7.371E-01
 5.060E-01, 5.603E+01, 5.065E-01, 2.820E+01,-7.155E-01
 5.547E-01, 5.874E+01, 5.551E-01, 2.821E+01,-6.927E-01
 6.033E-01, 6.134E+01, 6.038E-01, 2.821E+01,-6.726E-01
 6.519E-01, 6.490E+01, 6.524E-01, 2.822E+01,-6.458E-01
 7.005E-01, 6.882E+01, 7.011E-01, 2.823E+01,-6.205E-01
 7.491E-01, 7.409E+01, 7.497E-01, 2.823E+01,-5.964E-01
 7.977E-01, 8.006E+01, 7.984E-01, 2.825E+01,-5.606E-01
 8.463E-01, 8.669E+01, 8.470E-01, 2.853E+01,-5.273E-01
 8.949E-01, 9.215E+01, 8.957E-01, 3.086E+01,-4.740E-01
 9.435E-01, 9.649E+01, 9.443E-01, 3.683E+01,-3.925E-01
 9.921E-01, 1.011E+02, 9.930E-01, 4.676E+01,-2.294E-01
 1.041E+00, 1.066E+02, 1.042E+00, 6.443E+01, 2.109E-02
 1.089E+00, 1.121E+02, 1.090E+00, 8.493E+01, 4.239E-01
 1.138E+00, 1.165E+02, 1.139E+00, 1.003E+02, 6.737E-01
 1.187E+00, 1.197E+02, 1.188E+00, 1.095E+02, 8.686E-01
 1.235E+00, 1.215E+02, 1.236E+00, 1.125E+02, 9.293E-01
 1.284E+00, 1.238E+02, 1.285E+00, 1.136E+02, 9.859E-01
 1.332E+00, 1.260E+02, 1.334E+00, 1.146E+02, 1.025E+00
 1.381E+00, 1.275E+02, 1.382E+00, 1.164E+02, 1.070E+00
 1.430E+00, 1.281E+02, 1.431E+00, 1.192E+02, 1.127E+00
 1.478E+00, 1.287E+02, 1.479E+00, 1.225E+02, 1.208E+00
 1.527E+00, 1.293E+02, 1.528E+00, 1.250E+02, 1.297E+00
 1.575E+00, 1.303E+02, 1.577E+00, 1.261E+02, 1.394E+00
 1.624E+00, 1.312E+02, 1.625E+00, 1.268E+02, 1.498E+00
 1.673E+00, 1.321E+02, 1.674E+00, 1.276E+02, 1.636E+00
 1.721E+00, 1.324E+02, 1.723E+00, 1.287E+02, 1.833E+00
 1.770E+00, 1.324E+02, 1.771E+00, 1.298E+02, 1.978E+00
 1.818E+00, 1.324E+02, 1.820E+00, 1.298E+02, 1.458E+00
 1.867E+00, 1.324E+02,NaN,NaN,NaN
 1.916E+00, 1.322E+02,NaN,NaN,NaN
 1.964E+00, 1.321E+02,NaN,NaN,NaN
 2.013E+00, 1.322E+02,NaN,NaN,NaN
 2.061E+00, 1.328E+02,NaN,NaN,NaN
 2.110E+00, 1.311E+02,NaN,NaN,NaN
