m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 1.612E+01, 2.000E-02, 7.174E+00,-6.097E-01
 6.860E-02, 1.380E+01, 6.865E-02, 6.308E+00,-6.131E-01
 1.172E-01, 1.392E+01, 1.173E-01, 6.122E+00,-6.045E-01
 1.658E-01, 1.434E+01, 1.659E-01, 6.085E+00,-6.035E-01
 2.144E-01, 1.476E+01, 2.146E-01, 6.078E+00,-6.069E-01
 2.630E-01, 1.504E+01, 2.632E-01, 6.078E+00,-6.043E-01
 3.116E-01, 1.537E+01, 3.119E-01, 6.080E+00,-5.838E-01
 3.602E-01, 1.577E+01, 3.605E-01, 6.086E+00,-5.728E-01
 4.088E-01, 1.609E+01, 4.092E-01, 6.092E+00,-5.761E-01
 4.574E-01, 1.697E+01, 4.578E-01, 6.097E+00,-5.600E-01
 5.060E-01, 1.772E+01, 5.065E-01, 6.102E+00,-5.459E-01
 5.547E-01, 1.788E+01, 5.551E-01, 6.109E+00,-5.370E-01
 6.033E-01, 1.825E+01, 6.038E-01, 6.119E+00,-5.174E-01
 6.519E-01, 1.910E+01, 6.524E-01, 6.127E+00,-5.122E-01
 7.005E-01, 2.040E+01, 7.011E-01, 6.134E+00,-4.986E-01
 7.491E-01, 2.144E+01, 7.497E-01, 6.139E+00,-4.848E-01
 7.977E-01, 2.250E+01, 7.984E-01, 6.142E+00,-4.591E-01
 8.463E-01, 2.424E+01, 8.470E-01, 6.146E+00,-4.361E-01
 8.949E-01, 2.669E+01, 8.957E-01, 6.165E+00,-4.206E-01
 9.435E-01, 3.388E+01, 9.443E-01, 6.234E+00,-4.018E-01
 9.921E-01, 4.749E+01, 9.930E-01, 6.759E+00,-3.652E-01
 1.041E+00, 6.382E+01, 1.042E+00, 9.972E+00,-3.058E-01
 1.089E+00, 7.975E+01, 1.090E+00, 1.736E+01,-1.701E-01
 1.138E+00, 9.884E+01, 1.139E+00, 2.921E+01, 1.301E-01
 1.187E+00, 1.130E+02, 1.188E+00, 4.516E+01, 4.567E-01
 1.235E+00, 1.198E+02, 1.236E+00, 6.149E+01, 6.169E-01
 1.284E+00, 1.221E+02, 1.285E+00, 7.750E+01, 7.864E-01
 1.332E+00, 1.225E+02, 1.334E+00, 8.976E+01, 8.855E-01
 1.381E+00, 1.227E+02, 1.382E+00, 9.727E+01, 9.712E-01
 1.430E+00, 1.231E+02, 1.431E+00, 1.034E+02, 1.077E+00
 1.478E+00, 1.235E+02, 1.479E+00, 1.077E+02, 1.172E+00
 1.527E+00, 1.237E+02, 1.528E+00, 1.113E+02, 1.273E+00
 1.575E+00, 1.238E+02, 1.577E+00, 1.126E+02, 1.391E+00
 1.624E+00, 1.239E+02, 1.625E+00, 1.145E+02, 1.520E+00
 1.673E+00, 1.238E+02, 1.674E+00, 1.169E+02, 1.655E+00
 1.721E+00, 1.238E+02, 1.723E+00, 1.192E+02, 1.886E+00
 1.770E+00, 1.237E+02, 1.771E+00, 1.220E+02, 2.020E+00
 1.818E+00, 1.237E+02, 1.820E+00, 1.229E+02, 1.353E+00
 1.867E+00, 1.233E+02,NaN,NaN,NaN
 1.916E+00, 1.229E+02,NaN,NaN,NaN
 1.964E+00, 1.235E+02,NaN,NaN,NaN
 2.013E+00, 1.249E+02,NaN,NaN,NaN
 2.061E+00, 1.267E+02,NaN,NaN,NaN
 2.110E+00, 1.270E+02,NaN,NaN,NaN
