m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.011E+01, 2.000E-02, 2.565E+01,-4.293E-01
 6.860E-02, 2.971E+01, 6.865E-02, 2.515E+01,-4.354E-01
 1.172E-01, 3.000E+01, 1.173E-01, 2.511E+01,-4.375E-01
 1.658E-01, 3.035E+01, 1.659E-01, 2.511E+01,-4.391E-01
 2.144E-01, 3.045E+01, 2.146E-01, 2.512E+01,-4.324E-01
 2.630E-01, 3.058E+01, 2.632E-01, 2.513E+01,-4.234E-01
 3.116E-01, 3.093E+01, 3.119E-01, 2.514E+01,-4.176E-01
 3.602E-01, 3.135E+01, 3.605E-01, 2.515E+01,-4.134E-01
 4.088E-01, 3.157E+01, 4.092E-01, 2.517E+01,-4.033E-01
 4.574E-01, 3.179E+01, 4.578E-01, 2.518E+01,-3.893E-01
 5.060E-01, 3.191E+01, 5.065E-01, 2.520E+01,-3.792E-01
 5.547E-01, 3.206E+01, 5.551E-01, 2.522E+01,-3.701E-01
 6.033E-01, 3.257E+01, 6.038E-01, 2.525E+01,-3.575E-01
 6.519E-01, 3.315E+01, 6.524E-01, 2.527E+01,-3.455E-01
 7.005E-01, 3.370E+01, 7.011E-01, 2.529E+01,-3.314E-01
 7.491E-01, 3.431E+01, 7.497E-01, 2.530E+01,-3.153E-01
 7.977E-01, 3.503E+01, 7.984E-01, 2.531E+01,-2.966E-01
 8.463E-01, 3.572E+01, 8.470E-01, 2.531E+01,-2.743E-01
 8.949E-01, 3.622E+01, 8.957E-01, 2.533E+01,-2.652E-01
 9.435E-01, 3.664E+01, 9.443E-01, 2.547E+01,-2.540E-01
 9.921E-01, 3.703E+01, 9.930E-01, 2.681E+01,-2.090E-01
 1.041E+00, 3.781E+01, 1.042E+00, 2.937E+01,-1.134E-01
 1.089E+00, 4.039E+01, 1.090E+00, 3.263E+01, 3.649E-02
 1.138E+00, 4.562E+01, 1.139E+00, 3.526E+01, 1.678E-01
 1.187E+00, 5.556E+01, 1.188E+00, 3.752E+01, 2.321E-01
 1.235E+00, 7.142E+01, 1.236E+00, 3.998E+01, 2.936E-01
 1.284E+00, 9.034E+01, 1.285E+00, 4.512E+01, 3.677E-01
 1.332E+00, 1.009E+02, 1.334E+00, 5.496E+01, 4.834E-01
 1.381E+00, 1.087E+02, 1.382E+00, 6.846E+01, 6.109E-01
 1.430E+00, 1.135E+02, 1.431E+00, 7.961E+01, 6.975E-01
 1.478E+00, 1.159E+02, 1.479E+00, 8.704E+01, 7.724E-01
 1.527E+00, 1.169E+02, 1.528E+00, 9.144E+01, 8.378E-01
 1.575E+00, 1.177E+02, 1.577E+00, 9.626E+01, 8.865E-01
 1.624E+00, 1.180E+02, 1.625E+00, 1.028E+02, 1.010E+00
 1.673E+00, 1.179E+02, 1.674E+00, 1.094E+02, 1.178E+00
 1.721E+00, 1.178E+02, 1.723E+00, 1.147E+02, 1.395E+00
 1.770E+00, 1.178E+02, 1.771E+00, 1.183E+02, 1.450E+00
 1.818E+00, 1.179E+02, 1.820E+00, 1.178E+02, 8.100E-01
 1.867E+00, 1.179E+02,NaN,NaN,NaN
 1.916E+00, 1.179E+02,NaN,NaN,NaN
 1.964E+00, 1.183E+02,NaN,NaN,NaN
 2.013E+00, 1.187E+02,NaN,NaN,NaN
 2.061E+00, 1.188E+02,NaN,NaN,NaN
 2.110E+00, 1.177E+02,NaN,NaN,NaN
