m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 5.539E+01, 2.000E-02, 2.272E+01,-1.544E+00
 6.860E-02, 5.902E+01, 6.865E-02, 2.225E+01,-1.556E+00
 1.172E-01, 6.260E+01, 1.173E-01, 2.212E+01,-1.569E+00
 1.658E-01, 6.675E+01, 1.659E-01, 2.210E+01,-1.529E+00
 2.144E-01, 7.626E+01, 2.146E-01, 2.211E+01,-1.472E+00
 2.630E-01, 8.420E+01, 2.632E-01, 2.212E+01,-1.440E+00
 3.116E-01, 9.081E+01, 3.119E-01, 2.212E+01,-1.397E+00
 3.602E-01, 9.755E+01, 3.605E-01, 2.213E+01,-1.337E+00
 4.088E-01, 1.047E+02, 4.092E-01, 2.214E+01,-1.285E+00
 4.574E-01, 1.147E+02, 4.578E-01, 2.214E+01,-1.206E+00
 5.060E-01, 1.276E+02, 5.065E-01, 2.215E+01,-1.139E+00
 5.547E-01, 1.393E+02, 5.551E-01, 2.216E+01,-1.060E+00
 6.033E-01, 1.483E+02, 6.038E-01, 2.217E+01,-9.784E-01
 6.519E-01, 1.556E+02, 6.524E-01, 2.219E+01,-8.777E-01
 7.005E-01, 1.621E+02, 7.011E-01, 2.237E+01,-8.142E-01
 7.491E-01, 1.664E+02, 7.497E-01, 2.330E+01,-7.242E-01
 7.977E-01, 1.679E+02, 7.984E-01, 2.638E+01,-6.335E-01
 8.463E-01, 1.690E+02, 8.470E-01, 3.854E+01,-5.149E-01
 8.949E-01, 1.702E+02, 8.957E-01, 7.150E+01,-2.017E-01
 9.435E-01, 1.709E+02, 9.443E-01, 1.021E+02, 3.980E-02
 9.921E-01, 1.716E+02, 9.930E-01, 1.323E+02, 5.992E-01
 1.041E+00, 1.719E+02, 1.042E+00, 1.537E+02, 9.478E-01
 1.089E+00, 1.726E+02, 1.090E+00, 1.648E+02, 1.241E+00
 1.138E+00, 1.733E+02, 1.139E+00, 1.696E+02, 1.373E+00
 1.187E+00, 1.739E+02, 1.188E+00, 1.717E+02, 1.503E+00
 1.235E+00, 1.744E+02, 1.236E+00, 1.727E+02, 1.634E+00
 1.284E+00, 1.751E+02, 1.285E+00, 1.729E+02, 1.747E+00
 1.332E+00, 1.760E+02, 1.334E+00, 1.731E+02, 1.875E+00
 1.381E+00, 1.766E+02, 1.382E+00, 1.731E+02, 1.988E+00
 1.430E+00, 1.774E+02, 1.431E+00, 1.736E+02, 2.099E+00
 1.478E+00, 1.781E+02, 1.479E+00, 1.743E+02, 2.186E+00
 1.527E+00, 1.785E+02, 1.528E+00, 1.751E+02, 2.276E+00
 1.575E+00, 1.785E+02, 1.577E+00, 1.758E+02, 2.370E+00
 1.624E+00, 1.785E+02, 1.625E+00, 1.767E+02, 2.512E+00
 1.673E+00, 1.785E+02, 1.674E+00, 1.775E+02, 2.690E+00
 1.721E+00, 1.787E+02, 1.723E+00, 1.780E+02, 2.891E+00
 1.770E+00, 1.790E+02, 1.771E+00, 1.783E+02, 2.967E+00
 1.818E+00, 1.792E+02, 1.820E+00, 1.776E+02, 2.242E+00
 1.867E+00, 1.792E+02,NaN,NaN,NaN
 1.916E+00, 1.792E+02,NaN,NaN,NaN
 1.964E+00, 1.789E+02,NaN,NaN,NaN
 2.013E+00, 1.788E+02,NaN,NaN,NaN
 2.061E+00, 1.783E+02,NaN,NaN,NaN
 2.110E+00, 1.744E+02,NaN,NaN,NaN
