m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.329E+01, 2.000E-02, 2.304E+01,-6.003E-01
 6.860E-02, 3.255E+01, 6.865E-02, 2.222E+01,-6.098E-01
 1.172E-01, 3.331E+01, 1.173E-01, 2.213E+01,-6.109E-01
 1.658E-01, 3.440E+01, 1.659E-01, 2.213E+01,-6.118E-01
 2.144E-01, 3.565E+01, 2.146E-01, 2.213E+01,-6.013E-01
 2.630E-01, 3.610E+01, 2.632E-01, 2.214E+01,-5.926E-01
 3.116E-01, 3.663E+01, 3.119E-01, 2.214E+01,-5.844E-01
 3.602E-01, 3.736E+01, 3.605E-01, 2.216E+01,-5.716E-01
 4.088E-01, 3.791E+01, 4.092E-01, 2.218E+01,-5.601E-01
 4.574E-01, 3.852E+01, 4.578E-01, 2.219E+01,-5.478E-01
 5.060E-01, 3.916E+01, 5.065E-01, 2.220E+01,-5.375E-01
 5.547E-01, 3.991E+01, 5.551E-01, 2.220E+01,-5.231E-01
 6.033E-01, 4.058E+01, 6.038E-01, 2.220E+01,-5.030E-01
 6.519E-01, 4.113E+01, 6.524E-01, 2.222E+01,-4.881E-01
 7.005E-01, 4.167E+01, 7.011E-01, 2.224E+01,-4.766E-01
 7.491E-01, 4.235E+01, 7.497E-01, 2.226E+01,-4.528E-01
 7.977E-01, 4.314E+01, 7.984E-01, 2.227E+01,-4.292E-01
 8.463E-01, 4.408E+01, 8.470E-01, 2.229E+01,-4.006E-01
 8.949E-01, 4.535E+01, 8.957E-01, 2.252E+01,-3.664E-01
 9.435E-01, 4.735E+01, 9.443E-01, 2.421E+01,-3.393E-01
 9.921E-01, 5.064E+01, 9.930E-01, 2.800E+01,-2.450E-01
 1.041E+00, 5.540E+01, 1.042E+00, 3.198E+01,-6.742E-02
 1.089E+00, 6.268E+01, 1.090E+00, 3.726E+01, 7.650E-02
 1.138E+00, 7.039E+01, 1.139E+00, 4.690E+01, 2.941E-01
 1.187E+00, 8.138E+01, 1.188E+00, 6.317E+01, 5.290E-01
 1.235E+00, 9.582E+01, 1.236E+00, 8.168E+01, 6.842E-01
 1.284E+00, 1.106E+02, 1.285E+00, 9.964E+01, 8.085E-01
 1.332E+00, 1.213E+02, 1.334E+00, 1.133E+02, 8.942E-01
 1.381E+00, 1.301E+02, 1.382E+00, 1.181E+02, 9.641E-01
 1.430E+00, 1.381E+02, 1.431E+00, 1.217E+02, 1.066E+00
 1.478E+00, 1.452E+02, 1.479E+00, 1.264E+02, 1.158E+00
 1.527E+00, 1.508E+02, 1.528E+00, 1.322E+02, 1.280E+00
 1.575E+00, 1.539E+02, 1.577E+00, 1.387E+02, 1.341E+00
 1.624E+00, 1.567E+02, 1.625E+00, 1.445E+02, 1.492E+00
 1.673E+00, 1.591E+02, 1.674E+00, 1.485E+02, 1.598E+00
 1.721E+00, 1.610E+02, 1.723E+00, 1.510E+02, 1.752E+00
 1.770E+00, 1.619E+02, 1.771E+00, 1.535E+02, 1.930E+00
 1.818E+00, 1.622E+02, 1.820E+00, 1.544E+02, 1.629E+00
 1.867E+00, 1.631E+02,NaN,NaN,NaN
 1.916E+00, 1.648E+02,NaN,NaN,NaN
 1.964E+00, 1.660E+02,NaN,NaN,NaN
 2.013E+00, 1.670E+02,NaN,NaN,NaN
 2.061E+00, 1.666E+02,NaN,NaN,NaN
 2.110E+00, 1.626E+02,NaN,NaN,NaN
