s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 1.400E+01, 2.243E+00
 1.003E+01, 1.400E+01, 1.200E+00
 2.000E+01, 1.643E+01, 3.293E-01
 3.005E+01, 4.367E+01, 1.970E+00
 4.002E+01, 4.771E+01, 1.415E+00
 5.002E+01, 4.439E+01, 1.221E+00
 6.001E+01, 5.560E+01, 1.076E+00
 7.000E+01, 5.292E+01, 1.087E+00
 8.000E+01, 5.619E+01, 1.087E+00
 9.003E+01, 6.156E+01, 1.173E+00
 1.000E+02, 6.617E+01, 1.182E+00
 1.100E+02, 6.890E+01, 1.017E+00
 1.200E+02, 7.464E+01, 8.513E-01
 1.300E+02, 7.158E+01, 9.337E-01
 1.400E+02, 7.643E+01, 9.491E-01
 1.500E+02, 7.890E+01, 9.203E-01
 1.601E+02, 8.047E+01, 8.320E-01
 1.700E+02, 8.282E+01, 8.031E-01
 1.800E+02, 8.474E+01, 8.092E-01
 1.900E+02, 8.902E+01, 7.293E-01
 2.000E+02, 9.120E+01, 7.017E-01
 2.101E+02, 9.560E+01, 7.837E-01
 2.200E+02, 1.004E+02, 7.565E-01
 2.301E+02, 9.921E+01, 7.063E-01
 2.401E+02, 1.005E+02, 7.192E-01
 2.500E+02, 1.019E+02, 7.258E-01
 2.600E+02, 1.031E+02, 6.499E-01
 2.701E+02, 1.047E+02, 6.247E-01
 2.800E+02, 1.092E+02, 6.280E-01
 2.900E+02, 1.116E+02, 6.642E-01
 3.000E+02, 1.164E+02, 6.856E-01
 3.101E+02, 1.161E+02, 6.096E-01
 3.200E+02, 1.165E+02, 5.808E-01
 3.300E+02, 1.189E+02, 5.969E-01
 3.401E+02, 1.189E+02, 5.753E-01
 3.500E+02, 1.227E+02, 5.572E-01
 3.600E+02, 1.234E+02, 5.230E-01
 3.700E+02, 1.219E+02, 5.018E-01
 3.801E+02, 1.270E+02, 5.274E-01
 3.901E+02, 1.313E+02, 5.197E-01
 4.001E+02, 1.339E+02, 5.481E-01
 4.100E+02, 1.386E+02, 5.375E-01
 4.200E+02, 1.351E+02, 5.512E-01
 4.300E+02, 1.307E+02, 5.262E-01
 4.400E+02, 1.329E+02, 4.570E-01
 4.500E+02, 1.377E+02, 4.325E-01
 4.600E+02, 1.426E+02, 4.737E-01
 4.700E+02, 1.451E+02, 5.829E-01
 4.800E+02, 1.574E+02, 6.215E-01
 4.900E+02, 1.612E+02, 5.978E-01
 5.000E+02, 1.526E+02, 5.162E-01
 5.100E+02, 1.533E+02, 5.059E-01
 5.200E+02, 1.540E+02, 5.604E-01
 5.300E+02, 1.605E+02, 5.440E-01
 5.400E+02, 1.630E+02, 4.668E-01
 5.501E+02, 1.586E+02, 4.301E-01
 5.600E+02, 1.559E+02, 4.531E-01
 5.700E+02, 1.563E+02, 4.846E-01
 5.800E+02, 1.560E+02, 4.721E-01
 5.901E+02, 1.651E+02, 4.013E-01
 6.000E+02, 1.714E+02, 4.195E-01
 6.100E+02, 1.703E+02, 5.135E-01
 6.201E+02, 1.709E+02, 5.632E-01
 6.301E+02, 1.738E+02, 5.176E-01
 6.400E+02, 1.740E+02, 5.259E-01
 6.500E+02, 1.775E+02, 4.774E-01
 6.600E+02, 1.746E+02, 5.306E-01
 6.700E+02, 1.802E+02, 5.520E-01
 6.801E+02, 1.849E+02, 5.139E-01
 6.900E+02, 1.896E+02, 5.798E-01
 7.000E+02, 1.897E+02, 6.072E-01
 7.100E+02, 1.957E+02, 7.044E-01
 7.200E+02, 1.911E+02, 6.426E-01
 7.300E+02, 1.912E+02, 5.628E-01
 7.401E+02, 1.895E+02, 6.172E-01
 7.500E+02, 1.913E+02, 5.938E-01
 7.600E+02, 1.903E+02, 5.188E-01
 7.700E+02, 1.934E+02, 6.040E-01
 7.801E+02, 1.950E+02, 6.350E-01
 7.900E+02, 1.919E+02, 6.138E-01
 8.000E+02, 1.982E+02, 5.921E-01
 8.101E+02, 2.031E+02, 6.187E-01
 8.201E+02, 2.106E+02, 6.662E-01
 8.301E+02, 2.142E+02, 6.621E-01
 8.401E+02, 2.002E+02, 7.445E-01
 8.500E+02, 2.002E+02, 6.698E-01
 8.600E+02, 2.005E+02, 6.087E-01
 8.701E+02, 2.023E+02, 5.713E-01
 8.800E+02, 2.034E+02, 6.609E-01
 8.901E+02, 2.068E+02, 7.607E-01
 9.000E+02, 2.074E+02, 5.499E-01
 9.100E+02, 2.067E+02, 6.013E-01
 9.200E+02, 2.086E+02, 5.752E-01
 9.300E+02, 2.148E+02, 7.376E-01
 9.401E+02, 2.106E+02, 6.276E-01
 9.500E+02, 2.119E+02, 5.476E-01
 9.600E+02, 2.161E+02, 5.614E-01
