m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 2.910E+01, 2.000E-02, 1.951E+01,-6.300E-01
 6.860E-02, 2.913E+01, 6.865E-02, 1.912E+01,-6.515E-01
 1.172E-01, 2.982E+01, 1.173E-01, 1.909E+01,-6.659E-01
 1.658E-01, 3.091E+01, 1.659E-01, 1.911E+01,-6.688E-01
 2.144E-01, 3.167E+01, 2.146E-01, 1.912E+01,-6.662E-01
 2.630E-01, 3.263E+01, 2.632E-01, 1.913E+01,-6.694E-01
 3.116E-01, 3.349E+01, 3.119E-01, 1.913E+01,-6.580E-01
 3.602E-01, 3.446E+01, 3.605E-01, 1.913E+01,-6.453E-01
 4.088E-01, 3.543E+01, 4.092E-01, 1.914E+01,-6.390E-01
 4.574E-01, 3.645E+01, 4.578E-01, 1.914E+01,-6.235E-01
 5.060E-01, 3.746E+01, 5.065E-01, 1.914E+01,-6.092E-01
 5.547E-01, 3.858E+01, 5.551E-01, 1.914E+01,-6.063E-01
 6.033E-01, 4.007E+01, 6.038E-01, 1.914E+01,-5.907E-01
 6.519E-01, 4.212E+01, 6.524E-01, 1.914E+01,-5.774E-01
 7.005E-01, 4.474E+01, 7.011E-01, 1.914E+01,-5.678E-01
 7.491E-01, 4.843E+01, 7.497E-01, 1.914E+01,-5.494E-01
 7.977E-01, 5.285E+01, 7.984E-01, 1.921E+01,-5.271E-01
 8.463E-01, 5.760E+01, 8.470E-01, 1.972E+01,-4.960E-01
 8.949E-01, 6.234E+01, 8.957E-01, 2.175E+01,-4.474E-01
 9.435E-01, 6.637E+01, 9.443E-01, 2.660E+01,-3.660E-01
 9.921E-01, 7.002E+01, 9.930E-01, 3.280E+01,-2.158E-01
 1.041E+00, 7.388E+01, 1.042E+00, 4.320E+01,-1.465E-02
 1.089E+00, 7.832E+01, 1.090E+00, 5.454E+01, 2.850E-01
 1.138E+00, 8.354E+01, 1.139E+00, 6.559E+01, 5.091E-01
 1.187E+00, 8.811E+01, 1.188E+00, 7.485E+01, 6.208E-01
 1.235E+00, 9.165E+01, 1.236E+00, 8.212E+01, 7.149E-01
 1.284E+00, 9.434E+01, 1.285E+00, 8.665E+01, 7.818E-01
 1.332E+00, 9.667E+01, 1.334E+00, 8.937E+01, 8.444E-01
 1.381E+00, 9.810E+01, 1.382E+00, 9.114E+01, 9.084E-01
 1.430E+00, 9.988E+01, 1.431E+00, 9.266E+01, 9.596E-01
 1.478E+00, 1.015E+02, 1.479E+00, 9.387E+01, 1.010E+00
 1.527E+00, 1.028E+02, 1.528E+00, 9.536E+01, 1.080E+00
 1.575E+00, 1.038E+02, 1.577E+00, 9.641E+01, 1.157E+00
 1.624E+00, 1.047E+02, 1.625E+00, 9.701E+01, 1.247E+00
 1.673E+00, 1.052E+02, 1.674E+00, 9.802E+01, 1.380E+00
 1.721E+00, 1.054E+02, 1.723E+00, 1.004E+02, 1.587E+00
 1.770E+00, 1.058E+02, 1.771E+00, 1.031E+02, 1.740E+00
 1.818E+00, 1.060E+02, 1.820E+00, 1.040E+02, 1.243E+00
 1.867E+00, 1.060E+02,NaN,NaN,NaN
 1.916E+00, 1.062E+02,NaN,NaN,NaN
 1.964E+00, 1.070E+02,NaN,NaN,NaN
 2.013E+00, 1.079E+02,NaN,NaN,NaN
 2.061E+00, 1.089E+02,NaN,NaN,NaN
 2.110E+00, 1.077E+02,NaN,NaN,NaN
