m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 2.780E+01, 2.000E-02, 1.469E+01,-7.037E-01
 6.860E-02, 2.787E+01, 6.865E-02, 1.333E+01,-7.083E-01
 1.172E-01, 2.934E+01, 1.173E-01, 1.316E+01,-7.068E-01
 1.658E-01, 3.137E+01, 1.659E-01, 1.315E+01,-7.116E-01
 2.144E-01, 3.286E+01, 2.146E-01, 1.316E+01,-7.031E-01
 2.630E-01, 3.376E+01, 2.632E-01, 1.317E+01,-6.969E-01
 3.116E-01, 3.479E+01, 3.119E-01, 1.318E+01,-6.880E-01
 3.602E-01, 3.566E+01, 3.605E-01, 1.319E+01,-6.769E-01
 4.088E-01, 3.649E+01, 4.092E-01, 1.320E+01,-6.559E-01
 4.574E-01, 3.723E+01, 4.578E-01, 1.321E+01,-6.452E-01
 5.060E-01, 3.806E+01, 5.065E-01, 1.322E+01,-6.286E-01
 5.547E-01, 3.860E+01, 5.551E-01, 1.324E+01,-5.993E-01
 6.033E-01, 3.962E+01, 6.038E-01, 1.325E+01,-5.794E-01
 6.519E-01, 4.079E+01, 6.524E-01, 1.327E+01,-5.638E-01
 7.005E-01, 4.200E+01, 7.011E-01, 1.329E+01,-5.217E-01
 7.491E-01, 4.300E+01, 7.497E-01, 1.330E+01,-4.986E-01
 7.977E-01, 4.375E+01, 7.984E-01, 1.332E+01,-4.823E-01
 8.463E-01, 4.413E+01, 8.470E-01, 1.342E+01,-4.543E-01
 8.949E-01, 4.498E+01, 8.957E-01, 1.403E+01,-4.168E-01
 9.435E-01, 4.695E+01, 9.443E-01, 1.772E+01,-3.471E-01
 9.921E-01, 5.109E+01, 9.930E-01, 2.432E+01,-2.253E-01
 1.041E+00, 5.900E+01, 1.042E+00, 3.142E+01,-9.960E-03
 1.089E+00, 7.240E+01, 1.090E+00, 3.908E+01, 2.087E-01
 1.138E+00, 9.196E+01, 1.139E+00, 5.191E+01, 4.874E-01
 1.187E+00, 1.164E+02, 1.188E+00, 7.361E+01, 6.684E-01
 1.235E+00, 1.366E+02, 1.236E+00, 9.760E+01, 8.294E-01
 1.284E+00, 1.509E+02, 1.285E+00, 1.170E+02, 9.968E-01
 1.332E+00, 1.621E+02, 1.334E+00, 1.325E+02, 1.093E+00
 1.381E+00, 1.776E+02, 1.382E+00, 1.474E+02, 1.176E+00
 1.430E+00, 1.865E+02, 1.431E+00, 1.605E+02, 1.309E+00
 1.478E+00, 1.945E+02, 1.479E+00, 1.729E+02, 1.421E+00
 1.527E+00, 2.020E+02, 1.528E+00, 1.825E+02, 1.549E+00
 1.575E+00, 2.072E+02, 1.577E+00, 1.875E+02, 1.729E+00
 1.624E+00, 2.110E+02, 1.625E+00, 1.908E+02, 1.827E+00
 1.673E+00, 2.140E+02, 1.674E+00, 1.957E+02, 1.996E+00
 1.721E+00, 2.158E+02, 1.723E+00, 2.013E+02, 2.171E+00
 1.770E+00, 2.178E+02, 1.771E+00, 2.062E+02, 2.430E+00
 1.818E+00, 2.204E+02, 1.820E+00, 2.079E+02, 2.133E+00
 1.867E+00, 2.220E+02,NaN,NaN,NaN
 1.916E+00, 2.236E+02,NaN,NaN,NaN
 1.964E+00, 2.257E+02,NaN,NaN,NaN
 2.013E+00, 2.274E+02,NaN,NaN,NaN
 2.061E+00, 2.282E+02,NaN,NaN,NaN
 2.110E+00, 2.231E+02,NaN,NaN,NaN
