m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 1.484E+01, 2.000E-02, 6.813E+00,-5.683E-01
 6.860E-02, 1.339E+01, 6.865E-02, 6.141E+00,-5.753E-01
 1.172E-01, 1.392E+01, 1.173E-01, 6.064E+00,-5.811E-01
 1.658E-01, 1.485E+01, 1.659E-01, 6.059E+00,-5.821E-01
 2.144E-01, 1.554E+01, 2.146E-01, 6.060E+00,-5.750E-01
 2.630E-01, 1.599E+01, 2.632E-01, 6.062E+00,-5.700E-01
 3.116E-01, 1.625E+01, 3.119E-01, 6.064E+00,-5.649E-01
 3.602E-01, 1.664E+01, 3.605E-01, 6.067E+00,-5.515E-01
 4.088E-01, 1.735E+01, 4.092E-01, 6.072E+00,-5.411E-01
 4.574E-01, 1.804E+01, 4.578E-01, 6.077E+00,-5.303E-01
 5.060E-01, 1.880E+01, 5.065E-01, 6.082E+00,-5.147E-01
 5.547E-01, 1.958E+01, 5.551E-01, 6.090E+00,-4.986E-01
 6.033E-01, 2.031E+01, 6.038E-01, 6.098E+00,-4.865E-01
 6.519E-01, 2.102E+01, 6.524E-01, 6.105E+00,-4.780E-01
 7.005E-01, 2.176E+01, 7.011E-01, 6.110E+00,-4.584E-01
 7.491E-01, 2.264E+01, 7.497E-01, 6.112E+00,-4.426E-01
 7.977E-01, 2.356E+01, 7.984E-01, 6.118E+00,-4.205E-01
 8.463E-01, 2.474E+01, 8.470E-01, 6.127E+00,-3.996E-01
 8.949E-01, 2.605E+01, 8.957E-01, 6.170E+00,-3.734E-01
 9.435E-01, 2.752E+01, 9.443E-01, 6.474E+00,-3.604E-01
 9.921E-01, 2.900E+01, 9.930E-01, 7.819E+00,-3.221E-01
 1.041E+00, 3.122E+01, 1.042E+00, 1.196E+01,-2.218E-01
 1.089E+00, 3.591E+01, 1.090E+00, 1.857E+01, 2.818E-02
 1.138E+00, 4.484E+01, 1.139E+00, 2.437E+01, 1.698E-01
 1.187E+00, 6.069E+01, 1.188E+00, 3.662E+01, 3.977E-01
 1.235E+00, 7.854E+01, 1.236E+00, 5.231E+01, 5.528E-01
 1.284E+00, 9.824E+01, 1.285E+00, 6.933E+01, 6.755E-01
 1.332E+00, 1.105E+02, 1.334E+00, 8.911E+01, 8.262E-01
 1.381E+00, 1.173E+02, 1.382E+00, 1.040E+02, 9.457E-01
 1.430E+00, 1.219E+02, 1.431E+00, 1.132E+02, 1.046E+00
 1.478E+00, 1.262E+02, 1.479E+00, 1.184E+02, 1.131E+00
 1.527E+00, 1.300E+02, 1.528E+00, 1.224E+02, 1.229E+00
 1.575E+00, 1.322E+02, 1.577E+00, 1.252E+02, 1.338E+00
 1.624E+00, 1.337E+02, 1.625E+00, 1.271E+02, 1.469E+00
 1.673E+00, 1.343E+02, 1.674E+00, 1.292E+02, 1.601E+00
 1.721E+00, 1.346E+02, 1.723E+00, 1.314E+02, 1.778E+00
 1.770E+00, 1.351E+02, 1.771E+00, 1.337E+02, 1.972E+00
 1.818E+00, 1.355E+02, 1.820E+00, 1.348E+02, 1.640E+00
 1.867E+00, 1.364E+02,NaN,NaN,NaN
 1.916E+00, 1.371E+02,NaN,NaN,NaN
 1.964E+00, 1.382E+02,NaN,NaN,NaN
 2.013E+00, 1.387E+02,NaN,NaN,NaN
 2.061E+00, 1.391E+02,NaN,NaN,NaN
 2.110E+00, 1.377E+02,NaN,NaN,NaN
