m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 4.980E+01, 2.000E-02, 2.200E+01, 0.000E+00
 6.860E-02, 4.863E+01, 6.865E-02, 2.200E+01, 0.000E+00
 1.172E-01, 4.890E+01, 1.173E-01, 2.200E+01, 0.000E+00
 1.658E-01, 4.929E+01, 1.659E-01, 2.200E+01, 0.000E+00
 2.144E-01, 4.967E+01, 2.146E-01, 2.200E+01, 0.000E+00
 2.630E-01, 5.025E+01, 2.632E-01, 2.200E+01, 0.000E+00
 3.116E-01, 5.093E+01, 3.119E-01, 2.200E+01, 0.000E+00
 3.602E-01, 5.136E+01, 3.605E-01, 2.200E+01, 0.000E+00
 4.088E-01, 5.180E+01, 4.092E-01, 2.200E+01, 0.000E+00
 4.574E-01, 5.251E+01, 4.578E-01, 2.200E+01, 0.000E+00
 5.060E-01, 5.307E+01, 5.065E-01, 2.200E+01, 0.000E+00
 5.547E-01, 5.351E+01, 5.551E-01, 2.200E+01, 0.000E+00
 6.033E-01, 5.388E+01, 6.038E-01, 2.200E+01, 0.000E+00
 6.519E-01, 5.440E+01, 6.524E-01, 2.200E+01, 0.000E+00
 7.005E-01, 5.547E+01, 7.011E-01, 2.200E+01, 0.000E+00
 7.491E-01, 5.761E+01, 7.497E-01, 2.200E+01, 0.000E+00
 7.977E-01, 6.030E+01, 7.984E-01, 2.200E+01, 0.000E+00
 8.463E-01, 6.251E+01, 8.470E-01, 2.200E+01, 0.000E+00
 8.949E-01, 6.398E+01, 8.957E-01, 2.200E+01, 0.000E+00
 9.435E-01, 6.592E+01, 9.443E-01, 2.238E+01,-9.054E-01
 9.921E-01, 6.802E+01, 9.930E-01, 2.224E+01,-9.635E-01
 1.041E+00, 6.988E+01, 1.042E+00, 2.225E+01,-8.203E-01
 1.089E+00, 7.203E+01, 1.090E+00, 2.228E+01,-7.144E-01
 1.138E+00, 7.847E+01, 1.139E+00, 2.230E+01,-6.382E-01
 1.187E+00, 9.351E+01, 1.188E+00, 2.233E+01,-5.776E-01
 1.235E+00, 1.245E+02, 1.236E+00, 2.236E+01,-5.185E-01
 1.284E+00, 1.579E+02, 1.285E+00, 2.264E+01,-4.689E-01
 1.332E+00, 1.835E+02, 1.334E+00, 2.927E+01,-3.960E-01
 1.381E+00, 1.993E+02, 1.382E+00, 5.726E+01,-1.346E-01
 1.430E+00, 2.067E+02, 1.431E+00, 1.017E+02, 3.745E-01
 1.478E+00, 2.100E+02, 1.479E+00, 1.409E+02, 7.879E-01
 1.527E+00, 2.127E+02, 1.528E+00, 1.618E+02, 9.251E-01
 1.575E+00, 2.140E+02, 1.577E+00, 1.721E+02, 1.056E+00
 1.624E+00, 2.148E+02, 1.625E+00, 1.767E+02, 1.187E+00
 1.673E+00, 2.151E+02, 1.674E+00, 1.830E+02, 1.380E+00
 1.721E+00, 2.157E+02, 1.723E+00, 1.970E+02, 1.672E+00
 1.770E+00, 2.158E+02, 1.771E+00, 2.102E+02, 1.914E+00
 1.818E+00, 2.158E+02, 1.820E+00, 2.143E+02, 1.371E+00
 1.867E+00, 2.161E+02,NaN,NaN,NaN
 1.916E+00, 2.167E+02,NaN,NaN,NaN
 1.964E+00, 2.173E+02,NaN,NaN,NaN
 2.013E+00, 2.171E+02,NaN,NaN,NaN
 2.061E+00, 2.169E+02,NaN,NaN,NaN
 2.110E+00, 2.153E+02,NaN,NaN,NaN
