s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 1.500E+01, 2.251E+00
 1.001E+01, 1.500E+01, 1.189E+00
 2.005E+01, 1.594E+01, 2.828E-01
 3.000E+01, 4.729E+01, 1.968E+00
 4.000E+01, 5.119E+01, 1.376E+00
 5.001E+01, 4.522E+01, 1.236E+00
 6.006E+01, 5.360E+01, 1.113E+00
 7.002E+01, 5.807E+01, 1.134E+00
 8.004E+01, 5.936E+01, 1.390E+00
 9.006E+01, 6.597E+01, 1.368E+00
 1.000E+02, 6.755E+01, 1.150E+00
 1.101E+02, 7.079E+01, 1.088E+00
 1.200E+02, 6.995E+01, 9.568E-01
 1.300E+02, 7.305E+01, 9.712E-01
 1.400E+02, 7.552E+01, 9.520E-01
 1.500E+02, 8.005E+01, 9.917E-01
 1.600E+02, 8.263E+01, 1.019E+00
 1.700E+02, 8.499E+01, 1.005E+00
 1.800E+02, 9.046E+01, 9.291E-01
 1.900E+02, 9.099E+01, 9.016E-01
 2.000E+02, 8.969E+01, 8.872E-01
 2.100E+02, 9.172E+01, 8.779E-01
 2.200E+02, 8.797E+01, 9.209E-01
 2.300E+02, 9.239E+01, 8.812E-01
 2.401E+02, 8.948E+01, 8.704E-01
 2.500E+02, 8.623E+01, 8.319E-01
 2.601E+02, 8.621E+01, 7.043E-01
 2.700E+02, 8.672E+01, 7.136E-01
 2.801E+02, 8.278E+01, 7.497E-01
 2.900E+02, 8.185E+01, 7.230E-01
 3.000E+02, 8.635E+01, 6.418E-01
 3.100E+02, 8.378E+01, 6.535E-01
 3.200E+02, 8.161E+01, 6.723E-01
 3.300E+02, 8.216E+01, 6.346E-01
 3.401E+02, 8.263E+01, 6.088E-01
 3.500E+02, 8.293E+01, 5.972E-01
 3.600E+02, 8.558E+01, 6.561E-01
 3.700E+02, 8.584E+01, 6.940E-01
 3.801E+02, 8.517E+01, 6.885E-01
 3.900E+02, 8.345E+01, 6.294E-01
 4.000E+02, 8.591E+01, 5.743E-01
 4.100E+02, 9.080E+01, 5.846E-01
 4.201E+02, 9.400E+01, 6.122E-01
 4.300E+02, 9.291E+01, 6.274E-01
 4.400E+02, 8.896E+01, 6.207E-01
 4.500E+02, 8.842E+01, 5.623E-01
 4.600E+02, 8.842E+01, 5.660E-01
 4.700E+02, 8.901E+01, 6.106E-01
 4.800E+02, 9.423E+01, 6.755E-01
 4.900E+02, 9.377E+01, 6.652E-01
 5.000E+02, 9.400E+01, 6.257E-01
 5.100E+02, 9.320E+01, 5.920E-01
 5.200E+02, 9.273E+01, 5.682E-01
 5.301E+02, 9.316E+01, 5.876E-01
 5.400E+02, 9.217E+01, 6.238E-01
 5.500E+02, 9.641E+01, 5.558E-01
 5.600E+02, 9.616E+01, 5.274E-01
 5.700E+02, 9.754E+01, 5.790E-01
 5.801E+02, 9.184E+01, 6.252E-01
 5.901E+02, 9.427E+01, 6.394E-01
 6.000E+02, 9.705E+01, 5.942E-01
 6.100E+02, 9.621E+01, 5.970E-01
 6.200E+02, 9.604E+01, 6.660E-01
 6.301E+02, 9.443E+01, 5.724E-01
 6.400E+02, 9.366E+01, 5.014E-01
 6.500E+02, 9.460E+01, 5.077E-01
 6.600E+02, 9.173E+01, 5.413E-01
 6.701E+02, 9.375E+01, 5.878E-01
 6.800E+02, 9.637E+01, 5.773E-01
 6.901E+02, 9.551E+01, 6.339E-01
 7.000E+02, 9.775E+01, 6.685E-01
 7.101E+02, 9.627E+01, 5.593E-01
 7.200E+02, 9.636E+01, 5.205E-01
 7.300E+02, 9.429E+01, 6.360E-01
 7.400E+02, 9.353E+01, 6.282E-01
 7.500E+02, 9.956E+01, 5.887E-01
 7.601E+02, 9.499E+01, 6.185E-01
 7.700E+02, 9.609E+01, 5.976E-01
 7.801E+02, 9.974E+01, 5.901E-01
 7.900E+02, 9.890E+01, 5.764E-01
 8.001E+02, 9.890E+01, 6.299E-01
 8.101E+02, 9.796E+01, 6.564E-01
 8.200E+02, 9.765E+01, 6.330E-01
 8.301E+02, 9.825E+01, 6.557E-01
 8.400E+02, 9.864E+01, 6.487E-01
 8.501E+02, 9.582E+01, 5.462E-01
 8.601E+02, 9.687E+01, 5.418E-01
 8.701E+02, 9.760E+01, 5.166E-01
 8.800E+02, 9.738E+01, 5.277E-01
 8.900E+02, 9.654E+01, 5.798E-01
 9.001E+02, 9.425E+01, 5.585E-01
 9.100E+02, 9.371E+01, 5.149E-01
 9.200E+02, 9.330E+01, 5.061E-01
 9.300E+02, 9.313E+01, 5.205E-01
 9.400E+02, 9.319E+01, 5.301E-01
 9.500E+02, 9.396E+01, 5.467E-01
 9.600E+02, 9.639E+01, 6.075E-01
 9.700E+02, 9.771E+01, 6.036E-01
 9.800E+02, 9.516E+01, 5.082E-01
 9.900E+02, 9.438E+01, 4.964E-01
 1.000E+03, 9.192E+01, 5.180E-01
 1.010E+03, 9.346E+01, 5.476E-01
 1.020E+03, 9.874E+01, 5.547E-01
 1.030E+03, 9.811E+01, 5.549E-01
 1.040E+03, 9.547E+01, 5.436E-01
 1.050E+03, 9.445E+01, 5.467E-01
 1.060E+03, 9.745E+01, 5.775E-01
 1.070E+03, 9.989E+01, 6.173E-01
 1.080E+03, 9.994E+01, 6.242E-01
 1.090E+03, 9.706E+01, 6.340E-01
 1.100E+03, 9.771E+01, 5.642E-01
 1.110E+03, 9.902E+01, 5.203E-01
 1.120E+03, 9.864E+01, 5.281E-01
 1.130E+03, 9.780E+01, 5.666E-01
 1.140E+03, 1.009E+02, 5.664E-01
 1.150E+03, 9.870E+01, 6.694E-01
 1.160E+03, 9.795E+01, 6.677E-01
 1.170E+03, 9.431E+01, 5.496E-01
 1.180E+03, 9.273E+01, 5.237E-01
 1.190E+03, 9.166E+01, 5.732E-01
 1.200E+03, 9.101E+01, 5.221E-01
 1.210E+03, 9.552E+01, 5.106E-01
 1.220E+03, 9.753E+01, 5.330E-01
 1.230E+03, 9.708E+01, 5.878E-01
 1.240E+03, 9.809E+01, 6.280E-01
 1.250E+03, 9.926E+01, 6.384E-01
 1.260E+03, 9.948E+01, 6.431E-01
 1.270E+03, 9.711E+01, 6.166E-01
 1.280E+03, 9.438E+01, 5.980E-01
 1.290E+03, 9.493E+01, 5.776E-01
 1.300E+03, 9.669E+01, 5.455E-01
 1.310E+03, 9.710E+01, 5.446E-01
 1.320E+03, 9.555E+01, 6.218E-01
 1.330E+03, 9.823E+01, 6.251E-01
 1.340E+03, 1.000E+02, 6.094E-01
 1.350E+03, 9.988E+01, 5.737E-01
 1.360E+03, 9.739E+01, 5.295E-01
 1.370E+03, 9.740E+01, 5.665E-01
 1.380E+03, 9.744E+01, 5.726E-01
 1.390E+03, 9.825E+01, 5.674E-01
 1.400E+03, 9.530E+01, 5.515E-01
 1.410E+03, 9.571E+01, 5.680E-01
 1.420E+03, 9.377E+01, 5.955E-01
 1.430E+03, 9.329E+01, 5.790E-01
 1.440E+03, 9.458E+01, 5.222E-01
 1.450E+03, 9.753E+01, 5.152E-01
 1.460E+03, 1.000E+02, 5.329E-01
 1.470E+03, 1.027E+02, 6.107E-01
 1.480E+03, 1.017E+02, 6.906E-01
 1.490E+03, 9.974E+01, 6.978E-01
 1.500E+03, 1.006E+02, 5.925E-01
 1.510E+03, 9.759E+01, 5.397E-01
 1.520E+03, 9.461E+01, 5.508E-01
 1.530E+03, 9.364E+01, 5.599E-01
 1.540E+03, 9.770E+01, 5.659E-01
 1.550E+03, 9.900E+01, 5.651E-01
 1.560E+03, 9.682E+01, 6.325E-01
 1.570E+03, 9.566E+01, 6.058E-01
 1.580E+03, 9.720E+01, 5.734E-01
 1.590E+03, 9.524E+01, 6.062E-01
 1.600E+03, 9.605E+01, 5.366E-01
 1.610E+03, 9.593E+01, 5.030E-01
 1.620E+03, 9.618E+01, 5.521E-01
 1.630E+03, 9.602E+01, 5.922E-01
 1.640E+03, 9.460E+01, 5.542E-01
 1.650E+03, 9.535E+01, 5.529E-01
 1.660E+03, 9.573E+01, 5.804E-01
 1.670E+03, 9.545E+01, 6.297E-01
 1.680E+03, 9.540E+01, 5.783E-01
 1.690E+03, 9.695E+01, 5.389E-01
 1.700E+03, 1.026E+02, 5.195E-01
 1.710E+03, 9.953E+01, 5.310E-01
 1.720E+03, 9.886E+01, 6.398E-01
 1.730E+03, 1.012E+02, 7.314E-01
 1.740E+03, 1.022E+02, 7.159E-01
 1.750E+03, 1.014E+02, 6.542E-01
 1.760E+03, 1.001E+02, 6.256E-01
 1.770E+03, 1.005E+02, 5.382E-01
 1.780E+03, 1.011E+02, 5.523E-01
 1.790E+03, 9.662E+01, 6.108E-01
 1.800E+03, 9.419E+01, 5.732E-01
