m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 2.968E+01, 2.000E-02, 2.114E+01,-6.724E-01
 6.860E-02, 3.007E+01, 6.865E-02, 2.032E+01,-6.718E-01
 1.172E-01, 3.072E+01, 1.173E-01, 2.015E+01,-6.668E-01
 1.658E-01, 3.121E+01, 1.659E-01, 2.012E+01,-6.703E-01
 2.144E-01, 3.137E+01, 2.146E-01, 2.012E+01,-6.669E-01
 2.630E-01, 3.166E+01, 2.632E-01, 2.012E+01,-6.599E-01
 3.116E-01, 3.210E+01, 3.119E-01, 2.012E+01,-6.499E-01
 3.602E-01, 3.260E+01, 3.605E-01, 2.014E+01,-6.270E-01
 4.088E-01, 3.301E+01, 4.092E-01, 2.016E+01,-6.174E-01
 4.574E-01, 3.354E+01, 4.578E-01, 2.018E+01,-6.075E-01
 5.060E-01, 3.454E+01, 5.065E-01, 2.019E+01,-5.886E-01
 5.547E-01, 3.663E+01, 5.551E-01, 2.020E+01,-5.666E-01
 6.033E-01, 3.930E+01, 6.038E-01, 2.022E+01,-5.365E-01
 6.519E-01, 4.130E+01, 6.524E-01, 2.023E+01,-5.106E-01
 7.005E-01, 4.203E+01, 7.011E-01, 2.024E+01,-4.951E-01
 7.491E-01, 4.295E+01, 7.497E-01, 2.025E+01,-4.682E-01
 7.977E-01, 4.399E+01, 7.984E-01, 2.026E+01,-4.322E-01
 8.463E-01, 4.510E+01, 8.470E-01, 2.030E+01,-4.093E-01
 8.949E-01, 4.664E+01, 8.957E-01, 2.076E+01,-3.712E-01
 9.435E-01, 4.915E+01, 9.443E-01, 2.254E+01,-3.237E-01
 9.921E-01, 5.422E+01, 9.930E-01, 2.637E+01,-2.366E-01
 1.041E+00, 6.163E+01, 1.042E+00, 3.227E+01,-9.153E-02
 1.089E+00, 7.542E+01, 1.090E+00, 4.152E+01, 1.866E-01
 1.138E+00, 9.320E+01, 1.139E+00, 5.831E+01, 4.301E-01
 1.187E+00, 1.064E+02, 1.188E+00, 8.010E+01, 6.429E-01
 1.235E+00, 1.150E+02, 1.236E+00, 9.867E+01, 7.978E-01
 1.284E+00, 1.254E+02, 1.285E+00, 1.074E+02, 8.640E-01
 1.332E+00, 1.352E+02, 1.334E+00, 1.166E+02, 1.018E+00
 1.381E+00, 1.425E+02, 1.382E+00, 1.242E+02, 1.115E+00
 1.430E+00, 1.475E+02, 1.431E+00, 1.317E+02, 1.246E+00
 1.478E+00, 1.523E+02, 1.479E+00, 1.369E+02, 1.331E+00
 1.527E+00, 1.564E+02, 1.528E+00, 1.403E+02, 1.398E+00
 1.575E+00, 1.586E+02, 1.577E+00, 1.437E+02, 1.478E+00
 1.624E+00, 1.609E+02, 1.625E+00, 1.496E+02, 1.630E+00
 1.673E+00, 1.633E+02, 1.674E+00, 1.518E+02, 1.741E+00
 1.721E+00, 1.642E+02, 1.723E+00, 1.525E+02, 1.899E+00
 1.770E+00, 1.647E+02, 1.771E+00, 1.553E+02, 2.080E+00
 1.818E+00, 1.648E+02, 1.820E+00, 1.570E+02, 1.746E+00
 1.867E+00, 1.651E+02,NaN,NaN,NaN
 1.916E+00, 1.656E+02,NaN,NaN,NaN
 1.964E+00, 1.663E+02,NaN,NaN,NaN
 2.013E+00, 1.662E+02,NaN,NaN,NaN
 2.061E+00, 1.657E+02,NaN,NaN,NaN
 2.110E+00, 1.621E+02,NaN,NaN,NaN
