m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 3.706E+01, 2.000E-02, 2.959E+01,-4.860E-01
 6.860E-02, 3.591E+01, 6.865E-02, 2.846E+01,-4.899E-01
 1.172E-01, 3.603E+01, 1.173E-01, 2.825E+01,-4.893E-01
 1.658E-01, 3.638E+01, 1.659E-01, 2.823E+01,-4.961E-01
 2.144E-01, 3.676E+01, 2.146E-01, 2.824E+01,-4.849E-01
 2.630E-01, 3.738E+01, 2.632E-01, 2.825E+01,-4.739E-01
 3.116E-01, 3.833E+01, 3.119E-01, 2.826E+01,-4.619E-01
 3.602E-01, 3.913E+01, 3.605E-01, 2.827E+01,-4.583E-01
 4.088E-01, 4.009E+01, 4.092E-01, 2.829E+01,-4.520E-01
 4.574E-01, 4.108E+01, 4.578E-01, 2.832E+01,-4.510E-01
 5.060E-01, 4.168E+01, 5.065E-01, 2.833E+01,-4.405E-01
 5.547E-01, 4.183E+01, 5.551E-01, 2.835E+01,-4.316E-01
 6.033E-01, 4.196E+01, 6.038E-01, 2.836E+01,-4.081E-01
 6.519E-01, 4.232E+01, 6.524E-01, 2.838E+01,-3.947E-01
 7.005E-01, 4.288E+01, 7.011E-01, 2.840E+01,-3.830E-01
 7.491E-01, 4.352E+01, 7.497E-01, 2.842E+01,-3.690E-01
 7.977E-01, 4.393E+01, 7.984E-01, 2.844E+01,-3.488E-01
 8.463E-01, 4.494E+01, 8.470E-01, 2.846E+01,-3.300E-01
 8.949E-01, 4.607E+01, 8.957E-01, 2.853E+01,-3.131E-01
 9.435E-01, 4.711E+01, 9.443E-01, 2.874E+01,-2.839E-01
 9.921E-01, 4.782E+01, 9.930E-01, 2.980E+01,-2.504E-01
 1.041E+00, 4.846E+01, 1.042E+00, 3.163E+01,-1.902E-01
 1.089E+00, 4.966E+01, 1.090E+00, 3.463E+01,-4.591E-02
 1.138E+00, 5.434E+01, 1.139E+00, 3.839E+01, 1.398E-01
 1.187E+00, 6.545E+01, 1.188E+00, 4.289E+01, 2.704E-01
 1.235E+00, 8.364E+01, 1.236E+00, 4.755E+01, 3.748E-01
 1.284E+00, 1.063E+02, 1.285E+00, 5.655E+01, 5.045E-01
 1.332E+00, 1.305E+02, 1.334E+00, 7.100E+01, 6.039E-01
 1.381E+00, 1.509E+02, 1.382E+00, 8.556E+01, 7.410E-01
 1.430E+00, 1.634E+02, 1.431E+00, 9.796E+01, 8.252E-01
 1.478E+00, 1.670E+02, 1.479E+00, 1.090E+02, 8.890E-01
 1.527E+00, 1.676E+02, 1.528E+00, 1.196E+02, 9.676E-01
 1.575E+00, 1.687E+02, 1.577E+00, 1.289E+02, 1.087E+00
 1.624E+00, 1.699E+02, 1.625E+00, 1.385E+02, 1.199E+00
 1.673E+00, 1.713E+02, 1.674E+00, 1.503E+02, 1.413E+00
 1.721E+00, 1.725E+02, 1.723E+00, 1.637E+02, 1.722E+00
 1.770E+00, 1.729E+02, 1.771E+00, 1.721E+02, 1.786E+00
 1.818E+00, 1.732E+02, 1.820E+00, 1.724E+02, 9.556E-01
 1.867E+00, 1.732E+02,NaN,NaN,NaN
 1.916E+00, 1.734E+02,NaN,NaN,NaN
 1.964E+00, 1.737E+02,NaN,NaN,NaN
 2.013E+00, 1.746E+02,NaN,NaN,NaN
 2.061E+00, 1.756E+02,NaN,NaN,NaN
 2.110E+00, 1.745E+02,NaN,NaN,NaN
