s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 2.500E+01, 2.130E+00
 1.002E+01, 2.500E+01, 2.130E+00
 2.001E+01, 2.501E+01, 2.130E+00
 3.000E+01, 2.502E+01, 2.130E+00
 4.003E+01, 2.504E+01, 2.130E+00
 5.005E+01, 4.377E+01, 1.950E+00
 6.002E+01, 5.103E+01, 1.361E+00
 7.003E+01, 5.237E+01, 9.788E-01
 8.001E+01, 5.484E+01, 7.362E-01
 9.001E+01, 5.809E+01, 8.249E-01
 1.000E+02, 6.133E+01, 1.038E+00
 1.100E+02, 5.933E+01, 1.375E+00
 1.200E+02, 6.287E+01, 1.532E+00
 1.301E+02, 6.419E+01, 1.515E+00
 1.401E+02, 6.176E+01, 1.496E+00
 1.500E+02, 6.466E+01, 1.415E+00
 1.601E+02, 6.909E+01, 1.252E+00
 1.700E+02, 7.851E+01, 1.092E+00
 1.800E+02, 8.181E+01, 1.086E+00
 1.900E+02, 8.202E+01, 1.242E+00
 2.000E+02, 8.238E+01, 1.369E+00
 2.101E+02, 8.430E+01, 1.317E+00
 2.201E+02, 8.171E+01, 1.299E+00
 2.300E+02, 8.493E+01, 1.301E+00
 2.400E+02, 8.111E+01, 1.268E+00
 2.500E+02, 8.397E+01, 1.213E+00
 2.600E+02, 9.018E+01, 1.138E+00
 2.700E+02, 9.071E+01, 1.135E+00
 2.800E+02, 8.586E+01, 1.168E+00
 2.900E+02, 7.729E+01, 1.249E+00
 3.000E+02, 8.488E+01, 1.172E+00
 3.100E+02, 9.003E+01, 1.083E+00
 3.201E+02, 9.098E+01, 1.065E+00
 3.300E+02, 9.089E+01, 1.124E+00
 3.400E+02, 9.029E+01, 1.220E+00
 3.500E+02, 9.588E+01, 1.258E+00
 3.601E+02, 9.644E+01, 1.261E+00
 3.701E+02, 9.933E+01, 1.245E+00
 3.800E+02, 1.050E+02, 1.211E+00
 3.901E+02, 1.033E+02, 1.199E+00
 4.000E+02, 9.934E+01, 1.219E+00
 4.100E+02, 1.027E+02, 1.177E+00
 4.200E+02, 1.018E+02, 1.189E+00
 4.300E+02, 1.017E+02, 1.204E+00
 4.401E+02, 1.025E+02, 1.224E+00
 4.500E+02, 1.018E+02, 1.209E+00
 4.600E+02, 9.949E+01, 1.198E+00
 4.700E+02, 9.889E+01, 1.199E+00
 4.800E+02, 9.989E+01, 1.230E+00
 4.900E+02, 1.017E+02, 1.220E+00
 5.000E+02, 1.060E+02, 1.144E+00
 5.100E+02, 9.986E+01, 1.195E+00
 5.201E+02, 1.076E+02, 1.238E+00
 5.300E+02, 1.110E+02, 1.257E+00
 5.400E+02, 1.080E+02, 1.250E+00
 5.500E+02, 1.078E+02, 1.203E+00
 5.600E+02, 1.083E+02, 1.149E+00
 5.700E+02, 1.063E+02, 1.120E+00
 5.800E+02, 1.045E+02, 1.152E+00
 5.900E+02, 1.056E+02, 1.205E+00
 6.000E+02, 1.084E+02, 1.187E+00
 6.100E+02, 1.061E+02, 1.144E+00
 6.200E+02, 1.067E+02, 1.160E+00
 6.301E+02, 1.018E+02, 1.205E+00
 6.400E+02, 1.054E+02, 1.105E+00
 6.500E+02, 1.048E+02, 1.131E+00
 6.600E+02, 1.055E+02, 1.158E+00
 6.700E+02, 1.054E+02, 1.240E+00
 6.800E+02, 1.032E+02, 1.217E+00
 6.901E+02, 1.043E+02, 1.131E+00
 7.000E+02, 1.040E+02, 1.050E+00
 7.100E+02, 1.034E+02, 1.127E+00
 7.200E+02, 1.024E+02, 1.172E+00
 7.301E+02, 1.031E+02, 1.151E+00
 7.400E+02, 1.039E+02, 1.152E+00
 7.500E+02, 1.063E+02, 1.100E+00
 7.600E+02, 1.079E+02, 1.145E+00
 7.701E+02, 1.075E+02, 1.217E+00
 7.800E+02, 1.074E+02, 1.164E+00
 7.900E+02, 1.039E+02, 1.112E+00
 8.001E+02, 1.038E+02, 1.133E+00
 8.101E+02, 1.083E+02, 1.141E+00
 8.200E+02, 1.069E+02, 1.049E+00
 8.301E+02, 1.014E+02, 1.121E+00
 8.400E+02, 1.064E+02, 1.138E+00
 8.500E+02, 1.076E+02, 1.157E+00
 8.600E+02, 1.091E+02, 1.139E+00
 8.701E+02, 1.060E+02, 1.139E+00
 8.800E+02, 1.003E+02, 1.190E+00
 8.900E+02, 1.009E+02, 1.166E+00
 9.000E+02, 1.011E+02, 1.092E+00
 9.100E+02, 1.055E+02, 1.109E+00
 9.200E+02, 1.049E+02, 1.116E+00
 9.300E+02, 1.007E+02, 1.145E+00
 9.400E+02, 1.034E+02, 1.158E+00
 9.500E+02, 1.052E+02, 1.172E+00
 9.600E+02, 9.897E+01, 1.145E+00
 9.701E+02, 9.796E+01, 1.151E+00
 9.800E+02, 9.937E+01, 1.082E+00
 9.900E+02, 1.039E+02, 1.040E+00
 1.000E+03, 1.079E+02, 1.082E+00
 1.010E+03, 1.036E+02, 1.159E+00
 1.020E+03, 9.856E+01, 1.251E+00
 1.030E+03, 1.023E+02, 1.202E+00
 1.040E+03, 1.052E+02, 1.058E+00
 1.050E+03, 1.067E+02, 1.032E+00
 1.060E+03, 1.062E+02, 1.088E+00
 1.070E+03, 1.063E+02, 1.113E+00
 1.080E+03, 1.053E+02, 1.185E+00
 1.090E+03, 1.016E+02, 1.165E+00
 1.100E+03, 1.035E+02, 1.112E+00
 1.110E+03, 1.015E+02, 1.135E+00
 1.120E+03, 1.036E+02, 1.081E+00
 1.130E+03, 1.052E+02, 1.077E+00
 1.140E+03, 1.033E+02, 1.143E+00
 1.150E+03, 1.051E+02, 1.190E+00
 1.160E+03, 1.060E+02, 1.144E+00
 1.170E+03, 1.020E+02, 1.112E+00
 1.180E+03, 1.032E+02, 1.160E+00
 1.190E+03, 1.038E+02, 1.151E+00
 1.200E+03, 1.067E+02, 1.058E+00
 1.210E+03, 1.051E+02, 1.057E+00
 1.220E+03, 1.010E+02, 1.124E+00
 1.230E+03, 9.856E+01, 1.141E+00
 1.240E+03, 1.026E+02, 1.096E+00
 1.250E+03, 1.054E+02, 1.086E+00
 1.260E+03, 1.071E+02, 1.122E+00
 1.270E+03, 1.065E+02, 1.140E+00
 1.280E+03, 1.074E+02, 1.157E+00
 1.290E+03, 1.023E+02, 1.193E+00
 1.300E+03, 1.034E+02, 1.156E+00
 1.310E+03, 1.048E+02, 1.078E+00
 1.320E+03, 1.027E+02, 1.104E+00
 1.330E+03, 1.042E+02, 1.109E+00
 1.340E+03, 1.025E+02, 1.073E+00
 1.350E+03, 1.044E+02, 1.070E+00
 1.360E+03, 1.072E+02, 1.101E+00
 1.370E+03, 1.040E+02, 1.153E+00
 1.380E+03, 1.017E+02, 1.100E+00
 1.390E+03, 1.003E+02, 1.045E+00
 1.400E+03, 1.021E+02, 1.087E+00
 1.410E+03, 1.052E+02, 1.108E+00
 1.420E+03, 1.008E+02, 1.130E+00
 1.430E+03, 1.037E+02, 1.088E+00
 1.440E+03, 1.070E+02, 1.052E+00
 1.450E+03, 1.047E+02, 1.047E+00
 1.460E+03, 1.006E+02, 1.087E+00
 1.470E+03, 9.907E+01, 1.121E+00
 1.480E+03, 1.042E+02, 1.079E+00
 1.490E+03, 1.038E+02, 1.104E+00
 1.500E+03, 1.015E+02, 1.147E+00
 1.510E+03, 1.066E+02, 1.111E+00
 1.520E+03, 1.082E+02, 1.067E+00
 1.530E+03, 9.969E+01, 1.109E+00
 1.540E+03, 1.009E+02, 1.099E+00
 1.550E+03, 1.001E+02, 1.169E+00
 1.560E+03, 9.908E+01, 1.204E+00
 1.570E+03, 1.025E+02, 1.148E+00
 1.580E+03, 1.002E+02, 1.086E+00
 1.590E+03, 1.029E+02, 1.114E+00
 1.600E+03, 1.022E+02, 1.116E+00
 1.610E+03, 1.033E+02, 1.068E+00
 1.620E+03, 1.026E+02, 1.096E+00
 1.630E+03, 9.996E+01, 1.203E+00
 1.640E+03, 1.023E+02, 1.172E+00
 1.650E+03, 1.009E+02, 1.105E+00
 1.660E+03, 1.015E+02, 1.055E+00
 1.670E+03, 1.007E+02, 1.045E+00
 1.680E+03, 1.013E+02, 1.104E+00
 1.690E+03, 1.028E+02, 1.082E+00
 1.700E+03, 1.068E+02, 1.066E+00
 1.710E+03, 1.077E+02, 1.102E+00
 1.720E+03, 9.924E+01, 1.166E+00
 1.730E+03, 1.015E+02, 1.075E+00
 1.740E+03, 1.013E+02, 1.085E+00
 1.750E+03, 1.053E+02, 1.066E+00
 1.760E+03, 1.048E+02, 1.042E+00
 1.770E+03, 1.015E+02, 1.109E+00
 1.780E+03, 1.021E+02, 1.126E+00
 1.790E+03, 1.061E+02, 1.051E+00
 1.800E+03, 1.061E+02, 1.029E+00
