m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 4.837E+01, 2.000E-02, 3.030E+01,-9.254E-01
 6.860E-02, 5.025E+01, 6.865E-02, 2.933E+01,-9.299E-01
 1.172E-01, 5.206E+01, 1.173E-01, 2.919E+01,-9.354E-01
 1.658E-01, 5.350E+01, 1.659E-01, 2.921E+01,-9.325E-01
 2.144E-01, 5.605E+01, 2.146E-01, 2.924E+01,-9.288E-01
 2.630E-01, 5.930E+01, 2.632E-01, 2.926E+01,-9.248E-01
 3.116E-01, 6.178E+01, 3.119E-01, 2.927E+01,-9.093E-01
 3.602E-01, 6.365E+01, 3.605E-01, 2.928E+01,-8.939E-01
 4.088E-01, 6.571E+01, 4.092E-01, 2.929E+01,-8.762E-01
 4.574E-01, 6.893E+01, 4.578E-01, 2.930E+01,-8.484E-01
 5.060E-01, 7.364E+01, 5.065E-01, 2.931E+01,-8.253E-01
 5.547E-01, 7.997E+01, 5.551E-01, 2.931E+01,-8.008E-01
 6.033E-01, 8.639E+01, 6.038E-01, 2.932E+01,-7.812E-01
 6.519E-01, 9.482E+01, 6.524E-01, 2.933E+01,-7.632E-01
 7.005E-01, 1.056E+02, 7.011E-01, 2.935E+01,-7.285E-01
 7.491E-01, 1.182E+02, 7.497E-01, 2.937E+01,-6.801E-01
 7.977E-01, 1.263E+02, 7.984E-01, 2.970E+01,-6.342E-01
 8.463E-01, 1.327E+02, 8.470E-01, 3.295E+01,-5.860E-01
 8.949E-01, 1.371E+02, 8.957E-01, 4.637E+01,-4.324E-01
 9.435E-01, 1.420E+02, 9.443E-01, 6.571E+01,-1.546E-01
 9.921E-01, 1.463E+02, 9.930E-01, 8.761E+01, 1.920E-01
 1.041E+00, 1.514E+02, 1.042E+00, 1.124E+02, 5.991E-01
 1.089E+00, 1.561E+02, 1.090E+00, 1.339E+02, 8.831E-01
 1.138E+00, 1.599E+02, 1.139E+00, 1.437E+02, 9.315E-01
 1.187E+00, 1.636E+02, 1.188E+00, 1.472E+02, 9.821E-01
 1.235E+00, 1.664E+02, 1.236E+00, 1.505E+02, 1.037E+00
 1.284E+00, 1.695E+02, 1.285E+00, 1.550E+02, 1.147E+00
 1.332E+00, 1.734E+02, 1.334E+00, 1.598E+02, 1.239E+00
 1.381E+00, 1.763E+02, 1.382E+00, 1.636E+02, 1.319E+00
 1.430E+00, 1.775E+02, 1.431E+00, 1.665E+02, 1.422E+00
 1.478E+00, 1.784E+02, 1.479E+00, 1.697E+02, 1.546E+00
 1.527E+00, 1.788E+02, 1.528E+00, 1.719E+02, 1.664E+00
 1.575E+00, 1.784E+02, 1.577E+00, 1.730E+02, 1.786E+00
 1.624E+00, 1.791E+02, 1.625E+00, 1.738E+02, 1.913E+00
 1.673E+00, 1.793E+02, 1.674E+00, 1.748E+02, 2.071E+00
 1.721E+00, 1.801E+02, 1.723E+00, 1.769E+02, 2.269E+00
 1.770E+00, 1.805E+02, 1.771E+00, 1.791E+02, 2.403E+00
 1.818E+00, 1.805E+02, 1.820E+00, 1.793E+02, 1.733E+00
 1.867E+00, 1.805E+02,NaN,NaN,NaN
 1.916E+00, 1.809E+02,NaN,NaN,NaN
 1.964E+00, 1.815E+02,NaN,NaN,NaN
 2.013E+00, 1.816E+02,NaN,NaN,NaN
 2.061E+00, 1.820E+02,NaN,NaN,NaN
 2.110E+00, 1.812E+02,NaN,NaN,NaN
