m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 4.143E+01, 2.000E-02, 2.962E+01,-7.954E-01
 6.860E-02, 4.205E+01, 6.865E-02, 2.917E+01,-8.095E-01
 1.172E-01, 4.327E+01, 1.173E-01, 2.913E+01,-8.100E-01
 1.658E-01, 4.380E+01, 1.659E-01, 2.915E+01,-8.093E-01
 2.144E-01, 4.449E+01, 2.146E-01, 2.916E+01,-8.015E-01
 2.630E-01, 4.588E+01, 2.632E-01, 2.917E+01,-7.898E-01
 3.116E-01, 4.826E+01, 3.119E-01, 2.918E+01,-7.842E-01
 3.602E-01, 5.053E+01, 3.605E-01, 2.919E+01,-7.750E-01
 4.088E-01, 5.248E+01, 4.092E-01, 2.920E+01,-7.533E-01
 4.574E-01, 5.492E+01, 4.578E-01, 2.921E+01,-7.413E-01
 5.060E-01, 5.784E+01, 5.065E-01, 2.922E+01,-7.219E-01
 5.547E-01, 6.134E+01, 5.551E-01, 2.923E+01,-7.029E-01
 6.033E-01, 6.536E+01, 6.038E-01, 2.924E+01,-6.788E-01
 6.519E-01, 6.967E+01, 6.524E-01, 2.925E+01,-6.621E-01
 7.005E-01, 7.417E+01, 7.011E-01, 2.925E+01,-6.358E-01
 7.491E-01, 7.853E+01, 7.497E-01, 2.927E+01,-6.085E-01
 7.977E-01, 8.527E+01, 7.984E-01, 2.941E+01,-5.631E-01
 8.463E-01, 9.287E+01, 8.470E-01, 3.062E+01,-5.122E-01
 8.949E-01, 9.970E+01, 8.957E-01, 3.762E+01,-4.251E-01
 9.435E-01, 1.055E+02, 9.443E-01, 5.448E+01,-2.169E-01
 9.921E-01, 1.087E+02, 9.930E-01, 7.178E+01, 1.022E-01
 1.041E+00, 1.127E+02, 1.042E+00, 8.860E+01, 4.516E-01
 1.089E+00, 1.142E+02, 1.090E+00, 9.946E+01, 5.836E-01
 1.138E+00, 1.151E+02, 1.139E+00, 1.050E+02, 7.199E-01
 1.187E+00, 1.172E+02, 1.188E+00, 1.082E+02, 8.610E-01
 1.235E+00, 1.209E+02, 1.236E+00, 1.106E+02, 9.092E-01
 1.284E+00, 1.231E+02, 1.285E+00, 1.132E+02, 9.440E-01
 1.332E+00, 1.244E+02, 1.334E+00, 1.169E+02, 1.006E+00
 1.381E+00, 1.254E+02, 1.382E+00, 1.194E+02, 1.066E+00
 1.430E+00, 1.260E+02, 1.431E+00, 1.214E+02, 1.128E+00
 1.478E+00, 1.265E+02, 1.479E+00, 1.234E+02, 1.203E+00
 1.527E+00, 1.267E+02, 1.528E+00, 1.246E+02, 1.294E+00
 1.575E+00, 1.267E+02, 1.577E+00, 1.259E+02, 1.395E+00
 1.624E+00, 1.270E+02, 1.625E+00, 1.265E+02, 1.495E+00
 1.673E+00, 1.274E+02, 1.674E+00, 1.267E+02, 1.623E+00
 1.721E+00, 1.278E+02, 1.723E+00, 1.274E+02, 1.801E+00
 1.770E+00, 1.282E+02, 1.771E+00, 1.283E+02, 1.950E+00
 1.818E+00, 1.286E+02, 1.820E+00, 1.279E+02, 1.497E+00
 1.867E+00, 1.290E+02,NaN,NaN,NaN
 1.916E+00, 1.294E+02,NaN,NaN,NaN
 1.964E+00, 1.294E+02,NaN,NaN,NaN
 2.013E+00, 1.293E+02,NaN,NaN,NaN
 2.061E+00, 1.293E+02,NaN,NaN,NaN
 2.110E+00, 1.283E+02,NaN,NaN,NaN
