s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 2.000E+01, 2.290E+00
 1.004E+01, 2.000E+01, 1.776E+00
 2.003E+01, 2.001E+01, 4.858E-01
 3.002E+01, 2.003E+01, 2.227E-01
 4.001E+01, 3.492E+01, 1.135E+00
 5.002E+01, 6.808E+01, 1.296E+00
 6.001E+01, 6.081E+01, 7.625E-01
 7.002E+01, 5.768E+01, 8.411E-01
 8.004E+01, 6.151E+01, 9.304E-01
 9.003E+01, 7.305E+01, 1.191E+00
 1.000E+02, 8.126E+01, 1.297E+00
 1.100E+02, 9.173E+01, 1.384E+00
 1.200E+02, 9.530E+01, 1.247E+00
 1.300E+02, 1.037E+02, 1.266E+00
 1.400E+02, 1.130E+02, 1.243E+00
 1.500E+02, 1.169E+02, 1.242E+00
 1.600E+02, 1.202E+02, 1.224E+00
 1.700E+02, 1.106E+02, 1.220E+00
 1.800E+02, 1.071E+02, 1.195E+00
 1.900E+02, 1.103E+02, 1.174E+00
 2.000E+02, 1.153E+02, 1.088E+00
 2.100E+02, 1.199E+02, 1.084E+00
 2.200E+02, 1.156E+02, 1.139E+00
 2.300E+02, 1.182E+02, 1.097E+00
 2.400E+02, 1.205E+02, 1.050E+00
 2.500E+02, 1.197E+02, 1.120E+00
 2.600E+02, 1.207E+02, 1.114E+00
 2.700E+02, 1.298E+02, 1.074E+00
 2.800E+02, 1.387E+02, 1.069E+00
 2.901E+02, 1.412E+02, 1.226E+00
 3.000E+02, 1.468E+02, 1.370E+00
 3.101E+02, 1.502E+02, 1.296E+00
 3.200E+02, 1.483E+02, 1.270E+00
 3.300E+02, 1.489E+02, 1.272E+00
 3.400E+02, 1.427E+02, 1.218E+00
 3.501E+02, 1.451E+02, 1.123E+00
 3.600E+02, 1.509E+02, 1.113E+00
 3.700E+02, 1.597E+02, 1.287E+00
 3.801E+02, 1.552E+02, 1.250E+00
 3.900E+02, 1.554E+02, 1.143E+00
 4.000E+02, 1.577E+02, 1.215E+00
 4.100E+02, 1.597E+02, 1.257E+00
 4.200E+02, 1.488E+02, 1.211E+00
 4.300E+02, 1.437E+02, 1.147E+00
 4.400E+02, 1.480E+02, 1.116E+00
 4.500E+02, 1.467E+02, 1.117E+00
 4.600E+02, 1.497E+02, 1.129E+00
 4.700E+02, 1.531E+02, 1.228E+00
 4.800E+02, 1.578E+02, 1.151E+00
 4.900E+02, 1.526E+02, 1.118E+00
 5.000E+02, 1.481E+02, 1.165E+00
 5.100E+02, 1.451E+02, 1.143E+00
 5.200E+02, 1.503E+02, 1.126E+00
 5.300E+02, 1.539E+02, 1.130E+00
 5.400E+02, 1.453E+02, 1.140E+00
 5.500E+02, 1.420E+02, 1.133E+00
 5.600E+02, 1.464E+02, 1.119E+00
 5.700E+02, 1.447E+02, 1.077E+00
 5.800E+02, 1.472E+02, 1.105E+00
 5.901E+02, 1.544E+02, 1.090E+00
 6.001E+02, 1.468E+02, 1.153E+00
 6.100E+02, 1.478E+02, 1.128E+00
 6.201E+02, 1.500E+02, 1.065E+00
 6.300E+02, 1.485E+02, 1.062E+00
 6.400E+02, 1.382E+02, 1.150E+00
 6.500E+02, 1.471E+02, 1.062E+00
 6.600E+02, 1.478E+02, 1.096E+00
 6.700E+02, 1.528E+02, 1.131E+00
 6.801E+02, 1.545E+02, 1.103E+00
 6.900E+02, 1.499E+02, 1.129E+00
 7.000E+02, 1.527E+02, 1.113E+00
 7.100E+02, 1.531E+02, 1.027E+00
 7.200E+02, 1.466E+02, 1.079E+00
 7.300E+02, 1.420E+02, 1.113E+00
 7.400E+02, 1.499E+02, 1.068E+00
 7.500E+02, 1.423E+02, 1.049E+00
 7.600E+02, 1.410E+02, 1.061E+00
 7.700E+02, 1.397E+02, 1.109E+00
 7.800E+02, 1.502E+02, 1.054E+00
 7.900E+02, 1.498E+02, 1.168E+00
 8.000E+02, 1.531E+02, 1.055E+00
 8.100E+02, 1.512E+02, 1.101E+00
 8.200E+02, 1.460E+02, 1.161E+00
 8.300E+02, 1.449E+02, 1.071E+00
 8.400E+02, 1.451E+02, 1.062E+00
 8.500E+02, 1.513E+02, 1.038E+00
 8.600E+02, 1.537E+02, 1.102E+00
 8.700E+02, 1.542E+02, 1.124E+00
 8.800E+02, 1.470E+02, 1.096E+00
 8.900E+02, 1.454E+02, 1.041E+00
 9.000E+02, 1.488E+02, 1.082E+00
 9.100E+02, 1.531E+02, 1.086E+00
 9.200E+02, 1.475E+02, 1.118E+00
 9.300E+02, 1.508E+02, 1.069E+00
 9.400E+02, 1.502E+02, 1.098E+00
 9.500E+02, 1.553E+02, 1.126E+00
 9.600E+02, 1.489E+02, 1.077E+00
 9.700E+02, 1.502E+02, 1.140E+00
 9.800E+02, 1.510E+02, 1.121E+00
 9.900E+02, 1.535E+02, 1.060E+00
 1.000E+03, 1.527E+02, 1.059E+00
 1.010E+03, 1.506E+02, 1.118E+00
 1.020E+03, 1.547E+02, 1.094E+00
 1.030E+03, 1.504E+02, 1.067E+00
 1.040E+03, 1.480E+02, 1.139E+00
 1.050E+03, 1.572E+02, 1.110E+00
 1.060E+03, 1.517E+02, 1.085E+00
 1.070E+03, 1.455E+02, 1.093E+00
 1.080E+03, 1.535E+02, 1.017E+00
 1.090E+03, 1.574E+02, 1.065E+00
 1.100E+03, 1.540E+02, 1.097E+00
 1.110E+03, 1.474E+02, 1.173E+00
 1.120E+03, 1.509E+02, 1.106E+00
 1.130E+03, 1.548E+02, 1.069E+00
 1.140E+03, 1.563E+02, 1.121E+00
 1.150E+03, 1.535E+02, 1.139E+00
 1.160E+03, 1.504E+02, 1.092E+00
 1.170E+03, 1.361E+02, 1.095E+00
 1.180E+03, 1.428E+02, 1.138E+00
 1.190E+03, 1.539E+02, 1.109E+00
 1.200E+03, 1.521E+02, 1.088E+00
 1.210E+03, 1.508E+02, 1.117E+00
 1.220E+03, 1.452E+02, 1.103E+00
 1.230E+03, 1.403E+02, 1.083E+00
 1.240E+03, 1.517E+02, 1.078E+00
 1.250E+03, 1.546E+02, 1.099E+00
 1.260E+03, 1.544E+02, 1.063E+00
 1.270E+03, 1.515E+02, 1.126E+00
 1.280E+03, 1.481E+02, 1.128E+00
 1.290E+03, 1.438E+02, 1.055E+00
 1.300E+03, 1.453E+02, 1.087E+00
 1.310E+03, 1.448E+02, 1.115E+00
 1.320E+03, 1.500E+02, 1.131E+00
 1.330E+03, 1.514E+02, 1.070E+00
 1.340E+03, 1.497E+02, 1.066E+00
 1.350E+03, 1.543E+02, 1.044E+00
 1.360E+03, 1.596E+02, 1.016E+00
 1.370E+03, 1.497E+02, 1.140E+00
 1.380E+03, 1.477E+02, 1.139E+00
 1.390E+03, 1.425E+02, 1.096E+00
 1.400E+03, 1.548E+02, 1.031E+00
 1.410E+03, 1.563E+02, 1.117E+00
 1.420E+03, 1.588E+02, 1.177E+00
 1.430E+03, 1.566E+02, 1.162E+00
 1.440E+03, 1.504E+02, 1.139E+00
 1.450E+03, 1.464E+02, 9.927E-01
 1.460E+03, 1.519E+02, 1.079E+00
 1.470E+03, 1.576E+02, 1.104E+00
 1.480E+03, 1.471E+02, 1.121E+00
 1.490E+03, 1.482E+02, 1.033E+00
 1.500E+03, 1.570E+02, 1.116E+00
 1.510E+03, 1.530E+02, 1.149E+00
 1.520E+03, 1.494E+02, 1.040E+00
 1.530E+03, 1.402E+02, 1.078E+00
 1.540E+03, 1.392E+02, 1.085E+00
 1.550E+03, 1.539E+02, 1.016E+00
 1.560E+03, 1.509E+02, 1.076E+00
 1.570E+03, 1.485E+02, 1.160E+00
 1.580E+03, 1.434E+02, 1.095E+00
 1.590E+03, 1.525E+02, 1.045E+00
 1.600E+03, 1.554E+02, 1.050E+00
 1.610E+03, 1.511E+02, 1.131E+00
 1.620E+03, 1.519E+02, 1.106E+00
 1.630E+03, 1.484E+02, 1.035E+00
