s,C,m
Time,"HGL Temp","HGL Height"
 0.000E+00, 8.000E+00, 2.196E+00
 1.004E+01, 8.000E+00, 1.595E+00
 2.002E+01, 8.015E+00, 2.106E-01
 3.002E+01, 8.317E+00, 2.353E-01
 4.000E+01, 4.110E+01, 1.854E+00
 5.001E+01, 3.829E+01, 1.436E+00
 6.002E+01, 4.167E+01, 1.318E+00
 7.004E+01, 4.512E+01, 1.206E+00
 8.001E+01, 4.823E+01, 1.143E+00
 9.004E+01, 6.037E+01, 1.113E+00
 1.000E+02, 5.943E+01, 1.257E+00
 1.100E+02, 6.582E+01, 1.239E+00
 1.200E+02, 6.639E+01, 1.213E+00
 1.300E+02, 6.516E+01, 1.228E+00
 1.400E+02, 6.825E+01, 1.129E+00
 1.500E+02, 7.549E+01, 1.065E+00
 1.600E+02, 7.470E+01, 1.023E+00
 1.700E+02, 7.337E+01, 1.048E+00
 1.800E+02, 7.968E+01, 1.020E+00
 1.900E+02, 7.585E+01, 1.013E+00
 2.000E+02, 7.670E+01, 8.668E-01
 2.100E+02, 7.855E+01, 9.054E-01
 2.200E+02, 8.083E+01, 9.335E-01
 2.301E+02, 8.612E+01, 8.308E-01
 2.400E+02, 8.750E+01, 8.522E-01
 2.500E+02, 9.042E+01, 8.579E-01
 2.600E+02, 9.471E+01, 8.348E-01
 2.700E+02, 9.250E+01, 8.633E-01
 2.800E+02, 1.019E+02, 8.910E-01
 2.900E+02, 1.020E+02, 9.219E-01
 3.000E+02, 1.066E+02, 9.059E-01
 3.100E+02, 1.046E+02, 8.669E-01
 3.201E+02, 1.043E+02, 8.404E-01
 3.300E+02, 1.051E+02, 8.271E-01
 3.400E+02, 1.060E+02, 8.501E-01
 3.500E+02, 1.044E+02, 8.468E-01
 3.600E+02, 1.063E+02, 8.188E-01
 3.700E+02, 1.056E+02, 8.140E-01
 3.800E+02, 1.104E+02, 8.797E-01
 3.900E+02, 1.058E+02, 9.270E-01
 4.000E+02, 1.138E+02, 8.193E-01
 4.100E+02, 1.125E+02, 8.526E-01
 4.200E+02, 1.136E+02, 8.567E-01
 4.300E+02, 1.160E+02, 7.984E-01
 4.401E+02, 1.197E+02, 8.941E-01
 4.500E+02, 1.182E+02, 8.707E-01
 4.600E+02, 1.224E+02, 8.223E-01
 4.700E+02, 1.211E+02, 8.772E-01
 4.800E+02, 1.230E+02, 8.417E-01
 4.900E+02, 1.230E+02, 8.676E-01
 5.000E+02, 1.194E+02, 8.468E-01
 5.100E+02, 1.287E+02, 8.279E-01
 5.201E+02, 1.299E+02, 8.133E-01
 5.300E+02, 1.209E+02, 8.272E-01
 5.401E+02, 1.206E+02, 8.694E-01
 5.500E+02, 1.294E+02, 8.160E-01
 5.600E+02, 1.234E+02, 8.858E-01
 5.700E+02, 1.263E+02, 8.854E-01
 5.800E+02, 1.249E+02, 8.357E-01
 5.900E+02, 1.257E+02, 8.005E-01
 6.000E+02, 1.192E+02, 7.857E-01
 6.100E+02, 1.212E+02, 8.121E-01
 6.200E+02, 1.283E+02, 7.861E-01
 6.300E+02, 1.269E+02, 8.218E-01
 6.400E+02, 1.246E+02, 8.490E-01
 6.501E+02, 1.250E+02, 8.797E-01
 6.600E+02, 1.319E+02, 8.286E-01
 6.700E+02, 1.292E+02, 8.310E-01
 6.800E+02, 1.308E+02, 8.704E-01
 6.900E+02, 1.343E+02, 8.586E-01
 7.000E+02, 1.321E+02, 8.531E-01
 7.100E+02, 1.300E+02, 8.372E-01
 7.200E+02, 1.345E+02, 8.175E-01
 7.300E+02, 1.373E+02, 8.384E-01
 7.400E+02, 1.375E+02, 8.574E-01
 7.500E+02, 1.320E+02, 8.930E-01
 7.601E+02, 1.299E+02, 8.851E-01
 7.700E+02, 1.350E+02, 7.814E-01
 7.800E+02, 1.287E+02, 8.193E-01
 7.901E+02, 1.213E+02, 8.435E-01
 8.000E+02, 1.341E+02, 8.392E-01
 8.100E+02, 1.329E+02, 8.662E-01
 8.200E+02, 1.303E+02, 8.746E-01
 8.300E+02, 1.357E+02, 8.206E-01
 8.400E+02, 1.368E+02, 8.428E-01
 8.500E+02, 1.359E+02, 9.414E-01
 8.600E+02, 1.369E+02, 8.603E-01
 8.700E+02, 1.342E+02, 8.275E-01
 8.800E+02, 1.339E+02, 8.845E-01
 8.900E+02, 1.325E+02, 8.815E-01
 9.000E+02, 1.287E+02, 7.644E-01
 9.100E+02, 1.312E+02, 7.887E-01
 9.201E+02, 1.292E+02, 8.390E-01
 9.300E+02, 1.317E+02, 8.767E-01
 9.400E+02, 1.401E+02, 9.139E-01
 9.500E+02, 1.362E+02, 8.671E-01
 9.600E+02, 1.413E+02, 8.528E-01
 9.700E+02, 1.404E+02, 9.151E-01
 9.800E+02, 1.393E+02, 8.500E-01
 9.900E+02, 1.393E+02, 8.929E-01
 1.000E+03, 1.348E+02, 8.822E-01
 1.010E+03, 1.324E+02, 8.482E-01
 1.020E+03, 1.405E+02, 8.486E-01
 1.030E+03, 1.346E+02, 8.241E-01
 1.040E+03, 1.345E+02, 8.267E-01
 1.050E+03, 1.320E+02, 8.042E-01
 1.060E+03, 1.391E+02, 8.545E-01
 1.070E+03, 1.322E+02, 9.017E-01
 1.080E+03, 1.385E+02, 8.779E-01
 1.090E+03, 1.433E+02, 8.558E-01
 1.100E+03, 1.415E+02, 8.778E-01
 1.110E+03, 1.305E+02, 8.476E-01
 1.120E+03, 1.358E+02, 8.652E-01
 1.130E+03, 1.375E+02, 8.766E-01
 1.140E+03, 1.344E+02, 8.654E-01
 1.150E+03, 1.330E+02, 8.252E-01
 1.160E+03, 1.341E+02, 8.359E-01
 1.170E+03, 1.357E+02, 8.401E-01
 1.180E+03, 1.342E+02, 8.387E-01
 1.190E+03, 1.349E+02, 8.634E-01
 1.200E+03, 1.380E+02, 9.097E-01
 1.210E+03, 1.429E+02, 8.641E-01
 1.220E+03, 1.366E+02, 9.312E-01
 1.230E+03, 1.348E+02, 8.005E-01
 1.240E+03, 1.401E+02, 8.040E-01
 1.250E+03, 1.323E+02, 8.165E-01
 1.260E+03, 1.356E+02, 7.935E-01
 1.270E+03, 1.382E+02, 8.669E-01
 1.280E+03, 1.342E+02, 8.650E-01
 1.290E+03, 1.393E+02, 8.487E-01
 1.300E+03, 1.331E+02, 8.633E-01
 1.310E+03, 1.363E+02, 8.522E-01
 1.320E+03, 1.354E+02, 8.273E-01
 1.330E+03, 1.346E+02, 8.274E-01
 1.340E+03, 1.351E+02, 8.329E-01
 1.350E+03, 1.324E+02, 8.321E-01
 1.360E+03, 1.364E+02, 9.018E-01
 1.370E+03, 1.437E+02, 8.563E-01
 1.380E+03, 1.356E+02, 8.480E-01
 1.390E+03, 1.346E+02, 8.354E-01
 1.400E+03, 1.280E+02, 8.526E-01
 1.410E+03, 1.397E+02, 8.604E-01
 1.420E+03, 1.391E+02, 8.999E-01
 1.430E+03, 1.383E+02, 8.369E-01
 1.440E+03, 1.281E+02, 8.490E-01
 1.450E+03, 1.246E+02, 8.170E-01
 1.460E+03, 1.314E+02, 7.476E-01
 1.470E+03, 1.296E+02, 7.594E-01
 1.480E+03, 1.348E+02, 8.045E-01
 1.490E+03, 1.309E+02, 8.852E-01
 1.500E+03, 1.386E+02, 9.086E-01
 1.510E+03, 1.425E+02, 8.343E-01
 1.520E+03, 1.383E+02, 8.709E-01
 1.530E+03, 1.367E+02, 8.766E-01
 1.540E+03, 1.351E+02, 7.910E-01
 1.550E+03, 1.337E+02, 7.820E-01
 1.560E+03, 1.360E+02, 8.035E-01
 1.570E+03, 1.365E+02, 8.364E-01
 1.580E+03, 1.308E+02, 7.980E-01
 1.590E+03, 1.336E+02, 8.090E-01
 1.600E+03, 1.334E+02, 8.042E-01
 1.610E+03, 1.285E+02, 7.918E-01
 1.620E+03, 1.355E+02, 7.728E-01
 1.630E+03, 1.401E+02, 8.326E-01
 1.640E+03, 1.359E+02, 8.500E-01
 1.650E+03, 1.379E+02, 9.002E-01
 1.660E+03, 1.329E+02, 8.043E-01
 1.670E+03, 1.367E+02, 8.279E-01
 1.680E+03, 1.323E+02, 8.134E-01
 1.690E+03, 1.334E+02, 8.166E-01
 1.700E+03, 1.369E+02, 8.740E-01
 1.710E+03, 1.372E+02, 8.787E-01
 1.720E+03, 1.375E+02, 8.443E-01
 1.730E+03, 1.350E+02, 8.495E-01
 1.740E+03, 1.325E+02, 7.878E-01
 1.750E+03, 1.334E+02, 8.039E-01
 1.760E+03, 1.342E+02, 8.305E-01
 1.770E+03, 1.361E+02, 8.301E-01
 1.780E+03, 1.386E+02, 7.828E-01
 1.790E+03, 1.294E+02, 8.468E-01
 1.800E+03, 1.337E+02, 8.582E-01
