m,C,m,C,m/s
Room_z,TC_Room,Door_z,TC_Door,BP_Door
 2.000E-02, 1.526E+01, 2.000E-02, 7.940E+00,-5.293E-01
 6.860E-02, 1.294E+01, 6.865E-02, 6.374E+00,-5.316E-01
 1.172E-01, 1.293E+01, 1.173E-01, 6.128E+00,-5.257E-01
 1.658E-01, 1.339E+01, 1.659E-01, 6.103E+00,-5.231E-01
 2.144E-01, 1.418E+01, 2.146E-01, 6.101E+00,-5.264E-01
 2.630E-01, 1.488E+01, 2.632E-01, 6.103E+00,-5.166E-01
 3.116E-01, 1.565E+01, 3.119E-01, 6.107E+00,-5.098E-01
 3.602E-01, 1.633E+01, 3.605E-01, 6.108E+00,-5.023E-01
 4.088E-01, 1.698E+01, 4.092E-01, 6.110E+00,-4.967E-01
 4.574E-01, 1.761E+01, 4.578E-01, 6.115E+00,-4.846E-01
 5.060E-01, 1.815E+01, 5.065E-01, 6.121E+00,-4.717E-01
 5.547E-01, 1.858E+01, 5.551E-01, 6.132E+00,-4.613E-01
 6.033E-01, 1.907E+01, 6.038E-01, 6.149E+00,-4.450E-01
 6.519E-01, 1.965E+01, 6.524E-01, 6.168E+00,-4.256E-01
 7.005E-01, 2.023E+01, 7.011E-01, 6.183E+00,-4.027E-01
 7.491E-01, 2.078E+01, 7.497E-01, 6.194E+00,-3.875E-01
 7.977E-01, 2.147E+01, 7.984E-01, 6.204E+00,-3.737E-01
 8.463E-01, 2.191E+01, 8.470E-01, 6.211E+00,-3.473E-01
 8.949E-01, 2.233E+01, 8.957E-01, 6.239E+00,-3.270E-01
 9.435E-01, 2.268E+01, 9.443E-01, 6.753E+00,-3.014E-01
 9.921E-01, 2.311E+01, 9.930E-01, 8.971E+00,-2.442E-01
 1.041E+00, 2.366E+01, 1.042E+00, 1.198E+01,-1.415E-01
 1.089E+00, 2.479E+01, 1.090E+00, 1.473E+01, 1.080E-02
 1.138E+00, 2.726E+01, 1.139E+00, 1.862E+01, 1.739E-01
 1.187E+00, 3.200E+01, 1.188E+00, 2.282E+01, 3.300E-01
 1.235E+00, 4.157E+01, 1.236E+00, 2.597E+01, 3.815E-01
 1.284E+00, 6.187E+01, 1.285E+00, 2.942E+01, 4.531E-01
 1.332E+00, 8.706E+01, 1.334E+00, 3.751E+01, 5.516E-01
 1.381E+00, 1.153E+02, 1.382E+00, 5.556E+01, 6.989E-01
 1.430E+00, 1.429E+02, 1.431E+00, 7.827E+01, 8.405E-01
 1.478E+00, 1.592E+02, 1.479E+00, 9.664E+01, 9.467E-01
 1.527E+00, 1.669E+02, 1.528E+00, 1.089E+02, 1.068E+00
 1.575E+00, 1.698E+02, 1.577E+00, 1.162E+02, 1.186E+00
 1.624E+00, 1.709E+02, 1.625E+00, 1.245E+02, 1.345E+00
 1.673E+00, 1.719E+02, 1.674E+00, 1.406E+02, 1.533E+00
 1.721E+00, 1.729E+02, 1.723E+00, 1.568E+02, 1.802E+00
 1.770E+00, 1.734E+02, 1.771E+00, 1.684E+02, 2.012E+00
 1.818E+00, 1.731E+02, 1.820E+00, 1.722E+02, 1.381E+00
 1.867E+00, 1.724E+02,NaN,NaN,NaN
 1.916E+00, 1.724E+02,NaN,NaN,NaN
 1.964E+00, 1.725E+02,NaN,NaN,NaN
 2.013E+00, 1.733E+02,NaN,NaN,NaN
 2.061E+00, 1.739E+02,NaN,NaN,NaN
 2.110E+00, 1.717E+02,NaN,NaN,NaN
