s,C,C,C
Time,Lower,Middle,Upper
   0, 83.4, 55.5, 51.4
  20, 87.9, 58.3, 54.4
  40, 91.1, 60.6, 57.5
  60, 94.2, 61.8, 58.7
  80, 97.5, 64.6, 61.1
 100,101.0, 66.9, 63.7
 120,111.1, 73.1, 70.1
 140,121.4, 78.6, 75.9
 160,125.5, 82.9, 80.5
 180,126.9, 84.2, 82.0
 200,126.8, 86.0, 83.6
 220,128.8, 87.6, 85.0
 240,130.6, 89.9, 87.4
 260,133.2, 92.0, 89.1
 280,135.3, 94.4, 92.3
 300,137.4, 95.3, 94.2
 320,139.1, 98.4, 95.4
 340,140.3,100.1, 95.9
 360,141.4,103.2, 98.3
 380,145.0,104.9,100.5
 400,146.6,106.1,102.0
 420,148.8,107.2,103.5
 440,149.7,109.8,106.2
 460,151.3,112.4,108.2
 480,153.1,115.4,111.1
 500,155.6,118.4,113.2
 520,156.6,120.6,114.1
 540,157.3,120.7,115.8
 560,158.0,122.1,117.6
 580,158.5,122.4,118.3
 600,158.5,123.7,119.5
 620,158.4,124.8,120.1
 640,158.1,125.8,121.3
 660,159.1,125.1,121.4
 680,160.2,124.1,121.2
 700,160.7,124.7,121.0
 720,160.3,124.0,120.8
 740,160.6,125.0,122.0
 760,161.0,125.8,122.2
 780,162.3,127.4,123.3
 800,163.4,130.1,125.1
 820,164.5,131.6,126.0
 840,168.6,135.1,129.0
 860,175.4,139.7,133.4
 880,181.3,144.2,137.1
 900,188.5,148.0,140.3
 920,194.5,150.8,143.5
 940,199.6,154.2,146.7
 960,206.1,158.4,151.0
 980,214.4,163.4,156.1
1000,222.8,168.2,161.5
1020,228.8,173.5,165.4
1040,236.1,178.6,169.6
1060,240.5,181.6,173.5
1080,239.5,183.4,175.4
1100,244.7,184.8,177.9
1120,247.8,188.5,182.1
1140,250.6,193.3,185.6
1160,255.7,198.3,190.6
1180,260.2,200.3,193.0
1200,260.6,200.7,194.2
1220,262.7,201.6,195.4
1240,265.9,200.3,196.2
1260,266.4,201.3,197.5
1280,270.0,202.5,198.4
1300,272.7,202.8,199.1
1320,271.4,203.8,199.6
1340,272.7,203.8,199.5
1360,272.8,202.1,200.2
1380,271.2,202.2,198.5
1400,271.7,203.2,198.8
1420,273.2,203.6,199.8
1440,273.0,203.7,200.1
1460,273.3,205.2,201.0
1480,272.3,206.2,201.8
1500,270.3,207.9,202.4
1520,268.1,209.7,203.5
1540,268.8,210.7,205.2
1560,267.9,210.8,205.6
1580,268.4,212.6,206.2
1600,270.9,213.6,208.4
1620,271.4,215.6,209.2
1640,272.7,217.5,211.7
1660,274.7,221.9,216.5
1680,275.5,223.1,217.7
1700,275.6,222.7,218.2
1720,277.6,221.9,217.0
1740,285.9,226.2,221.6
1760,293.9,234.3,228.8
1780,306.3,241.9,236.9
1800,315.9,247.6,242.0
1820,324.1,252.3,247.4
1840,333.8,259.6,254.3
1860,347.8,268.6,263.1
1880,358.1,272.0,267.4
1900,370.1,280.8,277.0
1920,384.2,290.8,286.2
1940,397.8,300.7,296.9
1960,404.4,306.2,301.8
1980,405.5,311.1,306.6
2000,410.4,318.0,311.6
2020,411.0,320.8,315.6
2040,415.5,324.8,320.0
2060,417.2,326.0,322.7
2080,418.3,327.5,324.9
2100,422.3,332.3,327.6
2120,423.7,336.5,330.5
2140,425.1,339.2,333.6
2160,428.1,340.3,335.8
2180,430.7,342.7,339.0
2200,431.1,345.0,340.9
2220,429.4,346.4,342.8
2240,431.4,351.1,346.6
2260,430.1,349.5,345.4
2280,432.8,350.0,345.5
2300,435.4,355.6,349.8
2320,433.8,355.6,351.1
2340,433.0,353.2,348.8
2360,432.3,352.6,347.2
2380,431.5,357.8,348.9
2400,429.9,357.8,347.4
2420,432.2,358.8,349.1
2440,432.6,357.7,348.6
2460,433.0,353.4,346.3
2480,434.9,357.7,351.3
2500,432.6,360.4,352.9
2520,431.5,354.5,350.1
2540,435.5,355.7,351.2
2560,437.7,355.9,352.8
2580,436.8,355.7,352.9
2600,439.2,352.1,352.8
2620,438.8,354.0,355.7
2640,442.7,355.8,358.4
2660,454.5,361.9,365.7
2680,469.0,372.8,376.4
2700,477.3,383.2,385.2
2720,489.7,391.8,394.6
2740,502.1,406.1,407.6
2760,511.2,415.8,420.2
2780,528.0,429.5,432.4
2800,548.5,443.0,445.4
2820,562.9,451.6,453.5
2840,577.4,462.0,466.0
2860,587.4,471.8,474.3
2880,590.3,476.1,481.2
2900,587.1,480.7,485.8
2920,589.4,476.4,484.9
2940,567.4,465.0,473.3
2960,537.5,446.7,455.2
2980,505.0,429.3,436.3
3000,471.1,408.3,416.4
3020,440.9,385.4,395.2
3040,408.5,366.3,377.4
3060,376.9,342.9,354.2
3080,343.3,317.5,330.2
3100,307.4,292.9,304.2
3120,272.5,267.9,280.4
3140,240.3,247.0,258.2
3160,220.2,234.2,245.9
3180,205.8,225.7,238.0
3200,194.1,218.3,230.5
3220,184.9,210.9,223.5
3240,176.7,204.4,217.0
3260,169.3,198.2,210.9
3280,161.3,192.7,205.3
3300,154.6,187.3,200.2
3320,150.2,182.6,195.6
3340,144.8,178.4,191.4
3360,139.4,174.2,187.4
3380,135.6,170.4,183.7
3400,132.6,166.8,180.2
3420,129.8,163.4,176.9
3440,127.5,160.3,173.7
3460,123.8,157.5,170.8
3480,121.6,155.1,167.9
3500,119.3,152.5,165.0
3520,118.8,151.3,163.7
3540,118.2,149.9,162.4
3560,115.8,148.4,161.0
3580,114.0,147.2,159.8
3600,113.2,145.9,158.6
