s,C,C,C
3400,678.2,556.6,386.1
3420,678.8,553.3,386.4
3440,682.0,549.8,385.6
3460,679.5,546.8,379.4
3480,678.9,543.7,377.9
3500,677.1,556.8,385.0
3520,676.0,553.5,381.9
3540,664.6,560.9,379.7
3560,640.9,548.0,378.0
3580,607.7,520.1,363.9
3600,565.9,485.7,343.7
3620,519.6,455.3,324.8
3640,472.8,414.8,295.9
3660,422.6,375.6,272.6
3680,376.0,337.5,251.9
3700,324.7,302.6,231.0
3720,273.7,249.4,200.9
3740,224.0,212.5,178.1
3760,186.5,173.8,157.0
3780,158.4,150.4,139.7
3800,138.7,135.9,130.2
3820,126.5,126.6,123.6
3840,118.8,120.9,118.9
3860,113.4,115.6,114.9
3880,109.6,111.5,111.4
3900,106.4,108.5,109.2
3920,103.3,105.7,107.1
3940,101.2,103.6,105.2
3960, 98.7,101.0,103.3
3980, 96.7, 98.9,101.5
4000, 95.4, 96.7,100.0
4020, 94.5, 94.7, 98.4
4040, 92.2, 92.7, 97.0
4060, 89.7, 91.1, 95.6
4080, 87.9, 89.9, 94.2
4100, 86.9, 88.7, 92.9
4120, 86.5, 87.6, 92.3
4140, 85.4, 87.1, 91.7
4160, 85.6, 86.4, 91.2
4180, 83.9, 86.0, 90.6
4200, 83.5, 85.3, 90.1
