s,C,C,C
Time,Lower,Middle,Upper
   0,397.4,291.8,216.9
  20,427.2,315.6,237.4
  40,454.7,336.1,252.9
  60,474.0,353.3,263.5
  80,489.2,369.5,278.8
 100,501.7,379.6,286.0
 120,557.0,416.3,309.7
 140,615.7,460.8,341.6
 160,637.0,479.1,356.8
 180,637.8,485.0,365.1
 200,643.6,486.6,362.7
 220,649.2,498.0,372.6
 240,661.5,510.5,379.5
 260,669.7,522.3,389.0
 280,674.4,525.2,393.4
 300,688.1,532.8,394.8
 320,688.3,533.6,395.8
 340,686.7,534.9,399.2
 360,690.6,535.7,400.2
 380,694.3,540.8,401.2
 400,702.0,544.4,404.4
 420,702.0,547.8,408.7
 440,705.7,550.5,412.0
 460,696.9,539.0,403.7
 480,687.3,527.5,395.6
 500,689.4,529.2,397.2
 520,688.5,530.5,402.8
 540,696.7,534.5,405.5
 560,699.0,539.3,410.0
 580,692.3,538.7,410.1
 600,687.1,537.3,412.4
 620,682.4,534.4,409.8
 640,678.6,531.8,407.8
 660,676.2,526.3,402.6
 680,679.1,530.1,406.9
 700,686.7,538.2,411.5
 720,686.7,537.1,409.5
 740,678.5,528.3,400.7
 760,674.8,527.8,402.4
 780,673.0,525.2,404.0
 800,675.6,522.1,399.6
 820,679.1,522.1,396.7
 840,675.3,518.5,395.0
 860,675.1,518.1,395.9
 880,682.3,527.6,405.3
 900,691.0,535.5,410.8
 920,695.6,537.4,412.5
 940,693.3,537.8,414.6
 960,700.2,546.1,421.7
 980,707.2,552.5,425.9
1000,718.6,563.0,431.0
1020,727.1,573.3,442.3
1040,730.4,577.7,449.0
1060,738.9,586.2,454.3
1080,741.5,587.0,451.9
1100,742.1,587.5,453.0
1120,729.4,577.1,444.8
1140,730.9,579.4,446.3
1160,737.3,581.0,447.1
1180,734.8,576.0,443.4
1200,732.4,573.3,441.7
1220,726.8,571.3,441.4
1240,724.9,571.1,438.7
1260,723.5,566.8,431.1
1280,718.5,557.5,426.1
1300,716.4,554.7,424.1
1320,708.6,544.9,415.6
1340,719.6,557.8,423.9
1360,714.4,551.9,418.4
1380,706.1,548.4,415.5
1400,704.9,546.6,412.2
1420,707.1,549.3,412.2
1440,713.3,554.2,412.9
1460,714.6,557.4,416.8
1480,724.5,566.1,425.8
1500,722.9,566.6,425.9
1520,731.6,582.7,443.0
1540,737.7,588.8,445.6
1560,730.9,579.5,442.6
1580,734.6,584.0,447.5
1600,740.2,589.2,450.5
1620,746.5,596.8,455.8
1640,746.6,596.0,457.0
1660,743.4,590.5,453.6
1680,734.3,579.4,444.0
1700,728.7,575.9,441.1
1720,703.9,562.9,432.1
1740,656.0,525.5,405.4
1760,609.7,495.9,388.7
1780,571.0,471.7,372.5
1800,523.3,441.7,355.5
1820,481.2,413.8,339.7
1840,433.8,382.8,321.8
1860,410.2,352.9,301.8
1880,406.5,331.9,286.4
1900,409.4,319.8,275.7
1920,409.1,312.7,265.1
1940,409.9,314.1,266.1
1960,405.5,309.0,264.0
1980,401.3,305.8,264.1
2000,397.1,302.5,263.7
2020,396.8,300.6,263.3
2040,393.8,297.2,262.6
2060,396.7,300.4,264.3
2080,396.4,298.9,265.0
2100,393.6,299.6,266.0
2120,396.2,299.9,268.3
2140,396.9,302.6,271.9
2160,395.7,302.8,271.9
2180,400.9,306.4,273.6
2200,406.1,310.1,275.8
2220,411.6,312.2,275.1
2240,414.7,314.9,275.3
2260,418.5,317.0,275.8
2280,419.2,314.7,272.6
2300,420.0,316.5,271.3
2320,420.7,314.9,272.1
2340,418.4,316.3,272.2
2360,416.0,311.6,269.9
2380,415.9,309.5,268.5
2400,411.4,309.0,267.8
2420,409.2,309.5,268.4
2440,405.2,307.9,268.8
2460,395.8,303.0,266.2
2480,396.9,303.0,266.6
2500,393.3,304.0,269.4
2520,390.3,302.9,271.1
2540,389.0,304.5,270.2
2560,385.8,300.7,267.9
2580,389.3,305.8,270.7
2600,384.2,305.0,270.7
2620,372.1,295.5,263.6
2640,354.2,283.0,254.8
2660,338.0,274.9,250.4
2680,332.8,271.1,247.1
2700,319.9,264.4,242.5
2720,309.0,254.8,235.7
2740,311.7,247.6,230.2
2760,311.9,245.5,224.5
2780,314.4,244.6,221.4
2800,315.0,242.4,217.1
2820,323.2,240.2,216.4
2840,325.0,244.7,219.0
2860,327.0,244.3,218.8
2880,328.0,246.6,219.7
2900,329.4,249.2,221.5
2920,326.5,248.0,221.9
2940,334.6,250.7,223.8
2960,331.1,250.3,224.2
2980,329.9,251.2,225.3
3000,330.8,253.6,225.6
3020,331.3,255.1,227.3
