s,C,C,C
Time,Lower,Middle,Upper
   0, 65.7, 52.3, 42.0
  20, 69.6, 54.3, 43.7
  40, 73.6, 56.9, 46.0
  60, 74.7, 57.3, 46.4
  80, 75.7, 57.4, 46.6
 100, 77.3, 58.0, 47.1
 120, 83.2, 62.1, 49.6
 140, 89.2, 66.7, 52.9
 160, 91.7, 68.1, 54.3
 180, 92.2, 68.7, 55.0
 200, 92.7, 68.6, 55.3
 220, 91.9, 68.4, 56.4
 240, 90.1, 68.2, 56.5
 260, 88.3, 67.2, 56.1
 280, 89.2, 68.1, 57.0
 300, 89.8, 69.3, 57.8
 320, 89.1, 69.8, 58.5
 340, 89.9, 70.6, 59.4
 360, 88.0, 69.6, 58.8
 380, 89.5, 69.1, 58.9
 400, 90.0, 68.5, 58.8
 420, 89.9, 68.9, 59.2
 440, 89.1, 69.0, 58.6
 460, 88.6, 69.6, 59.1
 480, 89.3, 70.2, 59.3
 500, 88.7, 70.0, 59.7
 520, 88.1, 69.7, 60.4
 540, 88.7, 70.0, 60.8
 560, 88.2, 69.3, 60.6
 580, 90.4, 70.3, 61.5
 600, 91.6, 70.2, 62.0
 620, 91.9, 70.6, 62.3
 640, 90.9, 70.9, 62.5
 660, 91.6, 70.9, 62.7
 680, 90.9, 70.9, 62.4
 700, 90.2, 71.0, 62.4
 720, 90.8, 71.7, 62.5
 740, 90.7, 72.0, 62.2
 760, 90.1, 71.5, 62.5
 780, 89.4, 71.6, 62.9
 800, 88.8, 71.4, 63.2
 820, 87.9, 71.4, 63.6
 840, 87.1, 71.1, 63.9
 860, 86.8, 71.3, 64.4
 880, 86.0, 71.0, 64.2
 900, 85.5, 71.2, 64.5
 920, 86.8, 71.9, 65.1
 940, 85.9, 72.0, 65.1
 960, 86.4, 73.0, 65.9
 980, 86.0, 73.2, 66.1
1000, 85.8, 73.1, 65.8
1020, 85.5, 73.0, 65.9
1040, 86.3, 73.1, 65.8
1060, 87.2, 73.4, 65.9
1080, 87.3, 73.2, 65.7
1100, 87.9, 73.7, 66.2
1120, 88.0, 73.5, 66.2
1140, 86.3, 73.1, 66.0
1160, 85.8, 72.8, 65.9
1180, 84.6, 71.8, 65.4
1200, 84.8, 72.0, 65.5
1220, 85.4, 72.5, 65.9
1240, 86.3, 73.2, 66.7
1260, 86.0, 74.2, 67.4
1280, 87.2, 74.6, 67.6
1300, 88.2, 74.8, 67.6
1320, 87.4, 74.1, 67.5
1340, 88.7, 74.8, 67.8
1360, 89.7, 74.7, 68.1
1380, 89.9, 75.1, 68.2
1400, 90.0, 75.7, 68.3
1420, 89.7, 75.8, 68.5
1440, 88.8, 75.4, 68.4
1460, 88.5, 74.6, 67.6
1480, 88.6, 74.8, 67.4
1500, 87.8, 74.5, 67.3
1520, 87.2, 74.4, 67.3
1540, 86.8, 74.5, 67.4
1560, 84.6, 73.6, 67.2
1580, 83.7, 73.9, 67.1
1600, 84.8, 74.1, 67.4
1620, 85.1, 73.9, 67.4
1640, 85.9, 74.0, 67.5
1660, 85.5, 73.8, 67.6
1680, 85.9, 73.8, 67.8
1700, 85.9, 73.2, 67.7
1720, 86.1, 73.3, 67.5
1740, 90.1, 75.9, 69.3
1760, 94.3, 78.7, 71.1
1780, 99.0, 81.4, 73.1
1800,103.8, 84.5, 75.3
1820,107.0, 87.2, 77.2
1840,112.5, 90.2, 79.1
1860,116.5, 93.2, 81.0
1880,120.6, 95.6, 82.4
1900,124.5, 99.0, 84.3
1920,127.2,101.3, 86.2
1940,132.8,104.6, 88.6
1960,132.1,104.7, 88.9
1980,134.4,105.6, 89.4
2000,134.2,106.3, 89.8
2020,133.7,106.1, 90.5
2040,133.8,106.3, 90.9
2060,132.9,105.5, 90.9
2080,130.4,103.8, 90.0
2100,131.4,104.6, 91.0
2120,132.1,104.4, 91.4
2140,134.4,105.3, 92.5
2160,133.6,105.2, 92.7
2180,131.3,104.3, 93.5
2200,131.9,105.2, 94.1
2220,131.1,105.2, 94.8
2240,131.2,105.9, 94.5
2260,130.9,105.7, 94.5
2280,131.3,106.0, 95.1
2300,131.9,107.5, 96.5
2320,131.4,107.4, 96.8
2340,130.9,107.5, 97.1
2360,128.8,106.6, 96.6
2380,126.5,106.2, 96.6
2400,127.1,107.5, 96.9
2420,126.8,106.9, 96.6
2440,128.5,107.8, 96.8
2460,128.6,108.6, 97.1
2480,131.2,109.6, 97.3
2500,130.5,109.3, 96.6
2520,130.2,108.5, 96.6
2540,131.8,108.8, 96.8
2560,132.9,109.0, 97.7
2580,135.2,109.6, 97.8
2600,135.6,110.3, 98.0
2620,136.0,110.6, 97.8
2640,139.5,112.4, 99.4
2660,144.1,116.2,102.2
2680,153.3,121.5,105.8
2700,157.9,125.2,108.8
2720,167.2,130.9,113.0
2740,174.8,133.5,115.8
2760,180.7,137.1,118.5
2780,185.8,141.5,120.7
2800,189.8,145.0,122.9
2820,198.9,149.9,126.5
2840,203.4,153.1,129.2
2860,206.1,155.4,130.6
2880,206.3,156.8,131.4
2900,204.7,156.7,131.8
2920,208.1,158.2,133.3
2940,208.0,159.3,134.3
2960,208.0,159.6,134.8
2980,208.8,160.0,135.6
3000,211.7,161.6,137.7
3020,215.2,164.0,139.1
3040,213.7,164.3,139.7
3060,220.7,168.8,142.4
3080,222.5,170.4,144.6
3100,223.9,170.3,145.9
3120,221.4,170.4,146.6
3140,216.6,169.4,146.2
3160,215.3,167.8,145.9
3180,213.6,168.0,146.6
3200,213.4,167.7,146.6
3220,210.3,166.3,146.0
3240,209.2,166.8,146.3
3260,211.5,167.6,146.9
3280,206.3,165.3,146.1
3300,206.5,166.1,146.8
3320,207.5,167.4,147.8
3340,208.7,168.7,148.1
3360,210.9,169.6,149.0
3380,214.0,171.1,149.8
3400,214.6,171.2,150.7
3420,214.6,171.9,151.4
3440,213.5,172.4,152.1
3460,215.9,171.8,151.8
3480,214.7,171.3,151.9
3500,216.5,170.8,151.8
3520,218.1,170.9,151.4
3540,230.4,176.6,154.5
3560,250.8,185.3,161.9
3580,273.6,197.2,168.1
3600,282.7,204.8,173.2
3620,302.2,215.9,180.7
3640,318.8,223.9,187.6
3660,336.7,230.4,192.8
3680,352.4,240.8,199.6
3700,370.6,250.3,206.0
3720,383.3,259.6,212.3
3740,391.2,265.1,216.8
3760,388.0,265.5,219.0
3780,383.4,267.6,220.1
3800,379.8,266.9,222.4
3820,377.4,267.2,223.7
3840,373.1,263.8,222.8
3860,367.4,264.0,222.2
3880,369.4,264.4,222.7
3900,371.7,262.6,224.1
3920,369.2,264.0,225.8
3940,364.4,266.7,228.3
3960,370.4,272.3,233.1
3980,367.4,273.4,234.3
4000,371.6,273.6,235.8
4020,365.3,270.9,234.1
4040,373.3,272.3,237.4
4060,383.4,277.4,239.2
4080,389.1,279.4,241.2
4100,392.5,284.1,244.5
4120,391.2,284.5,247.0
4140,391.3,284.3,247.2
4160,389.0,284.9,248.6
4180,392.0,281.7,247.0
4200,397.4,285.5,248.2
4220,401.4,285.8,249.6
4240,409.9,289.3,250.5
4260,411.5,290.6,250.1
4280,411.6,289.7,250.0
4300,414.5,291.4,251.1
4320,413.8,289.8,250.8
4340,411.8,289.7,249.5
4360,406.9,290.1,249.9
4380,398.6,285.7,247.4
4400,401.2,291.0,249.9
4420,401.2,289.5,249.0
4440,374.7,278.1,242.3
4460,346.3,264.9,235.2
4480,321.9,253.4,227.4
4500,298.1,241.2,220.5
4520,270.8,228.0,211.9
4540,249.0,217.5,204.0
4560,220.8,204.5,195.4
4580,195.3,191.2,185.8
4600,176.2,180.1,177.1
4620,143.1,163.1,166.3
4640,119.6,149.8,158.3
4660,111.9,145.8,154.7
4680,106.0,142.5,151.2
4700,100.1,139.1,147.7
4720, 95.0,135.5,144.6
4740, 90.5,131.9,141.7
4760, 86.9,128.6,138.7
4780, 83.8,125.6,136.1
4800, 81.2,122.7,133.7
4820, 78.7,120.2,131.3
4840, 76.7,118.1,129.0
4860, 75.0,115.7,126.6
4880, 73.4,113.6,124.4
4900, 72.1,111.8,122.4
4920, 70.7,110.0,120.5
4940, 69.5,108.2,118.7
4960, 68.5,106.6,116.9
4980, 67.5,105.2,115.1
5000, 66.4,103.8,113.5
5020, 65.7,102.2,112.0
5040, 64.8,100.9,110.5
5060, 64.2, 99.4,108.9
5080, 63.5, 98.0,107.5
5100, 63.0, 96.6,106.2
5120, 62.5, 95.2,104.9
5140, 62.0, 94.1,103.7
5160, 61.5, 93.0,102.5
5180, 61.2, 91.9,101.3
5200, 60.7, 90.6,100.0
5220, 60.3, 89.6, 98.8
5240, 59.7, 88.7, 97.6
5260, 59.1, 87.7, 96.4
5280, 58.5, 86.7, 95.3
5300, 58.1, 85.9, 94.3
5320, 57.8, 85.5, 93.8
5340, 57.5, 85.2, 93.3
5360, 57.3, 84.8, 92.7
5380, 57.0, 84.4, 92.1
5400, 56.7, 83.9, 91.7
