Time, Height, T_lower, T_upper
0.000000, 3.048457, 22.998156, 22.998381
20.009635, 1.315374, 22.998051, 22.998051
40.064997, 2.278479, 23.001488, 23.001488
60.000709, 3.414206, 23.009071, 23.913805
80.068139, 3.494233, 23.021384, 27.294574
100.001380, 3.530070, 23.036907, 30.156780
120.050280, 3.557979, 23.054383, 31.196747
140.050440, 3.521138, 23.072655, 30.938886
160.025170, 3.534840, 23.090947, 31.431645
180.071150, 3.462058, 23.110794, 30.926308
200.130090, 3.259006, 23.133069, 30.329394
220.118970, 2.968883, 23.158152, 28.991091
240.075370, 2.815393, 23.187108, 29.531756
260.108080, 2.835239, 23.221145, 30.493748
280.047610, 2.837746, 23.251422, 30.585804
300.086830, 2.724506, 23.274112, 30.874486
320.051020, 2.601204, 23.296195, 31.540244
340.046610, 2.557351, 23.322666, 31.948284
360.068170, 2.597903, 23.348726, 32.140578
380.115220, 2.512972, 23.373986, 32.163080
400.084440, 2.397766, 23.400510, 32.463288
420.016980, 2.356788, 23.426688, 33.016059
440.015130, 2.342910, 23.453368, 34.122400
460.099810, 2.367315, 23.482038, 35.322974
480.028460, 2.323637, 23.510522, 35.037961
500.048630, 2.276153, 23.539419, 35.471680
520.023920, 2.165755, 23.568370, 35.398649
540.021810, 2.154025, 23.593580, 36.061513
560.105690, 2.095261, 23.618425, 36.126702
580.011430, 2.062194, 23.647650, 36.197873
600.004690, 2.024971, 23.688399, 36.332016
620.096000, 1.985277, 23.716199, 36.982706
640.002910, 1.963188, 23.698001, 37.404733
660.048410, 1.943010, 23.700812, 37.371313
680.088390, 1.902144, 23.752620, 37.567251
700.036240, 1.890568, 23.801864, 38.060056
720.054820, 1.886692, 23.827067, 38.687267
740.068120, 1.878719, 23.883573, 39.348754
760.051340, 1.899633, 23.959404, 39.818986
780.069030, 1.853853, 23.921789, 40.158288
800.110410, 1.826091, 24.020600, 40.405050
820.025310, 1.846762, 24.186032, 40.906519
840.069160, 1.824224, 24.070030, 41.143078
860.091380, 1.799478, 24.054513, 41.469184
880.116910, 1.765956, 23.958258, 41.344521
900.033970, 1.770561, 24.189750, 41.793292
920.054430, 1.753106, 24.258095, 42.231508
940.030990, 1.722177, 24.224656, 42.272947
960.013940, 1.733104, 24.350942, 42.319811
980.131420, 1.709793, 24.449865, 42.651811
1000.063700, 1.669690, 24.408892, 42.932502
1020.118700, 1.668039, 24.350994, 43.035709
1040.053400, 1.685260, 24.499361, 43.425219
1060.115900, 1.670813, 24.427967, 43.818308
1080.008100, 1.695911, 24.597105, 44.183895
1100.029100, 1.619042, 24.672048, 43.690774
1120.102400, 1.619109, 24.562644, 43.686919
1140.030200, 1.613906, 24.785337, 44.088195
1160.013000, 1.618976, 24.825142, 44.503556
1180.079200, 1.639431, 24.786568, 45.021938
1200.076600, 1.610156, 24.779254, 45.164629
1220.069200, 1.599214, 24.862834, 45.229282
1240.054000, 1.576740, 24.761443, 45.263276
1260.111500, 1.592835, 24.869820, 46.071914
1280.106000, 1.608753, 25.047008, 46.246830
1300.080100, 1.602705, 24.889119, 46.372491
1320.040900, 1.609545, 25.126677, 46.624984
1340.039300, 1.609834, 25.152121, 47.008960
1360.057100, 1.599821, 25.095366, 47.186171
1380.103700, 1.567811, 24.979026, 47.225295
1400.005800, 1.580891, 25.007962, 47.478687
1420.096900, 1.599118, 25.231493, 47.828652
1440.072500, 1.589978, 25.127984, 47.853844
1460.053900, 1.602743, 25.307344, 47.887585
1480.076000, 1.569297, 25.297347, 48.095059
1500.002200, 1.608734, 25.429869, 48.571187
1520.057100, 1.569153, 25.367818, 48.601357
1540.063500, 1.573610, 25.316634, 48.972269
1560.093300, 1.584915, 25.426806, 48.986988
1580.077400, 1.538576, 25.348976, 48.678147
1600.033500, 1.535726, 25.446144, 48.576478
1620.021600, 1.559977, 25.677237, 48.864344
1640.084200, 1.546993, 25.653050, 49.351116
1660.089800, 1.550626, 25.770736, 49.539419
1680.105700, 1.584289, 25.901172, 49.887753
1700.026800, 1.549871, 25.653954, 49.768808
1720.021800, 1.527778, 25.720339, 49.646682
1740.114800, 1.523421, 25.713095, 49.722752
1760.064500, 1.546233, 25.898110, 50.076071
1780.102700, 1.538936, 25.880823, 50.147596
1800.126600, 1.579196, 26.010450, 50.580947
1820.072100, 1.554746, 26.011046, 50.916006
1840.057700, 1.567737, 26.135429, 51.045951
1860.073000, 1.582523, 26.221342, 51.583162
1880.076700, 1.573235, 25.956194, 51.826932
1900.008200, 1.559961, 25.906464, 52.252133
1920.016400, 1.552500, 26.106443, 52.669705
1940.034500, 1.582393, 25.858441, 53.763322
1960.002500, 1.569828, 26.210631, 54.282217
1980.079000, 1.608698, 26.428289, 54.960500
2000.091700, 1.562517, 26.260183, 55.180863
2020.040000, 1.584390, 26.501098, 55.700349
2040.079400, 1.562936, 26.281975, 56.295698
2060.019100, 1.581119, 26.737190, 57.037580
2080.015900, 1.536659, 26.491555, 57.282270
2100.084600, 1.540428, 26.693719, 57.465049
2120.037200, 1.576716, 26.990308, 58.611678
2140.069000, 1.592414, 26.916077, 59.744967
2160.069300, 1.580965, 26.980635, 59.966726
2180.044900, 1.576601, 26.909955, 60.333678
2200.037900, 1.549772, 27.018447, 60.445359
2220.053400, 1.601429, 27.328871, 61.825984
2240.079200, 1.590143, 27.275997, 62.533838
2260.003900, 1.555984, 27.216215, 62.622263
2280.028300, 1.554742, 27.213333, 62.785587
2300.016700, 1.563401, 27.535561, 63.240725
2320.064700, 1.524064, 27.069518, 63.105845
2340.076600, 1.525220, 27.516607, 63.435575
2360.058600, 1.541100, 27.654109, 64.312222
