s,C,C,C
Time,Lower,Middle,Upper
   0, 77.5, 51.8, 42.3
  20, 82.7, 54.8, 44.7
  40, 86.5, 57.8, 46.7
  60, 90.0, 59.9, 47.9
  80, 91.9, 60.4, 48.4
 100, 93.8, 61.2, 48.8
 120,102.2, 65.4, 52.4
 140,110.2, 69.5, 55.1
 160,113.4, 72.5, 57.1
 180,114.1, 73.6, 57.9
 200,113.3, 73.6, 58.5
 220,113.0, 72.8, 58.6
 240,112.8, 72.8, 58.4
 260,113.9, 72.6, 58.3
 280,114.0, 72.8, 59.3
 300,115.0, 73.9, 60.3
 320,115.5, 74.6, 60.9
 340,116.5, 75.5, 61.2
 360,117.5, 76.1, 62.0
 380,117.2, 75.9, 62.7
 400,116.9, 76.3, 62.3
 420,118.1, 77.4, 62.4
 440,117.9, 77.9, 62.2
 460,117.9, 78.0, 62.1
 480,117.3, 78.0, 61.6
 500,117.9, 78.3, 61.1
 520,118.3, 78.5, 61.0
 540,119.4, 77.9, 61.4
 560,121.1, 77.3, 61.7
 580,122.3, 79.5, 62.2
 600,122.6, 81.2, 62.9
 620,122.5, 82.5, 63.8
 640,122.6, 84.0, 64.2
 660,123.0, 84.5, 64.0
 680,123.4, 84.9, 64.4
 700,122.7, 85.1, 64.4
 720,122.3, 85.4, 64.3
 740,122.6, 86.1, 64.7
 760,123.3, 86.5, 65.3
 780,122.5, 85.8, 65.5
 800,120.4, 83.4, 65.5
 820,119.3, 81.4, 64.8
 840,121.1, 81.5, 64.8
 860,125.3, 82.0, 65.8
 880,130.3, 84.4, 67.0
 900,135.6, 86.5, 68.1
 920,139.4, 88.2, 69.9
 940,146.0, 91.3, 72.0
 960,151.7, 96.0, 74.2
 980,157.7, 98.5, 75.6
1000,163.5,103.2, 78.2
1020,167.6,105.8, 79.6
1040,173.7,107.9, 82.0
1060,177.5,110.0, 84.0
1080,179.1,111.2, 84.6
1100,181.2,113.3, 85.3
1120,180.0,112.9, 85.8
1140,180.7,113.9, 86.1
1160,180.7,114.4, 86.2
1180,181.4,114.0, 87.2
1200,182.0,115.0, 88.8
1220,181.5,113.8, 89.4
1240,183.4,114.7, 90.1
1260,185.1,116.2, 90.3
1280,184.0,115.6, 89.4
1300,182.2,114.6, 89.5
1320,183.4,116.3, 89.8
1340,183.8,116.1, 89.5
1360,183.2,115.1, 88.6
1380,185.3,114.7, 88.2
1400,186.7,116.7, 87.4
1420,187.0,118.5, 87.9
1440,187.4,119.0, 87.4
1460,187.7,120.0, 87.6
1480,186.1,119.8, 88.4
1500,185.8,119.9, 89.1
1520,188.0,121.1, 89.8
1540,186.7,119.0, 89.9
1560,188.0,120.6, 90.4
1580,190.2,121.3, 91.4
1600,188.9,121.8, 92.2
1620,188.2,121.9, 93.5
1640,186.9,120.8, 93.9
1660,186.4,121.5, 95.2
1680,186.9,121.2, 95.2
1700,187.3,120.8, 94.9
1720,189.8,121.6, 95.5
1740,202.6,127.2, 99.3
1760,219.4,133.7,103.7
1780,237.9,140.2,108.5
1800,254.3,146.1,112.0
1820,271.3,152.6,115.8
1840,289.0,159.8,120.8
1860,311.5,169.5,125.6
1880,332.5,178.7,129.6
1900,349.8,186.7,135.3
1920,369.9,196.6,140.9
1940,389.4,208.5,148.7
1960,393.9,212.0,151.5
1980,398.3,216.2,153.2
2000,400.8,219.4,155.4
2020,400.8,220.6,157.8
2040,405.0,226.0,161.3
2060,407.5,225.7,162.4
2080,405.9,226.4,165.2
2100,407.6,226.6,166.8
2120,412.0,229.0,168.0
2140,413.9,231.6,169.2
2160,412.5,228.3,167.6
2180,415.2,228.4,167.0
2200,416.4,228.7,167.0
2220,416.2,229.3,167.6
2240,418.7,231.3,168.9
2260,415.7,229.0,168.5
2280,409.0,227.3,169.8
2300,408.6,225.4,167.9
2320,407.2,225.9,168.5
2340,401.8,224.6,169.1
2360,401.1,222.2,170.2
2380,400.4,223.5,170.6
2400,399.3,224.6,172.1
2420,396.1,223.2,173.1
2440,392.0,220.5,173.4
2460,395.9,222.1,174.1
2480,397.4,224.7,173.9
2500,404.6,227.9,172.1
2520,406.1,231.5,174.5
2540,406.0,230.7,174.7
2560,411.1,233.5,174.9
2580,411.0,236.1,175.3
2600,414.0,236.9,176.2
2620,418.9,236.8,177.8
2640,427.0,242.5,179.9
2660,442.7,250.5,183.9
2680,449.3,255.5,188.5
2700,461.6,262.3,194.6
2720,476.5,269.9,202.4
